ticker,company,date,open,high,low,close,volume,daily_return,volatility_30d,moving_avg_30d,moving_avg_90d,trading_volume_avg,price_range,year,month,quarter
601336.SS,New York Life Insurance,2025-11-20,67.8,68.76,67.69,67.8,12780701,0.0,0.0,67.8,67.8,12780701.0,1.0700000000000074,2025,11,4
601336.SS,New York Life Insurance,2025-11-21,67.13,67.73,65.34,65.4,19860439,-3.539823008849545,2.5030328537576816,66.6,66.6,16320570.0,2.3900000000000006,2025,11,4
AAL,American Airlines,2025-11-20,12.51,12.82,12.23,12.24,58148600,0.0,0.0,12.24,12.24,58148600.0,0.5899999999999999,2025,11,4
AAL,American Airlines,2025-11-21,12.34,13.06,12.32,12.87,64943900,5.147058823529404,3.6395201972836952,12.555,12.555,61546250.0,0.7400000000000002,2025,11,4
ABBV,AbbVie,2025-11-20,233.26,234.95,228.0,229.45,4283600,0.0,0.0,229.45,229.45,4283600.0,6.949999999999989,2025,11,4
ABBV,AbbVie,2025-11-21,230.55,238.01,230.14,236.28,7985400,2.9766833732839455,2.104832998694325,232.865,232.865,6134500.0,7.8700000000000045,2025,11,4
ACI,Albertsons,2025-11-20,17.78,17.89,17.5,17.57,8397000,0.0,0.0,17.57,17.57,8397000.0,0.39000000000000057,2025,11,4
ACI,Albertsons,2025-11-21,17.62,17.9,17.53,17.61,7936500,0.2276607854297049,0.1609804851875999,17.59,17.59,8166750.0,0.36999999999999744,2025,11,4
ADM,Archer Daniels Midland,2025-11-20,58.24,58.99,57.85,57.87,2997400,0.0,0.0,57.87,57.87,2997400.0,1.1400000000000006,2025,11,4
ADM,Archer Daniels Midland,2025-11-21,57.97,59.29,57.74,58.63,3103700,1.3132884050458011,0.9286351368615513,58.25,58.25,3050550.0,1.5499999999999972,2025,11,4
ALL,Allstate,2025-11-20,211.81,213.05,210.36,211.74,1772200,0.0,0.0,211.74,211.74,1772200.0,2.6899999999999977,2025,11,4
ALL,Allstate,2025-11-21,213.34,215.89,212.01,214.32,1633400,1.21847548880702,0.861592280845037,213.03,213.03,1702800.0,3.8799999999999955,2025,11,4
AMZN,Amazon,2025-11-20,227.05,227.41,216.74,217.14,50309000,0.0,0.0,217.14,217.14,50309000.0,10.669999999999987,2025,11,4
AMZN,Amazon,2025-11-21,216.35,222.21,215.18,220.69,68435400,1.6348899327622786,1.1560417579498259,218.915,218.915,59372200.0,7.030000000000001,2025,11,4
APLE,Apple,2025-11-20,11.43,11.57,11.31,11.33,2677500,0.0,0.0,11.33,11.33,2677500.0,0.2599999999999998,2025,11,4
APLE,Apple,2025-11-21,11.41,11.82,11.38,11.75,2436200,3.7069726390114734,2.621225490718005,11.54,11.54,2556850.0,0.4399999999999995,2025,11,4
ATT.L,AT&T,2025-11-20,522.0,530.0,516.0,518.0,4026492,0.0,0.0,518.0,518.0,4026492.0,14.0,2025,11,4
ATT.L,AT&T,2025-11-21,498.5,500.0,484.48,492.5,1991160,-4.922779922779923,3.480931065686672,505.25,505.25,3008826.0,15.519999999999982,2025,11,4
AVGO,Broadcom,2025-11-20,366.0,376.08,345.18,346.82,28867000,0.0,0.0,346.82,346.82,28867000.0,30.899999999999977,2025,11,4
AVGO,Broadcom,2025-11-21,345.16,348.6,331.8,340.2,30238000,-1.908771120465949,1.349705003014517,343.51,343.51,29552500.0,16.80000000000001,2025,11,4
AXP,American Express,2025-11-20,349.97,353.13,340.32,343.8,3095700,0.0,0.0,343.8,343.8,3095700.0,12.810000000000002,2025,11,4
AXP,American Express,2025-11-21,345.6,356.31,344.3,352.89,3044100,2.6439790575916158,1.8695755209382487,348.345,348.345,3069900.0,12.009999999999991,2025,11,4
BA,Boeing,2025-11-20,187.74,188.1,178.42,179.38,13706400,0.0,0.0,179.38,179.38,13706400.0,9.680000000000007,2025,11,4
BA,Boeing,2025-11-21,180.56,181.43,176.77,179.7,10124600,0.1783922399375589,0.12614236257090555,179.54,179.54,11915500.0,4.659999999999997,2025,11,4
BAC,Bank of America,2025-11-20,52.5,52.95,50.97,51.0,36661600,0.0,0.0,51.0,51.0,36661600.0,1.980000000000004,2025,11,4
BAC,Bank of America,2025-11-21,51.29,51.78,50.7,51.56,43663000,1.098039215686279,0.776430975420526,51.28,51.28,40162300.0,1.0799999999999983,2025,11,4
CAH,Cardinal Health,2025-11-20,207.91,209.57,206.1,207.9,2588900,0.0,0.0,207.9,207.9,2588900.0,3.469999999999999,2025,11,4
CAH,Cardinal Health,2025-11-21,208.02,210.33,207.4,209.48,3095000,0.7599807599807523,0.5373875489536959,208.69,208.69,2841950.0,2.930000000000007,2025,11,4
CAT,Caterpillar,2025-11-20,565.95,568.87,541.0,546.13,3195000,0.0,0.0,546.13,546.13,3195000.0,27.870000000000005,2025,11,4
CAT,Caterpillar,2025-11-21,545.82,554.99,537.08,550.43,2921600,0.787358321278808,0.5567464081999015,548.28,548.28,3058300.0,17.909999999999968,2025,11,4
CHTR,Charter Communications,2025-11-20,195.73,198.99,193.0,194.71,1669700,0.0,0.0,194.71,194.71,1669700.0,5.990000000000009,2025,11,4
CHTR,Charter Communications,2025-11-21,195.01,203.25,194.11,203.0,2239700,4.257613887319599,3.0105876513977057,198.85500000000002,198.85500000000002,1954700.0,9.139999999999986,2025,11,4
CI,Cigna,2025-11-20,271.41,274.43,267.52,269.6,2005800,0.0,0.0,269.6,269.6,2005800.0,6.910000000000025,2025,11,4
CI,Cigna,2025-11-21,271.61,280.09,270.22,278.09,1902200,3.1491097922848486,2.2267568888255767,273.845,273.845,1954000.0,9.869999999999948,2025,11,4
CITI.NE,Citi,2025-11-20,42.35,42.75,40.58,40.69,16455,0.0,0.0,40.69,40.69,16455.0,2.1700000000000017,2025,11,4
CITI.NE,Citi,2025-11-21,40.69,41.25,39.9,41.07,10000,0.9338903907594067,0.6603602281909312,40.879999999999995,40.879999999999995,13227.5,1.3500000000000014,2025,11,4
CMCSA,Comcast,2025-11-20,26.98,27.14,26.55,26.63,24690800,0.0,0.0,26.63,26.63,24690800.0,0.5899999999999999,2025,11,4
CMCSA,Comcast,2025-11-21,26.59,27.42,26.59,27.35,31571900,2.703717611716119,1.9118170576579645,26.990000000000002,26.990000000000002,28131350.0,0.8300000000000018,2025,11,4
CNC,Centene,2025-11-20,36.01,36.28,34.39,34.83,8321300,0.0,0.0,34.83,34.83,8321300.0,1.8900000000000006,2025,11,4
CNC,Centene,2025-11-21,35.25,36.71,35.0,36.5,7914600,4.794717197817978,3.3903770444488535,35.665,35.665,8117950.0,1.7100000000000009,2025,11,4
COLA.WA,Coca-Cola,2025-11-20,263.0,263.0,263.0,263.0,5,0.0,0.0,263.0,263.0,5.0,0.0,2025,11,4
COLA.WA,Coca-Cola,2025-11-21,263.0,263.0,262.7,262.7,54,-0.1140684410646431,0.08065856819618718,262.85,262.85,29.5,0.30000000000001137,2025,11,4
COP,ConocoPhillips,2025-11-20,88.49,90.59,87.44,87.47,4911200,0.0,0.0,87.47,87.47,4911200.0,3.1500000000000057,2025,11,4
