ticker,company,date,open,high,low,close,volume,daily_return,volatility_30d,moving_avg_30d,moving_avg_90d,trading_volume_avg,price_range,year,month,quarter
601336.SS,New York Life Insurance,2024-04-02,28.31,28.82,28.28,28.56,11566361,0.0,0.0,28.56,28.56,11566361.0,0.5399999999999991,2024,4,2
601336.SS,New York Life Insurance,2024-04-03,28.47,28.68,28.29,28.43,6279168,-0.4551820728291282,0.3218623303720255,28.494999999999997,28.494999999999997,8922764.5,0.39000000000000057,2024,4,2
601336.SS,New York Life Insurance,2024-04-08,28.18,28.34,27.88,27.95,6332413,-1.6883573689764348,0.8735428472442979,28.313333333333333,28.313333333333333,8059314.0,0.46000000000000085,2024,4,2
601336.SS,New York Life Insurance,2024-04-09,27.9,28.13,27.64,27.77,6948014,-0.6440071556350616,0.7141154278979257,28.1775,28.1775,7781489.0,0.48999999999999844,2024,4,2
601336.SS,New York Life Insurance,2024-04-10,27.72,27.77,26.93,27.04,7900715,-2.6287360460929077,1.0624872006771269,27.95,27.95,7805334.2,0.8399999999999999,2024,4,2
601336.SS,New York Life Insurance,2024-04-11,26.89,27.28,26.78,27.06,5987423,0.07396449704141854,1.0612712463618483,27.801666666666666,27.801666666666666,7502349.0,0.5,2024,4,2
601336.SS,New York Life Insurance,2024-04-12,27.0,27.14,25.78,26.01,14242526,-3.880266075388016,1.4885009029390173,27.545714285714286,27.545714285714286,8465231.42857143,1.3599999999999994,2024,4,2
601336.SS,New York Life Insurance,2024-04-15,26.01,27.19,25.96,27.16,15010899,4.421376393694727,2.4527475830327647,27.4975,27.4975,9283439.875,1.2300000000000004,2024,4,2
601336.SS,New York Life Insurance,2024-04-16,27.07,27.23,26.5,26.59,9952744,-2.0986745213549347,2.3480805901072683,27.396666666666665,27.396666666666665,9357807.0,0.7300000000000004,2024,4,2
601336.SS,New York Life Insurance,2024-04-17,26.67,27.22,26.34,27.22,10341036,2.3693117713426064,2.425757855431622,27.379,27.379,9456129.9,0.879999999999999,2024,4,2
601336.SS,New York Life Insurance,2024-04-18,27.15,28.93,27.1,28.4,25809442,4.335047759000734,2.716624398560951,27.471818181818183,27.471818181818183,10942794.636363637,1.8299999999999983,2024,4,2
601336.SS,New York Life Insurance,2024-04-19,28.09,28.48,27.78,27.9,13087177,-1.7605633802816902,2.6386064490431655,27.507499999999997,27.507499999999997,11121493.166666666,0.6999999999999993,2024,4,2
601336.SS,New York Life Insurance,2024-04-22,27.95,28.64,27.88,27.94,11570789,0.14336917562724982,2.5277020179339926,27.54076923076923,27.54076923076923,11156054.384615384,0.7600000000000016,2024,4,2
601336.SS,New York Life Insurance,2024-04-23,27.89,28.11,27.39,27.52,8776341,-1.5032211882605644,2.4557370767101685,27.539285714285715,27.539285714285715,10986074.857142856,0.7199999999999989,2024,4,2
601336.SS,New York Life Insurance,2024-04-24,27.66,28.37,27.65,28.25,13053460,2.652616279069769,2.481226781013411,27.586666666666666,27.586666666666666,11123900.533333333,0.7200000000000024,2024,4,2
601336.SS,New York Life Insurance,2024-04-25,28.12,28.5,27.91,28.31,8319794,0.21238938053096892,2.397951101778001,27.631875,27.631875,10948643.875,0.5899999999999999,2024,4,2
601336.SS,New York Life Insurance,2024-04-26,28.34,29.14,28.09,28.89,18044376,2.04874602613918,2.3758213632702314,27.705882352941178,27.705882352941178,11366039.88235294,1.0500000000000007,2024,4,2
601336.SS,New York Life Insurance,2024-04-29,28.8,30.05,28.77,29.45,20839049,1.9383869851159525,2.345524513346942,27.802777777777777,27.802777777777777,11892318.166666666,1.2800000000000011,2024,4,2
601336.SS,New York Life Insurance,2024-04-30,29.53,29.8,29.18,29.34,14195649,-0.3735144312393869,2.2831875469299625,27.883684210526315,27.883684210526315,12013546.105263159,0.620000000000001,2024,4,2
601336.SS,New York Life Insurance,2024-05-06,30.51,30.94,30.0,30.27,24472454,3.1697341513292425,2.321543336438489,28.002999999999997,28.002999999999997,12636491.5,0.9400000000000013,2024,5,2
601336.SS,New York Life Insurance,2024-05-07,30.17,30.43,29.93,30.21,11583491,-0.19821605550049132,2.26554785016376,28.10809523809524,28.10809523809524,12586348.61904762,0.5,2024,5,2
