company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2010-08-17,12.37,12.58,12.34,12.43,48946500
Exxon Mobil Corporation,XOM,2010-08-17,33.82,34.2,33.62,34.01,20122200
Chevron Corporation,CVX,2010-08-17,42.05,42.33,41.78,42.16,7360500
General Electric Company,GE,2010-08-17,55.08,55.36,54.52,54.8,12709232
Bank of America Corporation,BAC,2010-08-17,10.47,10.5,10.27,10.31,132047600
ConocoPhillips,COP,2010-08-17,24.94,25.34,24.74,25.16,11578130
AT&T Inc.,ATT.L,2010-08-17,27.3,28.27,27.3,28.27,99050
Ford Motor Company,F,2010-08-17,6.27,6.37,6.2,6.25,61043500
J.P. Morgan Chase & Co.,JPM,2010-08-17,25.36,25.43,24.98,25.04,33883800
"Citigroup, Inc.",C,2010-08-17,29.09,29.09,28.42,28.57,42478180
Verizon Communications Inc.,VZ,2010-08-17,13.91,14.04,13.86,13.94,17696700
McKesson Corporation,MCK,2010-08-17,54.29,54.97,54.07,54.7,2251400
"American International Group,Inc.",AIG,2010-08-17,23.12,23.37,22.81,23.01,2886500
"Cardinal Health, Inc.",CAH,2010-08-17,21.02,21.25,20.83,21.11,2736800
CVS Caremark Corporation,CVS,2010-08-17,19.81,20.06,19.75,19.87,6424400
Wells Fargo & Company,WFC,2010-08-17,17.22,17.25,16.72,16.8,49481000
International Business Machines Corporation,IBM,2010-08-17,71.93,72.5,71.41,71.71,4496022
UnitedHealth Group Incorporated,UNH,2010-08-17,25.44,25.72,25.24,25.54,5544800
The Kroger Company,KR,2010-08-17,8.24,8.29,8.19,8.25,7532000
Costco Wholesale Corporation,COST,2010-08-17,39.8,40.35,39.7,40.02,2641600
Valero Energy Corporation,VLO,2010-08-17,9.38,9.38,9.13,9.21,12198428
The Boeing Company,BA,2010-08-17,51.73,53.12,51.33,52.39,4303900
"The Home Depot, Inc.",THD,2010-08-17,34.64,34.9,34.48,34.75,136000
Target Corporation,TGT,2010-08-17,33.34,33.46,32.99,33.0,6146700
Johnson & Johnson,JNJ,2010-08-17,37.68,38.04,37.41,37.87,13479100
Microsoft Corporation,MSFT,2010-08-17,18.74,18.93,18.65,18.74,52912600
"The Goldman Sachs Group, Inc.",TGS,2010-08-17,1.85,1.85,1.76,1.77,17100
Pfizer Inc.,PFIZER.NS,2010-08-17,713.82,727.04,713.82,718.13,2128
"Lowe's Companies, Inc.",LOW,2010-08-17,15.14,15.38,14.96,15.12,18203600
"United Parcel Service, Inc.",UPS,2010-08-17,38.88,39.74,38.84,39.43,4400400
Lockheed Martin Corporation,LMT,2010-08-17,45.13,45.73,44.85,45.14,3620000
Best Buy Co. Inc.,BBY,2010-08-17,20.14,20.16,19.78,19.86,6229200
The Dow Chemical Company,TDC,2010-08-17,30.12,30.55,30.01,30.37,1210200
Sears Holdings Corporation,SRSCQ,2010-08-17,11.65,11.65,11.65,11.65,0
"PepsiCo, Inc.",PEP,2010-08-17,41.72,41.93,41.43,41.64,4357200
"MetLife, Inc.",MET,2010-08-17,21.76,21.94,21.6,21.68,8746214
Kraft Foods Inc.,1959.T,2010-08-17,303.44,313.09,303.44,310.33,20000
Freddie Mac,FMCC,2010-08-17,0.4,0.4,0.39,0.4,2183200
Sysco Corporation,SYY,2010-08-17,19.13,19.33,18.77,18.91,5365400
The Walt Disney Company,DIS,2010-08-17,29.06,29.12,28.71,28.92,9875200
"Cisco Systems, Inc.",CSCO,2010-08-17,14.36,14.5,14.28,14.34,82948700
Comcast Corporation,CMCSA,2010-08-17,6.41,6.46,6.36,6.37,45936800
FedEx Corporation,FDX,2010-08-17,68.37,70.47,68.19,69.88,2780600
Northrop Grumman Corporation,NOC,2010-08-17,37.65,38.61,37.4,38.16,2099281
Intel Corporation,INTC,2010-08-17,13.06,13.16,12.91,12.93,60836400
"Prudential Financial, Inc.",PRU,2010-08-17,30.16,30.56,29.94,30.28,2787400
Caterpillar Inc.,CAT,2010-08-17,47.52,48.43,47.43,47.73,5946900
Sprint Nextel Corporation,SIX.AX,2010-08-17,1.89,1.89,1.89,1.89,0
The Allstate Corporation,ALL,2010-08-17,19.97,20.1,19.78,20.05,3872100
General Dynamics Corporation,GD,2010-08-17,42.88,44.06,42.83,43.75,2721300
Morgan Stanley,MS,2010-08-17,18.47,18.87,18.37,18.63,8935800
Liberty Mutual Holding Company Inc.,LBTYA,2010-08-17,6.2,6.2,6.09,6.09,8530501
Honeywell International Inc.,HON,2010-08-17,26.94,27.67,26.79,27.26,6727672
Abbott Laboratories,ABT,2010-08-17,17.51,17.64,17.42,17.57,12592330
Fannie Mae,FNMA,2010-08-17,0.38,0.38,0.36,0.36,5934800
Time Warner Inc.,T,2010-08-17,6.8,6.9,6.8,6.86,36432773
"Johnson Controls, Inc.",JCI,2010-08-17,12.31,12.53,12.26,12.4,6308456
"Delta Air Lines, Inc.",DAL,2010-08-17,10.01,10.07,9.74,9.82,9363100
"Merck & Co., Inc.",MRK,2010-08-17,20.19,20.44,20.05,20.4,11189496
"Tyson Foods, Inc.",TSN,2010-08-17,12.59,12.63,12.11,12.12,5312100
American Express Company,AXP,2010-08-17,33.76,33.87,33.43,33.65,8561600
Massachusetts Financial Group,MFG.AX,2010-08-17,0.61,0.62,0.6,0.61,33806
Philip Morris International Inc.,PM,2010-08-17,25.58,25.92,25.41,25.69,6503900
The Hartford Financial Services Group Inc.,HFF.BE,2010-08-17,11.38,11.38,11.38,11.38,0
"The Travelers Companies, Inc.",TTC,2010-08-17,10.2,10.35,10.18,10.24,1137200
