company,ticker,date,open,high,low,close,volume
Exxon Mobil Corporation,XOM,2006-08-17,34.55,35.05,34.46,35.01,28583200
"Wal-Mart Stores, Inc.",WMT,2006-08-17,10.02,10.13,9.98,10.05,37104600
Chevron Corporation,CVX,2006-08-17,30.82,31.46,30.82,31.45,11987700
Ford Motor Company,F,2006-08-17,4.25,4.33,4.12,4.2,44561100
ConocoPhillips,COP,2006-08-17,26.22,26.45,26.07,26.32,9486741
General Electric Company,GE,2006-08-17,101.07,101.97,100.92,101.73,3655426
"Citigroup, Inc.",C,2006-08-17,322.21,322.81,321.42,322.68,1032270
"American International Group,Inc.",AIG,2006-08-17,767.81,776.22,765.74,774.76,354810
International Business Machines Corporation,IBM,2006-08-17,41.14,41.46,40.93,41.36,5790028
Bank of America Corporation,BAC,2006-08-17,34.82,35.04,34.73,34.87,9622900
Valero Energy Corporation,VLO,2006-08-17,31.89,32.0,31.4,31.44,11163285
McKesson Corporation,MCK,2006-08-17,44.36,44.88,44.32,44.84,1143300
J.P. Morgan Chase & Co.,JPM,2006-08-17,27.56,27.8,27.54,27.67,6163700
Verizon Communications Inc.,VZ,2006-08-17,11.53,11.61,11.42,11.54,10876073
"Cardinal Health, Inc.",CAH,2006-08-17,30.86,31.14,30.75,31.09,1098600
"Altria Group, Inc.",MO,2006-08-17,5.85,5.91,5.79,5.85,12380700
The Kroger Company,KR,2006-08-17,8.25,8.52,8.23,8.5,9872400
The Boeing Company,BA,2006-08-17,56.74,57.17,56.05,56.56,2893300
Costco Wholesale Corporation,COST,2006-08-17,35.55,35.99,35.22,35.49,4488800
Target Corporation,TGT,2006-08-17,30.49,31.13,30.35,30.78,6697700
Morgan Stanley,MS,2006-08-17,36.61,37.22,36.52,37.01,3187600
Pfizer Inc.,PFIZER.NS,2006-08-17,423.48,423.48,415.56,419.21,66907
Johnson & Johnson,JNJ,2006-08-17,36.86,36.88,36.56,36.62,8482200
"MetLife, Inc.",MET,2006-08-17,27.67,28.08,27.65,28.03,2510138
UnitedHealth Group Incorporated,UNH,2006-08-17,37.7,38.67,37.68,38.4,5228300
AT&T Inc.,ATT.L,2006-08-17,19.8,20.3,19.8,20.2,0
Time Warner Inc.,T,2006-08-17,5.86,5.91,5.83,5.9,12439245
"The Goldman Sachs Group, Inc.",TGS,2006-08-17,2.25,2.3,2.25,2.3,3900
"Lowe's Companies, Inc.",LOW,2006-08-17,20.54,21.29,20.44,21.04,7396200
"United Parcel Service, Inc.",UPS,2006-08-17,38.09,38.43,37.94,38.17,4311500
Wells Fargo & Company,WFC,2006-08-17,20.95,20.98,20.79,20.9,5339700
Microsoft Corporation,MSFT,2006-08-17,17.41,17.45,17.35,17.41,45674800
Intel Corporation,INTC,2006-08-17,11.11,11.12,10.91,11.04,63929800
Lockheed Martin Corporation,LMT,2006-08-17,47.87,47.91,47.65,47.71,2286600
CVS Corporation,CVS,2006-08-17,22.92,23.23,22.87,22.89,4581600
"Motorola, Inc.",MSI,2006-08-17,71.63,72.78,71.11,71.93,5752851
"Caterpillar, Inc.",CAT,2006-08-17,42.3,42.87,42.08,42.45,3738500
The Allstate Corporation,ALL,2006-08-17,35.65,36.13,35.54,36.03,2675200
"PepsiCo, Inc.",PEP,2006-08-17,36.24,36.29,35.79,35.93,4791500
"Lehman Brothers Holdings, Inc.",LEHNQ,2006-08-17,20.39,20.7,20.39,20.7,14000
The Walt Disney Company,DIS,2006-08-17,23.89,24.21,23.86,24.13,6190775
"Prudential Financial, Inc.",PRU,2006-08-17,36.58,36.76,36.13,36.44,2778700
"Plains All American Pipeline, L.P.",PAA,2006-08-17,6.09,6.14,6.04,6.09,195000
Northrop Grumman Corporation,NOC,2006-08-17,39.55,39.77,39.44,39.64,1106364
Sysco Corporation,SYY,2006-08-17,16.86,17.15,16.81,17.04,3553100
American Express Company,AXP,2006-08-17,39.56,40.08,39.36,39.92,3483000
FedEx Corporation,FDX,2006-08-17,84.23,85.48,83.9,85.11,1974200
Honeywell International Inc.,HON,2006-08-17,22.66,22.95,22.54,22.79,3744112
"Johnson Controls, Inc.",JCI,2006-08-17,27.48,27.8,27.38,27.76,2895018
Best Buy Co. Inc.,BBY,2006-08-17,28.21,28.61,28.09,28.22,2673800
The Hartford Financial Services Group Inc.,HFF.BE,2006-08-17,45.54,45.54,45.54,45.54,0
"Alcoa, Inc.",AA,2006-08-17,55.67,56.28,55.17,55.48,1890262
"Tyson Foods, Inc.",TSN,2006-08-17,9.88,10.25,9.85,10.24,2808800
International Paper Company,IP,2006-08-17,15.82,15.94,15.67,15.78,3113304
"Cisco Systems, Inc.",CSCO,2006-08-17,13.65,13.75,13.48,13.56,43863800
"Federated Department Stores, Inc.",FHI,2006-08-17,12.44,12.68,12.39,12.54,1062700
Weyerhaeuser Company,WY,2006-08-17,11.26,11.46,11.19,11.23,1385400
Massachusetts Financial Group,MFG.AX,2006-08-17,0.36,0.37,0.36,0.37,55713
Abbott Laboratories,ABT,2006-08-17,15.19,15.24,15.04,15.2,13077324
Comcast Corporation,CMCSA,2006-08-17,7.8,7.93,7.76,7.9,33360900
"Merck & Co., Inc.",MRK,2006-08-17,20.08,20.29,18.47,18.88,38334897
Deere & Company,DE,2006-08-17,24.81,25.1,24.71,25.06,5418200
General Dynamics Corporation,GD,2006-08-17,44.87,45.19,44.6,44.78,1431200
