Ticker,Company,Industry,AvgReturn,AvgVolatility,TradingDays
CAH,Cardinal Health,Wholesalers,1.2838514546553295,2.658727004414513,21
LLY,Eli Lilly,,1.2169284210318612,1.9912057433809554,21
GOOGL,Alphabet,Internet Services And Retailing,0.7016508462173598,1.6788095235824585,21
MRK,Merck,Pharmaceutical,0.5466262572223232,1.8406636544636317,21
FDX,FedEx,"Mail, Package, And Freight Delivery",0.5431027941050983,1.6095640659332275,21
UPS,UPS,"Mail, Package, And Freight Delivery",0.501804153479281,1.8600191502344041,21
ALL,Allstate,Insurance,0.5013866869156205,1.377461620739528,21
COR,Cencora,Wholesalers,0.4639798058640389,1.0888395735195704,21
HCA,HCA Healthcare,Health Care: Medical Facilities,0.46132932638838176,1.407306472460429,21
CNC,Centene,Health Care,0.4158728225600152,3.365851629348028,21
MCK,McKesson,Wholesalers,0.37585943653469994,1.3490448679242815,21
CSCO,Cisco Systems,Network And Other Communications Equipment,0.37350271376115934,1.3173969586690266,21
TRV,Travelers,,0.348868230091674,1.2734498580296834,21
JNJ,Johnson & Johnson,Pharmaceutical,0.3314999694980326,0.8172053467659723,21
TJX,TJX,Specialty Retailers,0.32796766768608776,0.9476613260450817,21
EPD,Enterprise Products Partners,Pipelines,0.30419603628771646,0.7941006194977533,21
VZ,Verizon,Telecommunications,0.29430493783383144,1.4376626071475802,21
CAT,Caterpillar,Construction And Farm Machinery,0.2891361316045125,2.555222199076698,21
PRU,Prudential Financial,Insurance,0.27756017898874624,1.2557592448734103,21
HP,HP,,0.2742875317732493,2.756898255575271,21
