company,ticker,date,open,high,low,close,volume
Exxon Mobil Corporation,XOM,2012-09-13,52.65,53.74,52.49,53.54,19870900
"Wal-Mart Stores, Inc.",WMT,2012-09-13,18.97,19.28,18.97,19.27,22222200
Chevron Corporation,CVX,2012-09-13,66.31,67.61,65.96,67.37,7737700
ConocoPhillips,COP,2012-09-13,36.23,37.07,35.87,36.86,7735800
General Motors Company,GM,2012-09-13,17.22,17.69,17.05,17.58,9479800
General Electric Company,GE,2012-09-13,82.09,83.86,82.02,83.03,23327211
Fannie Mae,FNMA,2012-09-13,0.25,0.28,0.25,0.27,9528200
Ford Motor Company,F,2012-09-13,5.32,5.41,5.28,5.39,50920200
AT&T Inc.,ATT.L,2012-09-13,31.92,32.3,31.78,32.3,196800
Valero Energy Corporation,VLO,2012-09-13,18.62,18.7,18.2,18.65,12592159
Bank of America Corporation,BAC,2012-09-13,7.01,7.48,6.95,7.41,330759200
McKesson Corporation,MCK,2012-09-13,79.02,79.94,79.01,79.88,1690600
Verizon Communications Inc.,VZ,2012-09-13,23.01,23.41,23.0,23.38,20599500
J.P. Morgan Chase & Co.,JPM,2012-09-13,27.83,29.05,27.66,28.92,47018600
CVS Caremark Corporation,CVS,2012-09-13,32.83,33.61,32.8,33.57,5991500
International Business Machines Corporation,IBM,2012-09-13,118.0,119.4,117.47,119.14,4058062
Citigroup Inc.,C,2012-09-13,24.51,25.65,24.26,25.61,62548500
"Cardinal Health, Inc.",CAH,2012-09-13,26.38,26.71,26.18,26.53,6772400
UnitedHealth Group Incorporated,UNH,2012-09-13,42.85,43.93,42.8,43.86,6316500
The Kroger Company,KR,2012-09-13,9.29,9.35,9.19,9.3,20163200
Costco Wholesale Corporation,COST,2012-09-13,74.01,75.55,73.82,75.45,1901900
Freddie Mac,FMCC,2012-09-13,0.23,0.26,0.23,0.26,3959500
Wells Fargo & Company,WFC,2012-09-13,23.68,24.57,23.54,24.51,35911100
Marathon Petroleum Corporation,MPC,2012-09-13,18.26,18.67,17.99,18.62,5895400
"American International Group,Inc.",AIG,2012-09-13,25.89,26.31,25.66,26.23,42765800
"MetLife, Inc.",MET,2012-09-13,19.89,20.43,19.48,20.37,18635298
"The Home Depot, Inc.",THD,2012-09-13,52.05,53.21,52.01,53.07,354000
Microsoft Corporation,MSFT,2012-09-13,24.67,24.91,24.28,24.71,45047300
Target Corporation,TGT,2012-09-13,43.65,44.25,43.6,44.22,2735000
The Boeing Company,BA,2012-09-13,58.87,59.96,58.67,59.62,5314100
Pfizer Inc.,PFIZER.NS,2012-09-13,863.21,872.81,847.75,855.26,4459
"PepsiCo, Inc.",PEP,2012-09-13,47.85,48.39,47.66,48.26,8461200
Johnson & Johnson,JNJ,2012-09-13,47.17,47.97,47.16,47.85,13006300
Caterpillar Inc.,CAT,2012-09-13,63.08,64.74,62.84,64.54,7836600
The Dow Chemical Company,TDC,2012-09-13,74.74,75.35,74.15,74.95,1865600
Comcast Corporation,CMCSA,2012-09-13,12.87,13.17,12.86,13.15,23728200
Kraft Foods Inc.,1959.T,2012-09-13,250.56,252.71,249.12,249.12,44000
Intel Corporation,INTC,2012-09-13,16.29,16.57,16.16,16.53,52998300
"United Parcel Service, Inc.",UPS,2012-09-13,46.46,47.65,46.29,47.32,4915600
"Best Buy Co., Inc.",BBY,2012-09-13,11.85,11.87,11.56,11.7,5691300
"Lowe's Companies, Inc.",LOW,2012-09-13,22.32,22.97,22.16,22.9,13246300
"Prudential Financial, Inc.",PRU,2012-09-13,32.5,33.19,31.93,33.16,2810200
"Merck & Co., Inc.",MRK,2012-09-13,27.92,28.32,27.88,28.29,12429175
Lockheed Martin Corporation,LMT,2012-09-13,63.42,64.12,63.09,63.9,1325200
Express Scripts Holding Company,ESH.BE,2012-09-13,9.31,9.31,9.31,9.31,0
Enterprise Products Partners L.P.,EPD,2012-09-13,11.3,11.47,11.25,11.46,2103800
"Cisco Systems, Inc.",CSCO,2012-09-13,12.69,12.99,12.66,12.89,37780500
Sears Holdings Corporation,SRSCQ,2012-09-13,5.49,5.49,5.49,5.49,0
The Walt Disney Company,DIS,2012-09-13,45.56,46.38,45.56,46.32,11184700
"Johnson Controls, Inc.",JCI,2012-09-13,19.34,19.43,18.82,19.28,16425769
Morgan Stanley,MS,2012-09-13,12.57,13.11,12.39,12.99,39763900
Sysco Corporation,SYY,2012-09-13,21.03,21.36,20.97,21.35,2882600
FedEx Corporation,FDX,2012-09-13,75.28,76.9,74.62,76.43,2144400
Abbott Laboratories,ABT,2012-09-13,25.16,25.76,25.16,25.76,16552105
"United Continental Holdings, Inc.",UAL,2012-09-13,20.24,20.26,19.84,20.09,2560700
Honeywell International Inc.,HON,2012-09-13,40.8,41.76,40.51,41.67,4289319
