company,ticker,date,open,high,low,close,volume
Exxon Mobil Corporation,XOM,2001-11-05,18.3,18.34,17.84,18.02,11013900
"Wal-Mart Stores, Inc.",WMT,2001-11-05,11.43,11.68,11.27,11.59,20523600
Ford Motor Company,F,2001-11-05,7.07,7.16,6.99,7.02,4546600
General Electric Company,GE,2001-11-05,102.47,103.79,102.04,102.92,3163484
"Citigroup, Inc.",C,2001-11-05,253.69,256.63,249.79,252.73,1254850
International Business Machines Corporation,IBM,2001-11-05,54.87,55.19,54.44,54.88,5971091
AT&T Corp.,ATT.L,2001-11-05,29.3,29.3,29.3,29.3,0
Verizon Communications Inc.,VZ,2001-11-05,14.18,14.3,14.01,14.1,4846425
Philip Morris Companies Inc.,TABAK.PR,2001-11-05,794.39,794.39,794.39,794.39,11
J.P. Morgan Chase & Co.,JPM,2001-11-05,18.31,18.6,18.2,18.24,6622200
Bank of America Corporation,BAC,2001-11-05,17.02,17.25,16.87,16.94,9230200
The Boeing Company,BA,2001-11-05,23.07,23.41,22.8,23.1,4373700
Duke Energy Corporation,DUK,2001-11-05,21.38,21.95,21.38,21.75,1381288
The Kroger Company,KR,2001-11-05,8.66,8.66,8.53,8.54,4481600
Chevron Corporation,CVX,2001-11-05,17.6,17.68,17.43,17.43,5289600
"American International Group,Inc.",AIG,2001-11-05,970.89,978.98,959.61,974.46,353295
Morgan Stanley Dean Witter & Co.,MS,2001-11-05,25.91,26.43,25.58,25.83,5288700
Fannie Mae,FNMA,2001-11-05,69.82,70.85,69.82,70.15,3515000
"Merck & Co., Inc.",MRK,2001-11-05,25.43,25.69,25.28,25.37,4201013
"Motorola, Inc.",MSI,2001-11-05,43.59,44.62,43.59,43.97,3038166
McKesson HBOC Inc.,MCK,2001-11-05,30.41,30.86,30.37,30.5,704200
Target Corporation,TGT,2001-11-05,20.33,20.84,20.22,20.57,4110400
Intel Corporation,INTC,2001-11-05,15.25,15.56,15.2,15.37,42474800
"Goldman Sachs Group, Inc.",GS,2001-11-05,59.08,60.25,58.79,59.76,3141900
Conoco,COP,2001-11-05,9.57,9.57,9.35,9.52,4402633
Costco Wholesale Corporation,COST,2001-11-05,26.99,27.93,26.96,27.44,5762700
MetLife Inc.,MET,2001-11-05,13.64,14.0,13.6,13.9,4122565
Freddie Mac,FMCC,2001-11-05,59.11,59.72,59.11,59.36,3089800
"Cardinal Health, Inc.",CAH,2001-11-05,29.89,30.96,29.64,30.74,2352300
"United Parcel Service of America, Inc.",UPS,2001-11-05,25.43,25.5,25.31,25.47,1409100
"Reliant Energy, Incorporated",RELIANCE.NS,2001-11-05,14.48,14.48,14.15,14.38,34339311
Johnson & Johnson,JNJ,2001-11-05,30.95,31.03,30.4,30.61,7607300
The Allstate Corporation,ALL,2001-11-05,18.28,18.35,18.06,18.25,5243200
International Paper Company,IP,2001-11-05,14.53,14.7,14.46,14.63,1947114
Wells Fargo & Co.,WFC,2001-11-05,10.3,10.54,10.3,10.46,10875000
The Walt Disney Company,DIS,2001-11-05,14.75,14.94,14.56,14.68,7297922
"ConAgra Foods, Incorporated",CAG,2001-11-05,8.02,8.09,7.95,8.05,1586718
Lockheed Martin Corporation,LMT,2001-11-05,26.13,26.34,26.0,26.2,1695000
Honeywell International Inc.,HON,2001-11-05,16.13,16.53,16.1,16.53,4125501
First Union Corporation,FHN,2001-11-05,17.03,17.5,17.03,17.5,481300
American Express Company,AXP,2001-11-05,18.77,19.33,18.77,19.0,5350051
Southern Company,SO,2001-11-05,8.0,8.26,8.0,8.24,2098500
"Alcoa, Inc.",AA,2001-11-05,59.1,59.58,58.17,58.45,1164128
Microsoft Corporation,MSFT,2001-11-05,18.89,19.56,18.86,19.32,66401600
"AutoNation, Inc.",AN,2001-11-05,10.65,11.05,10.65,11.01,1243000
El Paso Corporation,EL.PA,2001-11-05,10.1,10.1,9.75,9.91,1392448
"UnitedHealth Group, Incorporated",UNH,2001-11-05,12.89,13.04,12.85,12.92,4936000
Loews Corporation,L,2001-11-05,15.59,15.84,15.43,15.73,2235300
"PepsiCo, Inc.",PEP,2001-11-05,26.08,26.11,25.57,25.87,5007000
"Caterpillar, Inc.",CAT,2001-11-05,12.67,12.81,12.62,12.71,3519400
CVS Corporation,CVS,2001-11-05,7.51,7.58,7.38,7.55,12980800
