company,ticker,date,open,high,low,close,volume
Walmart,WMT,2023-04-26,48.82,48.96,48.57,48.79,12910200
Amazon,AMZN,2023-04-26,105.04,106.62,104.1,104.98,73803800
Exxon Mobil,XOM,2023-04-26,105.46,106.43,104.24,104.94,15566100
Apple,APLE,2023-04-26,12.45,12.59,12.32,12.35,1337200
UnitedHealth Group,UNH,2023-04-26,464.7,466.45,457.52,461.91,2930000
CVS Health,CVS,2023-04-26,65.57,65.86,65.12,65.41,8486500
Alphabet,GOOGL,2023-04-26,104.2,105.62,101.93,103.0,53347600
McKesson,MCK,2023-04-26,356.37,358.83,352.63,354.88,750200
Chevron,CVX,2023-04-26,149.6,150.26,146.95,147.62,5927400
AmerisourceBergen,ABC.VI,2023-04-26,146.73,146.73,146.73,146.73,0
Costco Wholesale,COST,2023-04-26,481.13,483.48,474.37,475.59,1441900
Microsoft,MSFT,2023-04-26,290.5,293.31,286.61,289.2,64599200
Cardinal Health,CAH,2023-04-26,76.92,77.45,76.17,76.88,1982300
Cigna,CI,2023-04-26,241.08,242.83,236.19,237.28,1339100
Marathon Petroleum,MPC,2023-04-26,116.27,116.67,114.31,115.45,3425100
Phillips 66,PSX,2023-04-26,90.2,90.99,89.1,89.96,2716000
Valero Energy,VLO,2023-04-26,108.15,108.89,106.38,107.14,5711800
Ford Motor,F,2023-04-26,10.0,10.05,9.76,9.78,58105300
Home Depot,HD,2023-04-26,277.5,278.01,269.66,270.59,4037400
General Motors,GM,2023-04-26,32.02,32.24,31.23,31.36,18780900
Elevance Health,ELV,2023-04-26,439.44,441.72,431.55,435.95,1156300
JPMorgan Chase,JPM,2023-04-26,129.77,129.95,126.36,127.52,14416100
Kroger,KR,2023-04-26,44.75,45.2,44.67,44.99,2897000
Centene,CNC,2023-04-26,68.61,68.8,66.41,66.63,4624100
Verizon Communications,VZ,2023-04-26,31.3,31.59,31.07,31.15,21499300
Fannie Mae,FNMA,2023-04-26,0.43,0.44,0.42,0.43,1077900
Comcast,CMCSA,2023-04-26,33.85,34.1,33.58,33.7,19547800
AT&T,ATT.L,2023-04-26,222.5,224.5,218.45,221.0,638802
Meta Platforms,META,2023-04-26,211.2,212.8,207.6,208.12,41992700
Bank of America,BAC,2023-04-26,26.9,27.06,26.46,26.6,45848400
Target,TGT,2023-04-26,142.3,143.8,140.34,140.94,3077400
Dell Technologies,DELL,2023-04-26,39.88,40.3,39.61,39.8,2501400
Archer Daniels Midland,ADM,2023-04-26,69.21,70.92,68.71,70.32,3457700
Citigroup,C,2023-04-26,43.28,43.34,42.01,42.43,16984600
UPS,UPS,2023-04-26,151.76,153.34,149.07,149.46,5845600
Pfizer,PFIZER.NS,2023-04-26,3596.33,3624.02,3592.94,3598.67,4280
Lowe's,X1G.PA,2023-04-26,211.9,212.58,211.9,212.58,222
Johnson & Johnson,JNJ,2023-04-26,151.82,152.1,150.11,150.46,5518200
FedEx,FDX,2023-04-26,212.67,214.52,210.08,211.09,1813500
Humana,HUM.ST,2023-04-26,13.38,14.18,13.19,14.09,169235
Energy Transfer,ET,2023-04-26,10.0,10.08,9.91,9.95,6977700
Freddie Mac,FMCC,2023-04-26,0.42,0.43,0.41,0.42,490100
PepsiCo,PEP,2023-04-26,173.55,174.41,172.99,173.6,4481700
Wells Fargo,WFC,2023-04-26,37.44,37.64,36.51,36.72,26915600
Walt Disney,DIS,2023-04-26,96.24,96.87,94.88,95.03,8634500
ConocoPhillips,COP,2023-04-26,92.87,93.61,91.33,92.09,4295000
Tesla,TSLA,2023-04-26,160.29,160.67,153.14,153.75,153364100
Procter & Gamble,PG,2023-04-26,145.78,146.44,144.88,145.11,4843700
General Electric,GE,2023-04-26,77.37,77.54,75.68,75.78,8032357
Albertsons,ACI,2023-04-26,19.8,19.8,19.49,19.61,2605300
MetLife,MET,2023-04-26,54.2,54.92,53.69,54.08,4378500
Goldman Sachs Group,GS,2023-04-26,316.89,319.72,314.13,315.93,2041900
Sysco,SYY,2023-04-26,69.69,70.62,68.76,69.07,2545100
Boeing,BA,2023-04-26,208.25,211.7,202.68,203.03,9137200
StoneX Group,SNEX,2023-04-26,43.7,43.7,42.54,42.78,134775
Lockheed Martin,LMT,2023-04-26,442.88,442.88,429.47,431.36,1571900
Morgan Stanley,MS,2023-04-26,80.29,81.79,80.07,80.56,6429100
Intel,INTC,2023-04-26,28.5,29.1,28.15,28.35,41218800
HP,HP,2023-04-26,30.41,31.28,30.24,30.53,1545000
TD Synnex,SNX,2023-04-26,83.95,84.93,83.7,83.94,367300
IBM,IBM,2023-04-26,114.15,114.82,113.52,114.18,4070200
HCA Healthcare,HCA,2023-04-26,276.48,276.48,270.7,272.44,1608200
Prudential Financial,PRU,2023-04-26,72.89,74.12,72.55,72.99,1924100
Caterpillar,CAT,2023-04-26,208.98,211.54,207.44,207.51,3254700
Merck,MRK,2023-04-26,106.77,106.77,104.47,105.13,6607900
World Fuel Services,WFK.BE,2023-04-26,20.67,20.67,20.12,20.3,0
New York Life Insurance,601336.SS,2023-04-26,30.56,30.78,30.09,30.46,10301018
