company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2013-10-28,20.01,20.28,19.98,20.27,21097200
Exxon Mobil Corporation,XOM,2013-10-28,52.93,53.31,52.79,53.17,9921900
Chevron Corporation,CVX,2013-10-28,71.99,72.35,71.71,72.2,5497700
Phillips 66,PSX,2013-10-28,41.36,41.78,40.95,41.04,3067700
General Motors Company,GM,2013-10-28,26.48,26.88,26.47,26.75,12985100
General Electric Company,GE,2013-10-28,101.62,102.72,101.15,102.44,6667171
Valero Energy Corporation,VLO,2013-10-28,25.19,25.56,25.02,25.07,7714800
Ford Motor Company,F,2013-10-28,9.44,9.48,9.37,9.4,37323000
AT&T Inc.,ATT.L,2013-10-28,52.6,52.6,51.86,52.15,501180
Fannie Mae,FNMA,2013-10-28,2.33,2.43,2.26,2.4,51834000
CVS Caremark Corporation,CVS,2013-10-28,44.48,45.02,44.32,44.53,6443100
McKesson Corporation,MCK,2013-10-28,139.95,140.88,139.2,140.31,3006300
Verizon Communications Inc.,VZ,2013-10-28,27.46,27.47,27.23,27.39,12444600
UnitedHealth Group Incorporated,UNH,2013-10-28,55.87,56.08,55.18,55.37,6989300
J.P. Morgan Chase & Co.,JPM,2013-10-28,38.26,38.41,37.98,38.11,14836800
"Cardinal Health, Inc.",CAH,2013-10-28,40.68,41.03,40.13,40.24,5461000
International Business Machines Corporation,IBM,2013-10-28,104.09,104.59,103.6,104.28,3883484
Bank of America Corporation,BAC,2013-10-28,11.31,11.33,11.25,11.26,62328000
Costco Wholesale Corporation,COST,2013-10-28,92.36,94.02,92.36,93.28,1802400
The Kroger Company,KR,2013-10-28,17.29,17.41,17.11,17.13,8770600
Express Scripts Holding Company,ESH.BE,2013-10-28,10.7,10.7,10.7,10.7,0
Wells Fargo & Company,WFC,2013-10-28,30.38,30.49,30.19,30.38,12704500
Citigroup Inc.,C,2013-10-28,37.21,37.45,37.17,37.31,15543300
"Prudential Financial, Inc.",PRU,2013-10-28,48.88,49.14,48.71,48.77,1537200
The Boeing Company,BA,2013-10-28,109.64,111.1,109.55,110.6,4655800
Freddie Mac,FMCC,2013-10-28,2.2,2.31,2.16,2.31,19132100
Marathon Petroleum Corporation,MPC,2013-10-28,24.48,25.25,24.45,24.77,5972400
"The Home Depot, Inc.",THD,2013-10-28,57.41,57.97,57.16,57.85,111200
Microsoft Corporation,MSFT,2013-10-28,29.32,29.42,29.04,29.29,38383600
Target Corporation,TGT,2013-10-28,44.42,45.25,44.2,45.12,5674500
"American International Group, Inc.",AIG,2013-10-28,39.56,39.63,39.1,39.26,6891300
"MetLife, Inc.",MET,2013-10-28,29.04,29.1,28.8,29.0,5267902
Johnson & Johnson,JNJ,2013-10-28,65.84,66.44,65.81,66.15,6551000
Caterpillar Inc.,CAT,2013-10-28,62.1,62.27,61.84,61.94,3979200
"PepsiCo, Inc.",PEP,2013-10-28,58.43,59.37,58.34,59.3,5402000
ConocoPhillips,COP,2013-10-28,49.87,49.97,49.66,49.85,3480100
Comcast Corporation,CMCSA,2013-10-28,18.45,18.45,18.31,18.41,18805000
Pfizer Inc.,PFIZER.NS,2013-10-28,684.68,699.92,684.68,697.43,2147
The Dow Chemical Company,TDC,2013-10-28,44.59,46.13,44.46,45.89,2589200
"United Parcel Service, Inc.",UPS,2013-10-28,62.26,64.43,62.26,63.77,5926700
Intel Corporation,INTC,2013-10-28,17.81,18.04,17.81,17.95,65581600
"Lowe's Companies, Inc.",LOW,2013-10-28,40.7,40.72,40.16,40.39,5916400
"Merck & Co., Inc.",MRK,2013-10-28,29.96,30.13,29.72,29.82,28607885
Lockheed Martin Corporation,LMT,2013-10-28,96.08,96.53,95.5,95.7,1316400
"Cisco Systems, Inc.",CSCO,2013-10-28,15.47,15.58,15.41,15.58,24072100
"Best Buy Co., Inc.",BBY,2013-10-28,28.36,28.92,28.19,28.27,3817500
FedEx Corporation,FDX,2013-10-28,111.8,113.69,111.64,112.75,3100600
Enterprise Products Partners L.P.,EPD,2013-10-28,14.39,14.4,14.07,14.18,3347000
Sysco Corporation,SYY,2013-10-28,23.92,24.36,23.92,24.14,3571600
The Walt Disney Company,DIS,2013-10-28,62.01,62.13,61.63,61.7,4469200
"Johnson Controls, Inc.",JCI,2013-10-28,26.01,26.11,25.69,25.81,2186568
"The Goldman Sachs Group, Inc.",TGS,2013-10-28,2.04,2.04,1.82,1.83,633000
Abbott Laboratories,ABT,2013-10-28,29.62,29.72,29.49,29.58,4799700
Sears Holdings Corporation,SRSCQ,2013-10-28,7.48,7.48,7.48,7.48,0
World Fuel Services Corporation,WFK.BE,2013-10-28,23.9,23.9,23.9,23.9,0
"Plains All American Pipeline, L.P.",PAA,2013-10-28,21.85,21.89,21.28,21.33,1159500
Honeywell International Inc.,HON,2013-10-28,60.78,61.07,60.62,60.92,2160685
"United Continental Holdings, Inc.",UAL,2013-10-28,31.27,32.28,31.15,32.12,6961100
Oracle Corporation,ORCL,2013-10-28,27.84,28.02,27.71,27.76,17632800
Liberty Mutual Holding Company Inc.,LBTYA,2013-10-28,17.4,17.71,17.33,17.61,8840458
"Delta Air Lines, Inc.",DAL,2013-10-28,22.9,22.91,22.51,22.65,9529800
