company,ticker,date,open,high,low,close,volume
Ford Motor Company,F,1999-01-26,12.76,13.22,12.65,13.12,5305485
"Wal-Mart Stores, Inc.",WMT,1999-01-26,8.8,8.97,8.72,8.87,20271000
Exxon Corporation,XOM,1999-01-26,15.47,15.63,15.39,15.58,7216000
General Electric Company,GE,1999-01-26,85.9,87.28,85.42,87.18,3027708
International Business Machines Corporation,IBM,1999-01-26,45.26,45.93,44.8,45.72,19975462
"Citigroup, Inc.",C,1999-01-26,138.17,143.34,136.4,143.34,2205100
The Boeing Company,BA,1999-01-26,22.93,23.21,22.14,22.3,6950800
AT&T Corp.,ATT.L,1999-01-26,13.45,13.45,13.45,13.45,0
"American International Group,Inc.",AIG,1999-01-26,617.87,633.63,608.8,619.84,252281
Fannie Mae,FNMA,1999-01-26,58.5,58.75,56.35,57.9,3247600
Morgan Stanley Dean Witter & Co.,MS,1999-01-26,19.94,20.43,19.94,20.38,2897400
"Motorola, Inc.",MSI,1999-01-26,58.67,60.98,58.46,60.19,2945658
The Kroger Company,KR,1999-01-26,10.11,10.74,10.08,10.57,5765200
"Merck & Co., Inc.",MRK,1999-01-26,25.22,26.66,25.21,26.66,11961034
Chevron Corporation,CVX,1999-01-26,14.74,14.75,14.57,14.68,2685600
Intel Corporation,INTC,1999-01-26,18.84,19.42,18.66,19.41,68130000
Lockheed Martin Corporation,LMT,1999-01-26,19.5,20.22,19.37,19.81,1597700
The Allstate Corporation,ALL,1999-01-26,18.69,18.82,18.46,18.46,3588800
"ConAgra, Inc.",CAG,1999-01-26,9.69,9.73,9.43,9.49,1099061
Johnson & Johnson,JNJ,1999-01-26,19.97,21.01,19.95,20.84,8066800
The Walt Disney Company,DIS,1999-01-26,26.3,26.63,25.74,26.02,5751445
"PepsiCo, Inc.",PEP,1999-01-26,20.68,20.74,20.01,20.33,4464200
First Union Corporation,FHN,1999-01-26,15.98,16.83,15.98,16.66,552599
CIGNA Corporation,CI,1999-01-26,21.5,21.84,21.5,21.63,2476800
"Caterpillar, Inc.",CAT,1999-01-26,11.34,11.5,11.3,11.48,3042400
McKesson HBOC Inc.,MCK,1999-01-26,61.13,62.25,59.09,60.62,10010500
Loews Corporation,L,1999-01-26,12.06,12.07,11.75,11.87,1665000
Wells Fargo & Co.,WFC,1999-01-26,8.75,8.75,8.53,8.66,8690200
Xerox Corporation,XRX,1999-01-26,64.1,66.51,63.89,65.11,2447244
American Express Company,AXP,1999-01-26,20.77,20.86,20.46,20.81,4574203
International Paper Company,IP,1999-01-26,15.68,15.93,15.47,15.89,1515802
J.P. Morgan & Co. Incorporated,JPM,1999-01-26,23.19,23.42,22.82,23.09,4345200
Freddie Mac,FMCC,1999-01-26,48.48,49.15,47.51,48.84,1376000
Duke Energy Corporation,DUK,1999-01-26,16.34,16.36,16.15,16.19,1280216
"AutoNation, Inc.",AN,1999-01-26,13.48,13.65,13.37,13.65,2641600
United Health Care Corporation,UNH,1999-01-26,4.2,4.22,3.85,4.03,23600800
Halliburton Company,HAL,1999-01-26,9.98,9.98,9.57,9.92,6977000
Electronic Data Systems Corporation,EA,1999-01-26,11.77,11.98,11.28,11.57,5123200
Archer Daniels Midland Company,ADM,1999-01-26,7.41,7.44,7.21,7.24,2886191
"Cardinal Health, Inc.",CAH,1999-01-26,21.87,22.04,21.66,21.89,1031550
FDX Corporation,FDX,1999-01-26,32.8,33.8,32.72,33.4,2792200
"Federated Department Stores, Inc.",FHI,1999-01-26,3.93,4.0,3.91,3.97,310800
"Alcoa, Inc.",AA,1999-01-26,34.91,35.12,34.54,34.96,1046858
Sysco Corporation,SYY,1999-01-26,6.69,6.72,6.66,6.72,1092000
CVS Corporation,CVS,1999-01-26,16.03,16.31,15.8,15.94,2365400
