company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2000-09-07,10.94,11.12,10.79,10.9,25201800
Exxon Mobil Corporation,XOM,2000-09-07,18.7,18.86,18.7,18.76,7297400
Ford Motor Company,F,2000-09-07,10.79,11.07,10.61,10.64,12621700
General Electric Company,GE,2000-09-07,153.67,154.48,151.87,153.99,1675870
International Business Machines Corporation,IBM,2000-09-07,65.49,66.8,65.49,66.24,4835449
"Citigroup, Inc.",C,2000-09-07,289.45,290.76,282.2,288.46,2154030
AT&T Corp.,ATT.L,2000-09-07,68.1,68.1,68.1,68.1,0
Philip Morris Companies Inc.,TABAK.PR,2000-09-07,544.96,544.96,544.96,544.96,49
The Boeing Company,BA,2000-09-07,37.69,39.08,37.16,38.14,10908200
Bank of America Corporation,BAC,2000-09-07,14.38,14.56,14.28,14.45,5809800
The Kroger Company,KR,2000-09-07,7.88,7.9,7.7,7.83,2827800
"American International Group,Inc.",AIG,2000-09-07,1039.44,1043.88,1020.9,1029.8,151860
Fannie Mae,FNMA,2000-09-07,45.0,46.19,44.8,45.99,3564300
Morgan Stanley Dean Witter & Co.,MS,2000-09-07,52.32,52.32,51.16,51.52,2198700
Target,TGT,2000-09-07,14.85,14.89,14.52,14.7,4028200
"Merck & Co., Inc.",MRK,2000-09-07,24.87,25.77,24.77,25.63,5318286
Chevron Corporation,CVX,2000-09-07,17.39,17.39,17.14,17.16,3450000
"Motorola, Inc.",MSI,2000-09-07,88.32,90.86,88.16,90.22,3080095
McKesson HBOC Inc.,MCK,2000-09-07,20.61,21.08,20.14,21.08,1987700
Intel Corporation,INTC,2000-09-07,37.87,39.05,37.67,38.34,34716000
Johnson & Johnson,JNJ,2000-09-07,24.09,24.24,23.92,24.13,2638400
Costco Wholesale Corporation,COST,2000-09-07,24.47,24.76,24.34,24.38,1463700
Time Warner Inc.,T,2000-09-07,5.89,5.93,5.86,5.88,4611227
"United Parcel Service of America, Inc.",UPS,2000-09-07,26.83,27.13,26.4,26.55,1080200
The Allstate Corporation,ALL,2000-09-07,16.4,16.47,16.09,16.3,1471900
Lockheed Martin Corporation,LMT,2000-09-07,15.33,16.02,15.3,15.96,1783700
"Goldman Sachs Group, Inc.",GS,2000-09-07,89.63,90.77,88.27,90.2,1046800
"Cardinal Health, Inc.",CAH,2000-09-07,24.96,25.15,24.57,24.77,1306500
ConAgra,CAG,2000-09-07,5.94,5.96,5.86,5.92,1126688
International Paper Company,IP,2000-09-07,12.87,12.87,12.3,12.51,3374576
Freddie Mac,FMCC,2000-09-07,35.55,36.8,35.5,36.59,4657400
"AutoNation, Inc.",AN,2000-09-07,6.19,6.19,6.12,6.19,311300
Honeywell International Inc.,HON,2000-09-07,20.44,20.44,19.42,19.42,7160477
The Walt Disney Company,DIS,2000-09-07,30.44,31.58,30.16,31.58,4183781
First Union Corporation,FHN,2000-09-07,10.33,10.33,10.15,10.24,160817
Wells Fargo & Co.,WFC,2000-09-07,11.28,11.36,11.2,11.28,7081000
Duke Energy Corporation,DUK,2000-09-07,21.4,21.62,21.4,21.43,2607698
American Express Company,AXP,2000-09-07,37.18,37.18,36.25,36.75,1843025
Loews Corporation,L,2000-09-07,11.27,11.35,11.24,11.29,2515800
Conoco,COP,2000-09-07,10.83,10.86,10.69,10.72,1891603
CIGNA Corporation,CI,2000-09-07,26.85,26.9,26.08,26.08,2042400
"PepsiCo, Inc.",PEP,2000-09-07,22.11,22.93,22.08,22.7,3596700
Microsoft Corporation,MSFT,2000-09-07,21.38,22.01,21.21,21.4,111711200
"Caterpillar, Inc.",CAT,2000-09-07,10.25,10.35,10.08,10.08,4777600
"UnitedHealth Group, Incorporated",UNH,2000-09-07,9.03,9.07,8.95,8.96,4832800
Xerox Corporation,XRX,2000-09-07,18.77,18.85,18.55,18.7,2012299
Electronic Data Systems Corporation,EA,2000-09-07,26.32,26.67,25.56,26.14,4060000
J.P. Morgan & Co. Incorporated,JPM,2000-09-07,27.28,27.64,26.97,27.61,3495800
CVS Corporation,CVS,2000-09-07,12.15,12.31,11.97,12.29,3476000
"Federated Department Stores, Inc.",FHI,2000-09-07,8.16,8.18,7.88,7.92,121300
Sysco Corporation,SYY,2000-09-07,11.02,11.07,10.93,10.97,1052600
