company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2003-07-15,12.4,12.53,12.37,12.45,23279400
Exxon Mobil Corporation,XOM,2003-07-15,16.93,16.93,16.71,16.83,12376900
Ford Motor Company,F,2003-07-15,5.19,5.33,5.18,5.33,11616900
General Electric Company,GE,2003-07-15,78.36,78.61,76.37,76.78,5160255
"Citigroup, Inc.",C,2003-07-15,279.02,284.04,273.89,276.25,1725910
International Business Machines Corporation,IBM,2003-07-15,43.53,43.96,43.36,43.68,8274278
"American International Group,Inc.",AIG,2003-07-15,700.55,709.51,699.35,708.31,419120
Verizon Communications Inc.,VZ,2003-07-15,11.17,11.19,10.88,10.89,10752536
"Altria Group, Inc.",MO,2003-07-15,2.53,2.56,2.43,2.53,29971200
ConocoPhillips,COP,2003-07-15,9.87,9.89,9.72,9.75,4266731
The Boeing Company,BA,2003-07-15,22.81,23.22,22.5,22.8,9281500
Fannie Mae,FNMA,2003-07-15,60.97,61.21,59.52,59.96,10828100
"Merck & Co., Inc.",MRK,2003-07-15,25.31,25.43,24.87,25.1,5805186
The Kroger Company,KR,2003-07-15,6.11,6.14,5.99,6.02,13837600
"Cardinal Health, Inc.",CAH,2003-07-15,29.82,29.94,29.44,29.6,1778900
McKesson Corporation,MCK,2003-07-15,30.59,30.64,30.26,30.43,886000
AT&T,ATT.L,2003-07-15,18.9,18.9,18.9,18.9,0
Bank of America Corporation,BAC,2003-07-15,24.84,24.95,24.48,24.69,17591800
Target Corporation,TGT,2003-07-15,23.47,23.59,23.18,23.46,2413200
J.P. Morgan Chase & Co.,JPM,2003-07-15,20.52,20.71,20.23,20.38,11553500
Freddie Mac,FMCC,2003-07-15,46.34,46.71,46.23,46.63,6757900
Costco Wholesale Corporation,COST,2003-07-15,25.03,25.07,24.53,24.81,2134800
Johnson & Johnson,JNJ,2003-07-15,28.96,29.09,28.19,28.21,14243000
Pfizer Inc.,PFIZER.NS,2003-07-15,224.37,224.37,217.58,221.35,19333
MetLife Inc.,MET,2003-07-15,14.75,14.78,14.42,14.55,1745832
Morgan Stanley,MS,2003-07-15,24.51,25.58,24.51,25.23,10265800
"United Parcel Service, Inc.",UPS,2003-07-15,32.45,32.5,32.23,32.29,2179000
The Allstate Corporation,ALL,2003-07-15,22.02,22.08,21.8,21.9,2212500
Wells Fargo & Co.,WFC,2003-07-15,13.34,14.04,13.34,13.85,15105000
Microsoft Corporation,MSFT,2003-07-15,16.83,16.87,16.61,16.71,53567600
"ConAgra Foods, Incorporated",CAG,2003-07-15,8.2,8.23,8.13,8.16,2874931
Valero Energy Corp,VLO,2003-07-15,4.68,4.81,4.66,4.78,5806077
Lockheed Martin Corporation,LMT,2003-07-15,26.36,26.94,26.33,26.77,2230300
"Prudential Financial, Inc.",PRU,2003-07-15,17.76,17.77,17.2,17.27,1626700
Intel,INTC,2003-07-15,14.02,14.21,13.58,13.82,102323700
"Motorola, Inc.",MSI,2003-07-15,25.13,26.1,25.13,25.79,5018411
"Lowe's Companies, Inc.",LOW,2003-07-15,16.81,16.98,16.4,16.65,10593400
The Walt Disney Company,DIS,2003-07-15,16.94,16.95,16.61,16.74,10918196
"PepsiCo, Inc.",PEP,2003-07-15,25.67,25.89,25.53,25.88,4412700
"UnitedHealth Group, Incorporated",UNH,2003-07-15,19.56,19.64,19.38,19.56,7472200
International Paper Company,IP,2003-07-15,15.16,15.25,14.98,15.18,3150889
CVS Corporation,CVS,2003-07-15,9.33,9.45,9.21,9.31,5682200
American Express Company,AXP,2003-07-15,29.24,29.3,28.61,28.69,6472524
Archer Daniels Midland Company,ADM,2003-07-15,7.5,7.52,7.4,7.47,1205300
"Tyson Foods, Inc.",TSN,2003-07-15,8.05,8.1,7.91,8.06,1131600
Sysco Corporation,SYY,2003-07-15,16.2,16.23,16.05,16.12,1655600
"Goldman Sachs Group, Inc.",GS,2003-07-15,64.17,64.39,62.67,62.8,5177400
Honeywell International Inc.,HON,2003-07-15,15.48,15.58,15.04,15.09,4239016
Electronic Data Systems Corporation,EA,2003-07-15,38.11,38.8,37.96,38.54,8719600
"Alcoa, Inc.",AA,2003-07-15,46.23,46.27,44.86,45.14,1443154
FedEx Corporation,FDX,2003-07-15,52.15,52.35,51.65,52.01,1069700
"Caterpillar, Inc.",CAT,2003-07-15,16.89,16.89,16.61,16.74,4361400
"Johnson Controls, Inc.",JCI,2003-07-15,20.09,20.14,19.68,19.84,5106637
CIGNA Corporation,CI,2003-07-15,12.24,12.54,12.2,12.26,8054400
Best Buy Co. Inc.,BBY,2003-07-15,17.15,17.15,16.41,16.8,4479150
"AutoNation, Inc.",AN,2003-07-15,17.1,17.1,16.77,16.95,879300
"Cisco Systems, Inc.",CSCO,2003-07-15,12.32,12.35,11.9,12.04,53053200
Weyerhaeuser Company,WY,2003-07-15,9.44,9.49,9.28,9.32,750900
Northrop Grumman Corporation,NOC,2003-07-15,24.97,25.14,24.83,24.87,1983177
Abbott Laboratories,ABT,2003-07-15,11.04,11.09,10.74,10.8,13440384
