company,ticker,date,open,high,low,close,volume
Walmart,WMT,2021-05-04,44.35,44.51,43.9,44.1,19084200
Amazon,AMZN,2021-05-04,167.81,168.4,163.61,165.59,108788000
Apple,APLE,2021-05-04,12.33,12.49,12.06,12.2,1807900
CVS Health,CVS,2021-05-04,68.08,70.1,67.86,69.91,19634100
UnitedHealth Group,UNH,2021-05-04,377.6,384.11,375.75,383.05,3237200
McKesson,MCK,2021-05-04,186.77,189.09,186.4,188.63,1167200
Alphabet,GOOGL,2021-05-04,114.89,115.45,112.06,114.55,44818000
Exxon Mobil,XOM,2021-05-04,49.04,49.46,48.63,49.2,23522200
AT&T,ATT.L,2021-05-04,295.0,310.0,283.75,286.0,674512
Costco Wholesale,COST,2021-05-04,360.11,360.3,355.09,356.55,2133800
Cigna,CI,2021-05-04,233.11,239.76,232.22,239.75,1873300
Cardinal Health,CAH,2021-05-04,55.16,55.55,54.86,55.54,1909900
Microsoft,MSFT,2021-05-04,241.37,241.6,236.36,238.31,32756100
Kroger,KR,2021-05-04,32.81,33.25,32.17,32.44,10632400
Home Depot,HD,2021-05-04,295.1,298.79,294.89,298.38,3954400
JPMorgan Chase,JPM,2021-05-04,136.03,138.49,135.38,138.35,12977700
Verizon Communications,VZ,2021-05-04,43.9,44.4,43.87,44.37,22067700
Ford Motor,F,2021-05-04,8.75,8.76,8.52,8.66,71007700
General Motors,GM,2021-05-04,54.67,54.71,53.0,53.5,22262300
Elevance Health,ELV,2021-05-04,363.69,370.64,362.24,369.1,1336100
Centene,CNC,2021-05-04,62.13,64.58,62.1,64.56,4493100
Fannie Mae,FNMA,2021-05-04,2.36,2.37,2.12,2.15,8346000
Comcast,CMCSA,2021-05-04,49.46,49.89,49.31,49.7,25314100
Chevron,CVX,2021-05-04,86.89,87.34,85.98,87.01,8704300
Dell Technologies,DELL,2021-05-04,45.07,45.17,44.54,44.85,4061618
Bank of America,BAC,2021-05-04,36.03,36.78,35.61,36.71,53880000
Target,TGT,2021-05-04,183.09,185.04,182.65,184.84,2203300
Lowe's,X1G.PA,2021-05-04,255.55,256.13,255.55,256.11,1729
Marathon Petroleum,MPC,2021-05-04,49.7,51.67,49.15,50.86,7081500
Citigroup,C,2021-05-04,60.52,61.5,60.0,61.44,23071400
Meta Platforms,META,2021-05-04,318.06,320.22,311.2,316.41,24032600
UPS,UPS,2021-05-04,173.22,176.25,172.62,175.44,5775400
Johnson & Johnson,JNJ,2021-05-04,144.81,147.46,144.67,147.39,10179500
Wells Fargo,WFC,2021-05-04,40.46,40.98,39.94,40.89,26137600
General Electric,GE,2021-05-04,65.12,65.36,63.8,64.04,15557003
Intel,INTC,2021-05-04,51.73,51.82,50.76,51.75,35323600
Humana,HUM.ST,2021-05-04,75.11,75.11,72.38,74.13,80509
IBM,IBM,2021-05-04,113.75,115.46,113.68,114.8,6642623
Procter & Gamble,PG,2021-05-04,120.59,121.35,119.9,120.2,9624000
PepsiCo,PEP,2021-05-04,127.35,128.04,125.18,125.59,6603800
FedEx,FDX,2021-05-04,277.09,279.38,274.0,278.54,2470500
MetLife,MET,2021-05-04,55.3,55.75,54.76,55.65,3822600
