quarter,GDP,inflation,unemployment,interest_rate,consumer_spending,industrial_production,housing_starts,retail_sales,year,qtr,gdp_growth,inflation_trend,is_recession
2025-Q2,30485.729,320.8003,4.1667,4.33,20789.9333,103.8303,1354.0,621901.3333,2025,2,0.0,0.0,0
