ticker,company,date,open,high,low,close,volume,daily_return,volatility_30d,moving_avg_30d,moving_avg_90d,trading_volume_avg,price_range,year,month,quarter
601336.SS,New York Life Insurance,2025-04-02,50.11,51.18,49.96,50.55,22930509,0.0,0.0,50.55,50.55,22930509.0,1.2199999999999989,2025,4,2
601336.SS,New York Life Insurance,2025-04-03,49.96,51.37,49.67,49.96,25106755,-1.1671612265084004,0.8253076180020978,50.254999999999995,50.254999999999995,24018632.0,1.6999999999999957,2025,4,2
601336.SS,New York Life Insurance,2025-04-07,46.56,47.22,44.96,45.91,40570676,-8.106485188150529,4.382381097055746,48.806666666666665,48.806666666666665,29535980.0,2.259999999999998,2025,4,2
601336.SS,New York Life Insurance,2025-04-08,46.25,46.37,45.16,46.1,28638724,0.4138531910259308,3.9843300527067935,48.129999999999995,48.129999999999995,29311666.0,1.2100000000000009,2025,4,2
601336.SS,New York Life Insurance,2025-04-09,45.45,46.07,45.09,46.06,28296978,-0.0867678958785231,3.5793847024598726,47.715999999999994,47.715999999999994,29108728.4,0.9799999999999969,2025,4,2
601336.SS,New York Life Insurance,2025-04-10,46.64,47.2,46.18,46.78,27012249,1.563178462874509,3.4817804132441412,47.56,47.56,28759315.166666668,1.0200000000000031,2025,4,2
601336.SS,New York Life Insurance,2025-04-11,46.58,46.63,45.7,46.27,19410349,-1.0902094912355664,3.1788587932938115,47.37571428571429,47.37571428571429,27423748.57142857,0.9299999999999997,2025,4,2
601336.SS,New York Life Insurance,2025-04-14,46.6,46.93,46.37,46.65,17835781,0.8212664793602668,3.029450016573497,47.285,47.285,26225252.625,0.5600000000000023,2025,4,2
601336.SS,New York Life Insurance,2025-04-15,46.55,46.95,46.18,46.72,15374689,0.15005359056806064,2.8576970961645225,47.22222222222222,47.22222222222222,25019634.444444444,0.7700000000000031,2025,4,2
601336.SS,New York Life Insurance,2025-04-16,46.7,46.81,46.2,46.76,13108451,0.08561643835616256,2.7098975176292277,47.176,47.176,23828516.1,0.6099999999999994,2025,4,2
601336.SS,New York Life Insurance,2025-04-17,46.51,47.71,46.42,47.3,17464815,1.1548331907613327,2.633659718331478,47.18727272727272,47.18727272727272,23249997.818181816,1.2899999999999991,2025,4,2
