date,usd_inr_rate
2002-01-02,48.27
2002-01-03,48.28
2002-01-04,48.3
2002-01-07,48.28
2002-01-08,48.3
2002-01-09,48.32
2002-01-10,48.41
2002-01-11,48.44
2002-01-14,48.36
2002-01-15,48.31
2002-01-16,48.3
2002-01-17,48.31
2002-01-18,48.27
2002-01-22,48.3
2002-01-23,48.35
2002-01-24,48.35
2002-01-25,48.38
2002-01-28,48.37
2002-01-29,48.43
2002-01-30,48.53
2002-01-31,48.56
2002-02-01,48.55
2002-02-04,48.61
2002-02-05,48.69
2002-02-06,48.71
2002-02-07,48.72
2002-02-08,48.7
2002-02-11,48.75
2002-02-12,48.69
2002-02-13,48.9
2002-02-14,48.71
2002-02-15,48.71
2002-02-19,48.67
2002-02-20,48.64
2002-02-21,48.69
2002-02-22,48.79
2002-02-25,48.82
2002-02-26,48.75
2002-02-27,48.76
2002-02-28,48.76
2002-03-01,48.76
2002-03-04,48.72
2002-03-05,48.72
2002-03-06,48.71
2002-03-07,48.76
2002-03-08,48.76
2002-03-11,48.76
2002-03-12,48.76
2002-03-13,48.74
2002-03-14,48.77
2002-03-15,48.73
2002-03-18,48.74
2002-03-19,48.76
2002-03-20,48.76
2002-03-21,48.78
2002-03-22,48.8
2002-03-25,48.8
2002-03-26,48.78
2002-03-27,48.83
2002-03-28,48.83
2002-03-29,48.83
2002-04-01,48.83
2002-04-02,48.85
2002-04-03,48.91
2002-04-04,48.92
2002-04-05,48.86
2002-04-08,48.91
2002-04-09,48.92
2002-04-10,48.91
2002-04-11,48.93
2002-04-12,48.94
2002-04-15,48.96
2002-04-16,48.96
2002-04-17,48.96
2002-04-18,48.93
2002-04-19,48.92
2002-04-22,48.95
2002-04-23,49.01
2002-04-24,49.0
2002-04-25,49.0
2002-04-26,48.99
2002-04-29,49.01
2002-04-30,48.98
2002-05-01,48.98
2002-05-02,48.98
2002-05-03,49.0
2002-05-06,48.97
2002-05-07,48.99
2002-05-08,48.97
2002-05-09,48.99
2002-05-10,49.02
2002-05-13,49.03
2002-05-14,49.02
2002-05-15,49.04
2002-05-16,49.05
2002-05-17,49.04
2002-05-20,49.06
2002-05-21,49.01
2002-05-22,49.01
2002-05-23,49.07
2002-05-24,49.02
2002-05-28,49.02
2002-05-29,49.01
2002-05-30,49.03
2002-05-31,49.06
2002-06-03,49.07
2002-06-04,49.07
2002-06-05,49.05
2002-06-06,49.03
2002-06-07,49.05
2002-06-10,49.02
2002-06-11,49.0
2002-06-12,49.0
2002-06-13,49.04
2002-06-14,49.03
2002-06-17,49.02
2002-06-18,48.99
2002-06-19,48.94
2002-06-20,48.94
2002-06-21,48.95
2002-06-24,48.91
2002-06-25,48.93
2002-06-26,48.87
2002-06-27,48.86
2002-06-28,48.91
2002-07-01,48.86
2002-07-02,48.87
2002-07-03,48.83
2002-07-05,48.86
2002-07-08,48.84
2002-07-09,48.82
2002-07-10,48.82
2002-07-11,48.81
2002-07-12,48.8
2002-07-15,48.85
2002-07-16,48.83
2002-07-17,48.81
2002-07-18,48.82
2002-07-19,48.75
2002-07-22,48.73
2002-07-23,48.72
2002-07-24,48.7
2002-07-25,48.71
2002-07-26,48.71
2002-07-29,48.76
2002-07-30,48.74
2002-07-31,48.69
2002-08-01,48.68
2002-08-02,48.68
2002-08-05,48.67
2002-08-06,48.73
2002-08-07,48.7
2002-08-08,48.68
2002-08-09,48.67
2002-08-12,48.64
2002-08-13,48.62
2002-08-14,48.63
2002-08-15,48.63
2002-08-16,48.6
2002-08-19,48.61
2002-08-20,48.59
2002-08-21,48.56
2002-08-22,48.55
2002-08-23,48.55
2002-08-26,48.55
2002-08-27,48.53
2002-08-28,48.6
2002-08-29,48.54
2002-08-30,48.52
2002-09-03,48.5
2002-09-04,48.48
2002-09-05,48.5
2002-09-06,48.57
2002-09-09,48.52
2002-09-10,48.52
2002-09-11,48.48
2002-09-12,48.48
2002-09-13,48.47
2002-09-16,48.43
2002-09-17,48.45
2002-09-18,48.43
2002-09-19,48.44
2002-09-20,48.46
2002-09-23,48.44
2002-09-24,48.42
2002-09-25,48.43
2002-09-26,48.43
2002-09-27,48.4
2002-09-30,48.4
2002-10-01,48.39
2002-10-02,48.39
2002-10-03,48.38
2002-10-04,48.38
2002-10-07,48.35
2002-10-08,48.39
2002-10-09,48.34
2002-10-10,48.38
2002-10-11,48.36
2002-10-15,48.36
2002-10-16,48.41
2002-10-17,48.42
2002-10-18,48.44
2002-10-21,48.38
2002-10-22,48.39
2002-10-23,48.35
2002-10-24,48.42
2002-10-25,48.41
2002-10-28,48.45
2002-10-29,48.41
2002-10-30,48.35
2002-10-31,48.39
2002-11-01,48.36
2002-11-04,48.36
2002-11-05,48.35
2002-11-06,48.36
2002-11-07,48.34
2002-11-08,48.29
2002-11-12,48.3
2002-11-13,48.3
2002-11-14,48.29
2002-11-15,48.23
2002-11-18,48.23
2002-11-19,48.23
2002-11-20,48.25
2002-11-21,48.21
2002-11-22,48.22
2002-11-25,48.23
2002-11-26,48.24
2002-11-27,48.27
2002-11-29,48.36
2002-12-02,48.32
2002-12-03,48.28
2002-12-04,48.23
2002-12-05,48.27
2002-12-06,48.24
2002-12-09,48.24
2002-12-10,48.24
2002-12-11,48.18
2002-12-12,48.22
2002-12-13,48.2
2002-12-16,48.18
2002-12-17,48.16
2002-12-18,48.15
2002-12-19,48.11
2002-12-20,48.03
2002-12-23,48.03
2002-12-24,48.04
2002-12-26,48.05
2002-12-27,48.01
2002-12-30,47.96
2002-12-31,48.0
