date,usd_inr_rate
2006-01-03,44.92
2006-01-04,44.73
2006-01-05,44.6
2006-01-06,44.32
2006-01-09,44.2
2006-01-10,44.14
2006-01-11,43.89
2006-01-12,43.99
2006-01-13,44.1
2006-01-17,44.23
2006-01-18,44.29
2006-01-19,44.14
2006-01-20,44.1
2006-01-23,44.1
2006-01-24,44.19
2006-01-25,44.08
2006-01-26,44.0
2006-01-27,44.0
2006-01-30,44.04
2006-01-31,43.96
2006-02-01,44.13
2006-02-02,44.16
2006-02-03,44.14
2006-02-06,44.14
2006-02-07,44.15
2006-02-08,44.17
2006-02-09,44.1
2006-02-10,44.1
2006-02-13,44.17
2006-02-14,44.15
2006-02-15,44.15
2006-02-16,44.25
2006-02-17,44.33
2006-02-21,44.36
2006-02-22,44.54
2006-02-23,44.36
2006-02-24,44.35
2006-02-27,44.41
2006-02-28,44.21
2006-03-01,44.35
2006-03-02,44.18
2006-03-03,44.09
2006-03-06,44.18
2006-03-07,44.24
2006-03-08,44.36
2006-03-09,44.3
2006-03-10,44.31
2006-03-13,44.38
2006-03-14,44.37
2006-03-15,44.11
2006-03-16,44.29
2006-03-17,44.26
2006-03-20,44.25
2006-03-21,44.29
2006-03-22,44.36
2006-03-23,44.43
2006-03-24,44.49
2006-03-27,44.58
2006-03-28,44.49
2006-03-29,44.53
2006-03-30,44.45
2006-03-31,44.48
2006-04-03,44.39
2006-04-04,44.58
2006-04-05,44.42
2006-04-06,44.49
2006-04-07,44.46
2006-04-10,44.66
2006-04-11,44.68
2006-04-12,45.09
2006-04-13,45.05
2006-04-14,45.02
2006-04-17,44.97
2006-04-18,45.08
2006-04-19,45.01
2006-04-20,45.06
2006-04-21,45.05
2006-04-24,44.86
2006-04-25,44.88
2006-04-26,45.04
2006-04-27,44.84
2006-04-28,44.86
2006-05-01,44.77
2006-05-02,44.82
2006-05-03,44.81
2006-05-04,44.81
2006-05-05,44.85
2006-05-08,44.82
2006-05-09,44.84
2006-05-10,44.84
2006-05-11,44.88
2006-05-12,44.89
2006-05-15,45.37
2006-05-16,45.05
2006-05-17,44.69
2006-05-18,45.26
2006-05-19,45.35
2006-05-22,45.42
2006-05-23,45.38
2006-05-24,45.56
2006-05-25,45.74
2006-05-26,45.81
2006-05-30,46.13
2006-05-31,46.22
2006-06-01,46.19
2006-06-02,45.67
2006-06-05,45.7
2006-06-06,45.8
2006-06-07,45.89
2006-06-08,45.91
2006-06-09,45.81
2006-06-12,45.71
2006-06-13,45.81
2006-06-14,45.5
2006-06-15,45.83
2006-06-16,45.69
2006-06-19,45.76
2006-06-20,45.8
2006-06-21,45.8
2006-06-22,45.99
2006-06-23,46.01
2006-06-26,46.22
2006-06-27,46.21
2006-06-28,46.25
2006-06-29,46.13
2006-06-30,45.87
2006-07-03,45.92
2006-07-05,45.92
2006-07-06,45.99
2006-07-07,45.84
2006-07-10,45.97
2006-07-11,46.01
2006-07-12,46.09
2006-07-13,46.16
2006-07-14,46.19
2006-07-17,46.64
2006-07-18,46.61
2006-07-19,46.81
2006-07-20,46.75
2006-07-21,46.64
2006-07-24,46.83
2006-07-25,46.76
2006-07-26,46.68
2006-07-27,46.52
2006-07-28,46.53
2006-07-31,46.49
2006-08-01,46.51
2006-08-02,46.61
2006-08-03,46.48
2006-08-04,46.42
2006-08-07,46.51
2006-08-08,46.47
2006-08-09,46.4
2006-08-10,46.32
2006-08-11,46.5
2006-08-14,46.52
2006-08-15,46.47
2006-08-16,46.47
2006-08-17,46.36
2006-08-18,46.38
2006-08-21,46.4
2006-08-22,46.44
2006-08-23,46.45
2006-08-24,46.42
2006-08-25,46.41
2006-08-28,46.47
2006-08-29,46.45
2006-08-30,46.37
2006-08-31,46.43
2006-09-01,46.38
2006-09-05,46.19
2006-09-06,46.13
2006-09-07,46.14
2006-09-08,46.06
2006-09-11,46.19
2006-09-12,46.27
2006-09-13,46.18
2006-09-14,46.12
2006-09-15,45.95
2006-09-18,46.09
2006-09-19,46.08
2006-09-20,45.83
2006-09-21,45.74
2006-09-22,45.77
2006-09-25,45.83
2006-09-26,45.77
2006-09-27,45.76
2006-09-28,45.78
2006-09-29,45.95
2006-10-02,45.97
2006-10-03,45.68
2006-10-04,45.65
2006-10-05,45.57
2006-10-06,45.42
2006-10-10,45.67
2006-10-11,45.55
2006-10-12,45.52
2006-10-13,45.31
2006-10-16,45.35
2006-10-17,45.19
2006-10-18,45.28
2006-10-19,45.22
2006-10-20,45.18
2006-10-23,45.3
2006-10-24,45.18
2006-10-25,45.36
2006-10-26,45.19
2006-10-27,45.07
2006-10-30,44.9
2006-10-31,44.9
2006-11-01,44.79
2006-11-02,44.82
2006-11-03,44.76
2006-11-06,44.8
2006-11-07,44.62
2006-11-08,44.59
2006-11-09,44.46
2006-11-10,44.55
2006-11-13,44.83
2006-11-14,45.05
2006-11-15,45.26
2006-11-16,44.82
2006-11-17,44.75
2006-11-20,44.89
2006-11-21,44.77
2006-11-22,44.62
2006-11-24,44.59
2006-11-27,44.56
2006-11-28,44.58
2006-11-29,44.54
2006-11-30,44.59
2006-12-01,44.5
2006-12-04,44.49
2006-12-05,44.42
2006-12-06,44.6
2006-12-07,44.52
2006-12-08,44.53
2006-12-11,44.69
2006-12-12,44.7
2006-12-13,44.68
2006-12-14,44.56
2006-12-15,44.54
2006-12-18,44.63
2006-12-19,44.61
2006-12-20,44.55
2006-12-21,44.51
2006-12-22,44.37
2006-12-26,44.32
2006-12-27,44.2
2006-12-28,44.14
2006-12-29,44.11
