date,usd_inr_rate
2009-01-02,48.25
2009-01-05,48.5
2009-01-06,48.5
2009-01-07,48.56
2009-01-08,48.45
2009-01-09,48.26
2009-01-12,48.78
2009-01-13,48.89
2009-01-14,48.75
2009-01-15,48.87
2009-01-16,48.62
2009-01-20,49.01
2009-01-21,49.0
2009-01-22,49.07
2009-01-23,49.0
2009-01-26,48.5
2009-01-27,48.85
2009-01-28,48.81
2009-01-29,48.49
2009-01-30,48.83
2009-02-02,48.84
2009-02-03,48.37
2009-02-04,48.68
2009-02-05,48.72
2009-02-06,48.61
2009-02-09,48.52
2009-02-10,48.68
2009-02-11,48.78
2009-02-12,48.7
2009-02-13,48.58
2009-02-17,49.6
2009-02-18,49.84
2009-02-19,49.73
2009-02-20,49.71
2009-02-23,49.46
2009-02-24,49.75
2009-02-25,49.95
2009-02-26,50.32
2009-02-27,50.88
2009-03-02,51.8
2009-03-03,51.96
2009-03-04,51.53
2009-03-05,51.6
2009-03-06,51.68
2009-03-09,51.91
2009-03-10,51.35
2009-03-11,50.98
2009-03-12,51.69
2009-03-13,51.54
2009-03-16,51.31
2009-03-17,51.42
2009-03-18,51.22
2009-03-19,50.21
2009-03-20,50.51
2009-03-23,50.38
2009-03-24,50.4
2009-03-25,50.5
2009-03-26,50.4
2009-03-27,50.46
2009-03-30,51.12
2009-03-31,50.87
2009-04-01,50.48
2009-04-02,50.22
2009-04-03,49.91
2009-04-06,50.01
2009-04-07,50.0
2009-04-08,50.28
2009-04-09,49.82
2009-04-10,49.78
2009-04-13,49.77
2009-04-14,49.62
2009-04-15,49.55
2009-04-16,49.63
2009-04-17,49.8
2009-04-20,49.78
2009-04-21,50.45
2009-04-22,50.2
2009-04-23,49.88
2009-04-24,49.69
2009-04-27,50.15
2009-04-28,50.47
2009-04-29,50.05
2009-04-30,49.7
2009-05-01,49.65
2009-05-04,49.75
2009-05-05,49.22
2009-05-06,49.4
2009-05-07,49.09
2009-05-08,49.13
2009-05-11,49.44
2009-05-12,49.21
2009-05-13,49.58
2009-05-14,49.65
2009-05-15,49.38
2009-05-18,47.58
2009-05-19,47.65
2009-05-20,47.3
2009-05-21,47.3
2009-05-22,46.95
2009-05-26,47.7
2009-05-27,47.61
2009-05-28,47.5
2009-05-29,47.11
2009-06-01,46.78
2009-06-02,46.84
2009-06-03,46.88
2009-06-04,47.19
2009-06-05,47.05
2009-06-08,47.5
2009-06-09,47.3
2009-06-10,47.18
2009-06-11,47.49
2009-06-12,47.6
2009-06-15,47.67
2009-06-16,47.61
2009-06-17,47.96
2009-06-18,48.18
2009-06-19,48.0
2009-06-22,48.5
2009-06-23,48.45
2009-06-24,48.4
2009-06-25,48.5
2009-06-26,48.0
2009-06-29,48.0
2009-06-30,47.74
2009-07-01,47.75
2009-07-02,47.9
2009-07-03,47.8
2009-07-06,48.5
2009-07-07,48.44
2009-07-08,48.8
2009-07-09,48.57
2009-07-10,48.76
2009-07-13,49.16
2009-07-14,48.955
2009-07-15,48.55
2009-07-16,48.61
2009-07-17,48.56
2009-07-20,48.1
2009-07-21,48.2
2009-07-22,48.45
2009-07-23,48.25
2009-07-24,48.16
2009-07-27,48.11
2009-07-28,48.2
2009-07-29,48.25
2009-07-30,48.35
2009-07-31,47.91
2009-08-03,47.4
2009-08-04,47.46
2009-08-05,47.27
2009-08-06,47.52
2009-08-07,47.72
2009-08-10,47.7
2009-08-11,47.88
2009-08-12,48.22
2009-08-13,48.11
2009-08-14,48.18
2009-08-17,48.82
2009-08-18,48.79
2009-08-19,48.7
2009-08-20,48.58
2009-08-21,48.43
2009-08-24,48.5
2009-08-25,48.755
2009-08-26,48.9
2009-08-27,48.81
2009-08-28,48.52
2009-08-31,48.83
2009-09-01,49.05
2009-09-02,48.88
2009-09-03,48.87
2009-09-04,48.86
2009-09-08,48.4
2009-09-09,48.33
2009-09-10,48.45
2009-09-11,48.39
2009-09-14,48.67
2009-09-15,48.5
2009-09-16,48.2
2009-09-17,48.1
2009-09-18,48.02
2009-09-21,47.95
2009-09-22,47.86
2009-09-23,47.9
2009-09-24,47.89
2009-09-25,47.93
2009-09-28,47.75
2009-09-29,48.05
2009-09-30,48.09
2009-10-01,47.72
2009-10-02,47.61
2009-10-05,47.39
2009-10-06,46.79
2009-10-07,46.58
2009-10-08,46.2
2009-10-09,46.44
2009-10-13,46.28
2009-10-14,46.0
2009-10-15,46.04
2009-10-16,46.2
2009-10-19,46.02
2009-10-20,46.24
2009-10-21,46.34
2009-10-22,46.59
2009-10-23,46.41
2009-10-26,46.68
2009-10-27,46.93
2009-10-28,47.16
2009-10-29,47.18
2009-10-30,46.9
2009-11-02,46.81
2009-11-03,47.37
2009-11-04,46.94
2009-11-05,46.93
2009-11-06,46.83
2009-11-09,46.36
2009-11-10,46.3
2009-11-12,46.6
2009-11-13,46.24
2009-11-16,46.06
2009-11-17,46.2
2009-11-18,46.2
2009-11-19,46.73
2009-11-20,46.63
2009-11-23,46.4
2009-11-24,46.31
2009-11-25,46.18
2009-11-27,46.55
2009-11-30,46.44
2009-12-01,46.21
2009-12-02,46.24
2009-12-03,46.0
2009-12-04,46.1
2009-12-07,46.45
2009-12-08,46.6
2009-12-09,46.51
2009-12-10,46.5
2009-12-11,46.47
2009-12-14,46.65
2009-12-15,46.7
2009-12-16,46.57
2009-12-17,46.85
2009-12-18,46.69
2009-12-21,46.8
2009-12-22,46.78
2009-12-23,46.8
2009-12-24,46.72
2009-12-28,46.44
2009-12-29,46.56
2009-12-30,46.56
2009-12-31,46.4
