date,usd_inr_rate
2016-01-04,66.56
2016-01-05,66.49
2016-01-06,66.71
2016-01-07,66.73
2016-01-08,66.82
2016-01-11,66.78
2016-01-12,66.85
2016-01-13,66.74
2016-01-14,67.37
2016-01-15,67.74
2016-01-19,67.68
2016-01-20,68.05
2016-01-21,67.87
2016-01-22,67.55
2016-01-25,67.71
2016-01-26,67.75
2016-01-27,67.98
2016-01-28,68.08
2016-01-29,67.87
2016-02-01,67.92
2016-02-02,67.92
2016-02-03,67.92
2016-02-04,67.57
2016-02-05,67.78
2016-02-08,67.98
2016-02-09,67.92
2016-02-10,67.85
2016-02-11,68.44
2016-02-12,68.12
2016-02-16,68.48
2016-02-17,68.33
2016-02-18,68.54
2016-02-19,68.54
2016-02-22,68.53
2016-02-23,68.55
2016-02-24,68.53
2016-02-25,68.84
2016-02-26,68.82
2016-02-29,68.21
2016-03-01,67.75
2016-03-02,67.4
2016-03-03,67.15
2016-03-04,66.9
2016-03-07,66.97
2016-03-08,67.3
2016-03-09,67.07
2016-03-10,67.2
2016-03-11,66.93
2016-03-14,67.15
2016-03-15,67.33
2016-03-16,67.24
2016-03-17,66.61
2016-03-18,66.34
2016-03-21,66.45
2016-03-22,66.58
2016-03-23,66.82
2016-03-24,66.82
2016-03-25,66.82
2016-03-28,66.58
2016-03-29,66.46
2016-03-30,66.37
2016-03-31,66.25
2016-04-01,66.34
2016-04-04,66.05
2016-04-05,66.4
2016-04-06,66.49
2016-04-07,66.7
2016-04-08,66.49
2016-04-11,66.33
2016-04-12,66.35
2016-04-13,66.62
2016-04-14,66.56
2016-04-15,66.49
2016-04-18,66.42
2016-04-19,66.12
2016-04-20,66.12
2016-04-21,66.43
2016-04-22,66.6
2016-04-25,66.65
2016-04-26,66.4
2016-04-27,66.52
2016-04-28,66.39
2016-04-29,66.39
2016-05-02,66.36
2016-05-03,66.51
2016-05-04,66.63
2016-05-05,66.53
2016-05-06,66.52
2016-05-09,66.7
2016-05-10,66.58
2016-05-11,66.53
2016-05-12,66.7
2016-05-13,66.84
2016-05-16,66.78
2016-05-17,66.74
2016-05-18,66.95
2016-05-19,67.57
2016-05-20,67.42
2016-05-23,67.47
2016-05-24,67.59
2016-05-25,67.28
2016-05-26,66.9
2016-05-27,66.96
2016-05-31,67.12
2016-06-01,67.44
2016-06-02,67.22
2016-06-03,66.99
2016-06-06,66.81
2016-06-07,66.64
2016-06-08,66.51
2016-06-09,66.68
2016-06-10,66.84
2016-06-13,67.17
2016-06-14,67.34
2016-06-15,67.08
2016-06-16,67.43
2016-06-17,67.11
2016-06-20,67.54
2016-06-21,67.73
2016-06-22,67.49
2016-06-23,67.29
2016-06-24,67.82
2016-06-27,67.92
2016-06-28,67.86
2016-06-29,67.42
2016-06-30,67.51
2016-07-01,67.24
2016-07-05,67.4
2016-07-06,67.45
2016-07-07,67.49
2016-07-08,67.13
2016-07-11,67.11
2016-07-12,67.05
2016-07-13,66.99
2016-07-14,66.81
2016-07-15,67.07
2016-07-18,67.14
2016-07-19,67.14
2016-07-20,67.18
2016-07-21,67.15
2016-07-22,67.19
2016-07-25,67.41
2016-07-26,67.34
2016-07-27,67.14
2016-07-28,66.96
2016-07-29,66.77
2016-08-01,66.63
2016-08-02,66.65
2016-08-03,66.8
2016-08-04,66.76
2016-08-05,66.84
2016-08-08,66.82
2016-08-09,66.76
2016-08-10,66.72
2016-08-11,66.75
2016-08-12,66.82
2016-08-15,66.85
2016-08-16,66.83
2016-08-17,66.96
2016-08-18,66.83
2016-08-19,67.13
2016-08-22,67.18
2016-08-23,67.09
2016-08-24,67.14
2016-08-25,67.01
2016-08-26,66.98
2016-08-29,67.15
2016-08-30,67.14
2016-08-31,66.94
2016-09-01,66.85
2016-09-02,66.6
2016-09-06,66.28
2016-09-07,66.42
2016-09-08,66.52
2016-09-09,66.76
2016-09-12,66.79
2016-09-13,67.03
2016-09-14,66.78
2016-09-15,66.84
2016-09-16,67.1
2016-09-19,66.94
2016-09-20,66.97
2016-09-21,66.99
2016-09-22,66.6
2016-09-23,66.66
2016-09-26,66.56
2016-09-27,66.5
2016-09-28,66.5
2016-09-29,66.72
2016-09-30,66.58
2016-10-03,66.52
2016-10-04,66.49
2016-10-05,66.53
2016-10-06,66.7
2016-10-07,66.61
2016-10-11,66.81
2016-10-12,66.85
2016-10-13,66.84
2016-10-14,66.69
2016-10-17,66.8
2016-10-18,66.71
2016-10-19,66.64
2016-10-20,66.83
2016-10-21,66.94
2016-10-24,66.89
2016-10-25,66.8
2016-10-26,66.83
2016-10-27,66.85
2016-10-28,66.78
2016-10-31,66.72
2016-11-01,66.7
2016-11-02,66.66
2016-11-03,66.68
2016-11-04,66.75
2016-11-07,66.73
2016-11-08,66.39
2016-11-09,66.48
2016-11-10,66.86
2016-11-14,67.78
2016-11-15,67.8
2016-11-16,68.07
2016-11-17,67.93
2016-11-18,68.12
2016-11-21,68.23
2016-11-22,68.4
2016-11-23,68.86
2016-11-25,68.59
2016-11-28,68.56
2016-11-29,68.64
2016-11-30,68.56
2016-12-01,68.29
2016-12-02,68.04
2016-12-05,68.06
2016-12-06,67.72
2016-12-07,67.5
2016-12-08,67.42
2016-12-09,67.51
2016-12-12,67.38
2016-12-13,67.47
2016-12-14,67.43
2016-12-15,67.91
2016-12-16,67.82
2016-12-19,67.83
2016-12-20,67.97
2016-12-21,67.82
2016-12-22,67.86
2016-12-23,67.84
2016-12-27,68.01
2016-12-28,68.2
2016-12-29,67.91
2016-12-30,67.92
