date,usd_inr_rate
2008-01-02,39.41
2008-01-03,39.26
2008-01-04,39.15
2008-01-07,39.15
2008-01-08,39.13
2008-01-09,39.13
2008-01-10,39.27
2008-01-11,39.15
2008-01-14,39.14
2008-01-15,39.26
2008-01-16,39.29
2008-01-17,39.16
2008-01-18,39.2
2008-01-22,39.38
2008-01-23,39.55
2008-01-24,39.37
2008-01-25,39.33
2008-01-28,39.35
2008-01-29,39.28
2008-01-30,39.35
2008-01-31,39.31
2008-02-01,39.12
2008-02-04,39.13
2008-02-05,39.4
2008-02-06,39.49
2008-02-07,39.43
2008-02-08,39.61
2008-02-11,39.6
2008-02-12,39.56
2008-02-13,39.75
2008-02-14,39.57
2008-02-15,39.65
2008-02-19,39.91
2008-02-20,40.11
2008-02-21,39.83
2008-02-22,40.04
2008-02-25,39.9
2008-02-26,39.89
2008-02-27,39.68
2008-02-28,39.84
2008-02-29,39.96
2008-03-03,40.33
2008-03-04,40.27
2008-03-05,40.19
2008-03-06,40.13
2008-03-07,40.42
2008-03-10,40.39
2008-03-11,40.23
2008-03-12,40.02
2008-03-13,40.18
2008-03-14,40.4
2008-03-17,40.46
2008-03-18,40.2
2008-03-19,40.0
2008-03-20,40.32
2008-03-21,39.86
2008-03-24,40.03
2008-03-25,39.93
2008-03-26,39.96
2008-03-27,39.95
2008-03-28,39.76
2008-03-31,40.02
2008-04-01,39.88
2008-04-02,39.88
2008-04-03,39.94
2008-04-04,39.93
2008-04-07,39.96
2008-04-08,39.9
2008-04-09,39.91
2008-04-10,39.89
2008-04-11,39.84
2008-04-14,39.86
2008-04-15,39.83
2008-04-16,39.89
2008-04-17,39.79
2008-04-18,39.73
2008-04-21,39.92
2008-04-22,39.93
2008-04-23,40.0
2008-04-24,40.14
2008-04-25,40.13
2008-04-28,40.1
2008-04-29,40.37
2008-04-30,40.45
2008-05-01,40.58
2008-05-02,40.55
2008-05-05,40.45
2008-05-06,40.8
2008-05-07,41.3
2008-05-08,41.66
2008-05-09,41.55
2008-05-12,42.0
2008-05-13,42.08
2008-05-14,42.34
2008-05-15,42.6
2008-05-16,42.5
2008-05-19,42.46
2008-05-20,42.5
2008-05-21,42.77
2008-05-22,42.93
2008-05-23,42.68
2008-05-27,42.86
2008-05-28,42.75
2008-05-29,42.53
2008-05-30,42.15
2008-06-02,42.38
2008-06-03,42.5
2008-06-04,42.6
2008-06-05,42.82
2008-06-06,42.63
2008-06-09,42.85
2008-06-10,42.92
2008-06-11,42.65
2008-06-12,42.7
2008-06-13,42.86
2008-06-16,42.93
2008-06-17,42.86
2008-06-18,42.8
2008-06-19,42.91
2008-06-20,42.86
2008-06-23,42.97
2008-06-24,42.75
2008-06-25,42.73
2008-06-26,42.6
2008-06-27,42.78
2008-06-30,42.93
2008-07-01,43.23
2008-07-02,43.15
2008-07-03,43.17
2008-07-07,43.29
2008-07-08,43.23
2008-07-09,43.02
2008-07-10,42.94
2008-07-11,42.8
2008-07-14,42.8
2008-07-15,43.12
2008-07-16,43.05
2008-07-17,42.7
2008-07-18,42.66
2008-07-21,42.57
2008-07-22,42.65
2008-07-23,42.05
2008-07-24,42.1
2008-07-25,41.1
2008-07-28,42.52
2008-07-29,42.56
2008-07-30,42.28
2008-07-31,42.47
2008-08-01,42.26
2008-08-04,42.45
2008-08-05,42.15
2008-08-06,42.01
2008-08-07,42.05
2008-08-08,42.05
2008-08-11,42.06
2008-08-12,42.34
2008-08-13,42.55
2008-08-14,43.0
2008-08-15,42.8
2008-08-18,43.49
2008-08-19,43.51
2008-08-20,43.61
2008-08-21,43.43
2008-08-22,43.32
2008-08-25,43.68
2008-08-26,43.74
2008-08-27,43.62
2008-08-28,43.65
2008-08-29,43.25
2008-09-02,44.4
2008-09-03,43.95
2008-09-04,44.26
2008-09-05,44.63
2008-09-08,44.5
2008-09-09,44.83
2008-09-10,45.14
2008-09-11,45.46
2008-09-12,45.62
2008-09-15,45.93
2008-09-16,46.81
2008-09-17,46.16
2008-09-18,46.36
2008-09-19,45.71
2008-09-22,45.3
2008-09-23,45.65
2008-09-24,45.92
2008-09-25,46.08
2008-09-26,46.48
2008-09-29,46.49
2008-09-30,46.45
2008-10-01,46.47
2008-10-02,46.63
2008-10-03,47.01
2008-10-06,47.77
2008-10-07,47.78
2008-10-08,48.0
2008-10-09,48.0
2008-10-10,48.41
2008-10-14,47.93
2008-10-15,48.53
2008-10-16,48.88
2008-10-17,48.88
2008-10-20,48.96
2008-10-21,49.1
2008-10-22,49.25
2008-10-23,49.82
2008-10-24,49.96
2008-10-27,49.8
2008-10-28,49.57
2008-10-29,49.71
2008-10-30,49.68
2008-10-31,49.4
2008-11-03,48.61
2008-11-04,47.25
2008-11-05,47.28
2008-11-06,47.64
2008-11-07,47.54
2008-11-10,47.3
2008-11-12,49.2
2008-11-13,49.0
2008-11-14,48.78
2008-11-17,49.19
2008-11-18,49.51
2008-11-19,49.84
2008-11-20,50.12
2008-11-21,49.53
2008-11-24,49.94
2008-11-25,49.87
2008-11-26,49.18
2008-11-28,49.55
2008-12-01,49.94
2008-12-02,50.05
2008-12-03,49.92
2008-12-04,49.82
2008-12-05,49.6
2008-12-08,49.44
2008-12-09,49.28
2008-12-10,48.7
2008-12-11,48.19
2008-12-12,48.2
2008-12-15,47.62
2008-12-16,47.81
2008-12-17,47.5
2008-12-18,46.74
2008-12-19,47.05
2008-12-22,47.71
2008-12-23,48.66
2008-12-24,47.76
2008-12-26,48.42
2008-12-29,48.25
2008-12-30,48.05
2008-12-31,48.58
