date,usd_inr_rate
2005-01-03,43.35
2005-01-04,43.47
2005-01-05,43.6
2005-01-06,43.75
2005-01-07,43.63
2005-01-10,43.82
2005-01-11,43.68
2005-01-12,43.53
2005-01-13,43.52
2005-01-14,43.55
2005-01-18,43.59
2005-01-19,43.61
2005-01-20,43.7
2005-01-21,43.64
2005-01-24,43.65
2005-01-25,43.65
2005-01-26,43.65
2005-01-27,43.65
2005-01-28,43.66
2005-01-31,43.6
2005-02-01,43.66
2005-02-02,43.28
2005-02-03,43.3
2005-02-04,43.34
2005-02-07,43.38
2005-02-08,43.58
2005-02-09,43.62
2005-02-10,43.68
2005-02-11,43.7
2005-02-14,43.64
2005-02-15,43.71
2005-02-16,43.65
2005-02-17,43.68
2005-02-18,43.73
2005-02-22,43.63
2005-02-23,43.61
2005-02-24,43.57
2005-02-25,43.61
2005-02-28,43.57
2005-03-01,43.58
2005-03-02,43.59
2005-03-03,43.58
2005-03-04,43.64
2005-03-07,43.58
2005-03-08,43.58
2005-03-09,43.55
2005-03-10,43.48
2005-03-11,43.45
2005-03-14,43.44
2005-03-15,43.46
2005-03-16,43.5
2005-03-17,43.55
2005-03-18,43.67
2005-03-21,43.61
2005-03-22,43.61
2005-03-23,43.66
2005-03-24,43.65
2005-03-25,43.62
2005-03-28,43.67
2005-03-29,43.7
2005-03-30,43.69
2005-03-31,43.62
2005-04-01,43.62
2005-04-04,43.68
2005-04-05,43.69
2005-04-06,43.72
2005-04-07,43.69
2005-04-08,43.66
2005-04-11,43.6
2005-04-12,43.62
2005-04-13,43.65
2005-04-14,43.64
2005-04-15,43.7
2005-04-18,43.62
2005-04-19,43.7
2005-04-20,43.58
2005-04-21,43.68
2005-04-22,43.66
2005-04-25,43.61
2005-04-26,43.6
2005-04-27,43.6
2005-04-28,43.68
2005-04-29,43.48
2005-05-02,43.46
2005-05-03,43.56
2005-05-04,43.4
2005-05-05,43.33
2005-05-06,43.35
2005-05-09,43.45
2005-05-10,43.36
2005-05-11,43.21
2005-05-12,43.3
2005-05-13,43.35
2005-05-16,43.38
2005-05-17,43.41
2005-05-18,43.43
2005-05-19,43.45
2005-05-20,43.34
2005-05-23,43.45
2005-05-24,43.45
2005-05-25,43.43
2005-05-26,43.46
2005-05-27,43.41
2005-05-31,43.62
2005-06-01,43.71
2005-06-02,43.64
2005-06-03,43.5
2005-06-06,43.58
2005-06-07,43.53
2005-06-08,43.46
2005-06-09,43.46
2005-06-10,43.48
2005-06-13,43.6
2005-06-14,43.57
2005-06-15,43.56
2005-06-16,43.55
2005-06-17,43.5
2005-06-20,43.53
2005-06-21,43.5
2005-06-22,43.45
2005-06-23,43.51
2005-06-24,43.5
2005-06-27,43.44
2005-06-28,43.46
2005-06-29,43.5
2005-06-30,43.51
2005-07-01,43.45
2005-07-05,43.55
2005-07-06,43.45
2005-07-07,43.59
2005-07-08,43.51
2005-07-11,43.51
2005-07-12,43.45
2005-07-13,43.46
2005-07-14,43.48
2005-07-15,43.45
2005-07-18,43.47
2005-07-19,43.48
2005-07-20,43.46
2005-07-21,43.05
2005-07-22,43.4
2005-07-25,43.45
2005-07-26,43.41
2005-07-27,43.34
2005-07-28,43.32
2005-07-29,43.4
2005-08-01,43.37
2005-08-02,43.41
2005-08-03,43.36
2005-08-04,43.43
2005-08-05,43.42
2005-08-08,43.44
2005-08-09,43.46
2005-08-10,43.54
2005-08-11,43.5
2005-08-12,43.48
2005-08-15,43.45
2005-08-16,43.45
2005-08-17,43.46
2005-08-18,43.5
2005-08-19,43.51
2005-08-22,43.58
2005-08-23,43.57
2005-08-24,43.69
2005-08-25,43.6
2005-08-26,43.6
2005-08-29,43.86
2005-08-30,43.97
2005-08-31,44.0
2005-09-01,43.94
2005-09-02,43.87
2005-09-06,43.82
2005-09-07,43.79
2005-09-08,43.78
2005-09-09,43.76
2005-09-12,43.75
2005-09-13,43.82
2005-09-14,43.83
2005-09-15,43.82
2005-09-16,43.81
2005-09-19,43.82
2005-09-20,43.82
2005-09-21,43.85
2005-09-22,43.8
2005-09-23,43.8
2005-09-26,43.86
2005-09-27,43.96
2005-09-28,43.98
2005-09-29,43.95
2005-09-30,43.94
2005-10-03,44.0
2005-10-04,44.1
2005-10-05,44.21
2005-10-06,44.18
2005-10-07,44.3
2005-10-11,44.78
2005-10-12,44.74
2005-10-13,44.88
2005-10-14,44.76
2005-10-17,44.81
2005-10-18,45.05
2005-10-19,45.1
2005-10-20,45.11
2005-10-21,45.01
2005-10-24,45.11
2005-10-25,44.96
2005-10-26,45.01
2005-10-27,44.94
2005-10-28,45.01
2005-10-31,45.09
2005-11-01,45.02
2005-11-02,45.18
2005-11-03,45.23
2005-11-04,45.43
2005-11-07,45.78
2005-11-08,45.72
2005-11-09,45.73
2005-11-10,45.69
2005-11-14,45.62
2005-11-15,45.61
2005-11-16,45.73
2005-11-17,45.67
2005-11-18,45.7
2005-11-21,45.7
2005-11-22,45.78
2005-11-23,45.71
2005-11-25,45.77
2005-11-28,45.85
2005-11-29,45.84
2005-11-30,45.87
2005-12-01,45.97
2005-12-02,46.11
2005-12-05,46.26
2005-12-06,46.13
2005-12-07,46.17
2005-12-08,46.18
2005-12-09,46.11
2005-12-12,46.0
2005-12-13,46.01
2005-12-14,45.63
2005-12-15,45.28
2005-12-16,45.19
2005-12-19,44.94
2005-12-20,45.14
2005-12-21,45.17
2005-12-22,45.14
2005-12-23,45.11
2005-12-27,45.17
2005-12-28,45.06
2005-12-29,45.11
2005-12-30,44.95
