date,usd_inr_rate
2011-01-03,44.59
2011-01-04,44.9
2011-01-05,45.35
2011-01-06,45.15
2011-01-07,45.35
2011-01-10,45.36
2011-01-11,45.08
2011-01-12,45.02
2011-01-13,45.02
2011-01-14,45.41
2011-01-18,45.32
2011-01-19,45.5
2011-01-20,45.77
2011-01-21,45.58
2011-01-24,45.51
2011-01-25,45.7
2011-01-26,45.46
2011-01-27,45.68
2011-01-28,45.83
2011-01-31,45.92
2011-02-01,45.65
2011-02-02,45.55
2011-02-03,45.66
2011-02-04,45.6
2011-02-07,45.35
2011-02-08,45.15
2011-02-09,45.36
2011-02-10,45.64
2011-02-11,45.6
2011-02-14,45.44
2011-02-15,45.41
2011-02-16,45.4
2011-02-17,45.25
2011-02-18,45.1
2011-02-22,45.15
2011-02-23,45.06
2011-02-24,45.4
2011-02-25,45.26
2011-02-28,45.18
2011-03-01,44.82
2011-03-02,44.81
2011-03-03,45.04
2011-03-04,44.89
2011-03-07,44.95
2011-03-08,45.03
2011-03-09,44.88
2011-03-10,45.17
2011-03-11,45.24
2011-03-14,44.99
2011-03-15,45.22
2011-03-16,45.0
2011-03-17,45.12
2011-03-18,45.06
2011-03-21,44.98
2011-03-22,44.95
2011-03-23,44.8
2011-03-24,44.69
2011-03-25,44.6
2011-03-28,44.8
2011-03-29,44.7
2011-03-30,44.75
2011-03-31,44.54
2011-04-01,44.44
2011-04-04,44.3
2011-04-05,44.3
2011-04-06,44.06
2011-04-07,44.18
2011-04-08,44.05
2011-04-11,44.33
2011-04-12,44.17
2011-04-13,44.46
2011-04-14,44.39
2011-04-15,44.26
2011-04-18,44.36
2011-04-19,44.49
2011-04-20,44.33
2011-04-21,44.26
2011-04-22,44.36
2011-04-25,44.41
2011-04-26,44.51
2011-04-27,44.0
2011-04-28,44.42
2011-04-29,44.24
2011-05-02,44.27
2011-05-03,44.47
2011-05-04,44.35
2011-05-05,44.76
2011-05-06,44.72
2011-05-09,44.68
2011-05-10,44.75
2011-05-11,44.59
2011-05-12,44.98
2011-05-13,44.86
2011-05-16,45.15
2011-05-17,45.13
2011-05-18,45.06
2011-05-19,44.9
2011-05-20,44.99
2011-05-23,45.22
2011-05-24,45.21
2011-05-25,45.32
2011-05-26,45.33
2011-05-27,45.17
2011-05-31,45.04
2011-06-01,44.84
2011-06-02,44.86
2011-06-03,44.82
2011-06-06,44.78
2011-06-07,44.67
2011-06-08,44.72
2011-06-09,44.64
2011-06-10,44.72
2011-06-13,44.85
2011-06-14,44.74
2011-06-15,44.79
2011-06-16,44.88
2011-06-17,44.76
2011-06-20,44.92
2011-06-21,44.84
2011-06-22,44.82
2011-06-23,44.89
2011-06-24,44.99
2011-06-27,44.94
2011-06-28,45.0
2011-06-29,44.78
2011-06-30,44.59
2011-07-01,44.62
2011-07-05,44.35
2011-07-06,44.48
2011-07-07,44.32
2011-07-08,44.41
2011-07-11,44.48
2011-07-12,44.6
2011-07-13,44.52
2011-07-14,44.5
2011-07-15,44.51
2011-07-18,44.6
2011-07-19,44.48
2011-07-20,44.44
2011-07-21,44.4
2011-07-22,44.34
2011-07-25,44.39
2011-07-26,44.1
2011-07-27,44.15
2011-07-28,44.03
2011-07-29,44.2
2011-08-01,44.06
2011-08-02,44.26
2011-08-03,44.31
2011-08-04,44.56
2011-08-05,44.73
2011-08-08,45.0
2011-08-09,45.2
2011-08-10,45.25
2011-08-11,45.29
2011-08-12,45.39
2011-08-15,45.23
2011-08-16,45.25
2011-08-17,45.3
2011-08-18,45.71
2011-08-19,45.66
2011-08-22,45.56
2011-08-23,45.62
2011-08-24,45.89
2011-08-25,46.04
2011-08-26,46.15
2011-08-29,45.95
2011-08-30,46.01
2011-08-31,45.79
2011-09-01,45.66
2011-09-02,45.74
2011-09-06,46.0
2011-09-07,46.07
2011-09-08,46.2
2011-09-09,46.64
2011-09-12,47.22
2011-09-13,47.49
2011-09-14,47.58
2011-09-15,47.54
2011-09-16,47.27
2011-09-19,47.72
2011-09-20,47.93
2011-09-21,48.32
2011-09-22,49.47
2011-09-23,49.34
2011-09-26,49.47
2011-09-27,48.92
2011-09-28,48.94
2011-09-29,48.93
2011-09-30,49.05
2011-10-03,49.09
2011-10-04,49.3
2011-10-05,49.24
2011-10-06,49.18
2011-10-07,48.89
2011-10-11,49.24
2011-10-12,48.95
2011-10-13,49.22
2011-10-14,48.89
2011-10-17,49.03
2011-10-18,49.33
2011-10-19,49.17
2011-10-20,49.86
2011-10-21,49.82
2011-10-24,49.72
2011-10-25,49.41
2011-10-26,49.4
2011-10-27,49.0
2011-10-28,48.63
2011-10-31,48.67
2011-11-01,49.26
2011-11-02,49.1
2011-11-03,49.04
2011-11-04,48.99
2011-11-07,48.94
2011-11-08,49.39
2011-11-09,50.05
2011-11-10,49.98
2011-11-14,50.37
2011-11-15,50.62
2011-11-16,50.66
2011-11-17,50.95
2011-11-18,51.23
2011-11-21,52.06
2011-11-22,52.48
2011-11-23,52.26
2011-11-25,52.23
2011-11-28,51.94
2011-11-29,51.9
2011-11-30,52.12
2011-12-01,51.36
2011-12-02,50.5
2011-12-05,51.31
2011-12-06,51.23
2011-12-07,51.62
2011-12-08,51.7
2011-12-09,51.87
2011-12-12,52.6
2011-12-13,53.09
2011-12-14,53.71
2011-12-15,53.55
2011-12-16,52.49
2011-12-19,52.69
2011-12-20,52.76
2011-12-21,52.39
2011-12-22,52.56
2011-12-23,52.78
2011-12-27,52.93
2011-12-28,52.88
2011-12-29,53.0
2011-12-30,53.01
