date,usd_inr_rate
2007-01-02,44.13
2007-01-03,44.24
2007-01-04,44.16
2007-01-05,44.2
2007-01-08,44.32
2007-01-09,44.27
2007-01-10,44.44
2007-01-11,44.49
2007-01-12,44.43
2007-01-16,44.2
2007-01-17,44.09
2007-01-18,44.15
2007-01-19,44.15
2007-01-22,44.11
2007-01-23,44.14
2007-01-24,44.15
2007-01-25,44.15
2007-01-26,44.08
2007-01-29,44.13
2007-01-30,44.23
2007-01-31,44.07
2007-02-01,44.01
2007-02-02,44.0
2007-02-05,44.03
2007-02-06,44.03
2007-02-07,44.01
2007-02-08,43.98
2007-02-09,43.93
2007-02-12,44.0
2007-02-13,44.02
2007-02-14,44.0
2007-02-15,43.91
2007-02-16,43.87
2007-02-20,44.12
2007-02-21,44.0
2007-02-22,44.05
2007-02-23,44.08
2007-02-26,44.04
2007-02-27,44.21
2007-02-28,44.08
2007-03-01,44.11
2007-03-02,44.1
2007-03-05,44.43
2007-03-06,44.18
2007-03-07,44.18
2007-03-08,44.19
2007-03-09,44.07
2007-03-12,44.11
2007-03-13,44.08
2007-03-14,44.25
2007-03-15,44.19
2007-03-16,44.08
2007-03-19,44.04
2007-03-20,43.53
2007-03-21,43.28
2007-03-22,43.52
2007-03-23,43.56
2007-03-26,43.2
2007-03-27,43.03
2007-03-28,42.78
2007-03-29,43.45
2007-03-30,43.1
2007-04-02,43.05
2007-04-03,43.04
2007-04-04,42.84
2007-04-05,42.76
2007-04-06,42.74
2007-04-09,42.65
2007-04-10,42.65
2007-04-11,42.69
2007-04-12,42.65
2007-04-13,42.42
2007-04-16,41.75
2007-04-17,41.98
2007-04-18,42.0
2007-04-19,42.08
2007-04-20,41.7
2007-04-23,41.65
2007-04-24,40.75
2007-04-25,40.58
2007-04-26,40.56
2007-04-27,40.79
2007-04-30,41.04
2007-05-01,41.0
2007-05-02,41.04
2007-05-03,40.82
2007-05-04,40.58
2007-05-07,40.53
2007-05-08,40.64
2007-05-09,40.67
2007-05-10,41.04
2007-05-11,40.74
2007-05-14,40.59
2007-05-15,40.64
2007-05-16,40.58
2007-05-17,40.59
2007-05-18,40.36
2007-05-21,40.48
2007-05-22,40.14
2007-05-23,40.28
2007-05-24,40.43
2007-05-25,40.28
2007-05-29,40.19
2007-05-30,40.53
2007-05-31,40.36
2007-06-01,40.27
2007-06-04,40.5
2007-06-05,40.28
2007-06-06,40.41
2007-06-07,40.51
2007-06-08,40.82
2007-06-11,40.55
2007-06-12,40.48
2007-06-13,40.7
2007-06-14,40.66
2007-06-15,40.52
2007-06-18,40.5
2007-06-19,40.58
2007-06-20,40.59
2007-06-21,40.59
2007-06-22,40.55
2007-06-25,40.73
2007-06-26,40.9
2007-06-27,40.88
2007-06-28,40.8
2007-06-29,40.58
2007-07-02,40.42
2007-07-03,40.41
2007-07-05,40.34
2007-07-06,40.36
2007-07-09,40.37
2007-07-10,40.3
2007-07-11,40.31
2007-07-12,40.28
2007-07-13,40.26
2007-07-16,40.22
2007-07-17,40.23
2007-07-18,40.23
2007-07-19,40.26
2007-07-20,40.18
2007-07-23,40.12
2007-07-24,40.15
2007-07-25,40.24
2007-07-26,40.24
2007-07-27,40.38
2007-07-30,40.27
2007-07-31,40.18
2007-08-01,40.25
2007-08-02,40.36
2007-08-03,40.25
2007-08-06,40.25
2007-08-07,40.26
2007-08-08,40.29
2007-08-09,40.4
2007-08-10,40.45
2007-08-13,40.4
2007-08-14,40.8
2007-08-15,40.55
2007-08-16,41.15
2007-08-17,41.04
2007-08-20,40.91
2007-08-21,41.01
2007-08-22,40.77
2007-08-23,41.0
2007-08-24,40.9
2007-08-27,40.88
2007-08-28,41.1
2007-08-29,40.95
2007-08-30,41.02
2007-08-31,40.63
2007-09-03,40.63
2007-09-04,40.76
2007-09-05,40.81
2007-09-06,40.6
2007-09-07,40.4
2007-09-10,40.48
2007-09-11,40.36
2007-09-12,40.34
2007-09-13,40.25
2007-09-14,40.4
2007-09-17,40.52
2007-09-18,40.45
2007-09-19,39.81
2007-09-20,39.87
2007-09-21,39.84
2007-09-24,39.5
2007-09-25,39.55
2007-09-26,39.5
2007-09-27,39.65
2007-09-28,39.75
2007-10-01,39.7
2007-10-02,39.65
2007-10-03,39.38
2007-10-04,39.37
2007-10-05,39.47
2007-10-08,39.47
2007-10-09,38.48
2007-10-10,39.13
2007-10-11,39.2
2007-10-12,39.16
2007-10-15,39.29
2007-10-16,39.23
2007-10-17,39.35
2007-10-18,39.72
2007-10-19,39.6
2007-10-22,39.72
2007-10-23,39.48
2007-10-24,39.49
2007-10-25,39.35
2007-10-26,39.3
2007-10-29,39.32
2007-10-30,39.3
2007-10-31,39.26
2007-11-01,39.22
2007-11-02,39.25
2007-11-05,39.18
2007-11-06,39.23
2007-11-07,39.15
2007-11-08,39.13
2007-11-09,39.11
2007-11-13,39.22
2007-11-14,39.18
2007-11-15,39.18
2007-11-16,39.24
2007-11-19,39.23
2007-11-20,39.32
2007-11-21,39.29
2007-11-22,39.29
2007-11-23,39.65
2007-11-26,39.58
2007-11-27,39.68
2007-11-28,39.56
2007-11-29,39.65
2007-11-30,39.52
2007-12-03,39.39
2007-12-04,39.33
2007-12-05,39.31
2007-12-06,39.39
2007-12-07,39.36
2007-12-10,39.3
2007-12-11,39.31
2007-12-12,39.29
2007-12-13,39.29
2007-12-14,39.3
2007-12-17,39.49
2007-12-18,39.48
2007-12-19,39.55
2007-12-20,39.41
2007-12-21,39.3
2007-12-24,39.38
2007-12-26,39.38
2007-12-27,39.4
2007-12-28,39.43
2007-12-31,39.41
