date,usd_inr_rate
2017-01-03,68.37
2017-01-04,67.9
2017-01-05,67.74
2017-01-06,68.12
2017-01-09,68.08
2017-01-10,68.25
2017-01-11,68.39
2017-01-12,67.99
2017-01-13,68.16
2017-01-17,67.9
2017-01-18,68.12
2017-01-19,68.1
2017-01-23,68.11
2017-01-24,68.12
2017-01-25,68.04
2017-01-26,68.17
2017-01-27,68.06
2017-01-30,67.8
2017-01-31,67.48
2017-02-01,67.4
2017-02-02,67.2
2017-02-03,67.18
2017-02-06,67.2
2017-02-07,67.35
2017-02-08,67.04
2017-02-09,66.71
2017-02-10,66.8
2017-02-13,66.99
2017-02-14,66.88
2017-02-15,66.85
2017-02-16,67.12
2017-02-17,67.09
2017-02-21,67.0
2017-02-22,66.95
2017-02-23,66.68
2017-02-24,66.68
2017-02-27,66.69
2017-02-28,66.67
2017-03-01,66.83
2017-03-02,66.75
2017-03-03,66.76
2017-03-06,66.64
2017-03-07,66.62
2017-03-08,66.76
2017-03-09,66.64
2017-03-10,66.6
2017-03-13,66.15
2017-03-14,65.76
2017-03-15,65.62
2017-03-16,65.4
2017-03-17,65.38
2017-03-20,65.3
2017-03-21,65.31
2017-03-22,65.45
2017-03-23,65.41
2017-03-24,65.4
2017-03-27,65.05
2017-03-28,65.02
2017-03-29,64.87
2017-03-30,64.85
2017-03-31,64.85
2017-04-03,65.03
2017-04-04,65.1
2017-04-05,64.87
2017-04-06,64.58
2017-04-07,64.26
2017-04-10,64.55
2017-04-11,64.55
2017-04-12,64.68
2017-04-13,64.42
2017-04-14,64.42
2017-04-17,64.53
2017-04-18,64.56
2017-04-19,64.62
2017-04-20,64.61
2017-04-21,64.65
2017-04-24,64.48
2017-04-25,64.32
2017-04-26,64.08
2017-04-27,64.14
2017-04-28,64.27
2017-05-01,64.25
2017-05-02,64.16
2017-05-03,64.17
2017-05-04,64.22
2017-05-05,64.31
2017-05-08,64.32
2017-05-09,64.66
2017-05-10,64.53
2017-05-11,64.43
2017-05-12,64.24
2017-05-15,64.04
2017-05-16,64.03
2017-05-17,64.11
2017-05-18,64.87
2017-05-19,64.56
2017-05-22,64.53
2017-05-23,64.85
2017-05-24,64.74
2017-05-25,64.55
2017-05-26,64.5
2017-05-30,64.66
2017-05-31,64.5
2017-06-01,64.39
2017-06-02,64.41
2017-06-05,64.34
2017-06-06,64.42
2017-06-07,64.39
2017-06-08,64.24
2017-06-09,64.24
2017-06-12,64.48
2017-06-13,64.33
2017-06-14,64.23
2017-06-15,64.58
2017-06-16,64.5
2017-06-19,64.45
2017-06-20,64.54
2017-06-21,64.52
2017-06-22,64.6
2017-06-23,64.47
2017-06-26,64.43
2017-06-27,64.47
2017-06-28,64.55
2017-06-29,64.66
2017-06-30,64.62
2017-07-03,64.84
2017-07-05,64.8
2017-07-06,64.72
2017-07-07,64.62
2017-07-10,64.45
2017-07-11,64.54
2017-07-12,64.53
2017-07-13,64.46
2017-07-14,64.38
2017-07-17,64.34
2017-07-18,64.32
2017-07-19,64.24
2017-07-20,64.37
2017-07-21,64.38
2017-07-24,64.39
2017-07-25,64.38
2017-07-26,64.32
2017-07-27,64.11
2017-07-28,64.11
2017-07-31,64.18
2017-08-01,64.06
2017-08-02,63.64
2017-08-03,63.67
2017-08-04,63.64
2017-08-07,63.83
2017-08-08,63.69
2017-08-09,63.86
2017-08-10,64.05
2017-08-11,64.14
2017-08-14,64.08
2017-08-15,64.12
2017-08-16,64.16
2017-08-17,64.15
2017-08-18,64.1
2017-08-21,64.1
2017-08-22,64.07
2017-08-23,64.04
2017-08-24,64.04
2017-08-25,64.0
2017-08-28,63.9
2017-08-29,64.02
2017-08-30,63.98
2017-08-31,63.93
2017-09-01,64.02
2017-09-05,64.12
2017-09-06,64.06
2017-09-07,64.01
2017-09-08,63.78
2017-09-11,63.93
2017-09-12,64.03
2017-09-13,64.0
2017-09-14,64.12
2017-09-15,64.1
2017-09-18,64.15
2017-09-19,64.3
2017-09-20,64.29
2017-09-21,64.8
2017-09-22,64.79
2017-09-25,65.12
2017-09-26,65.46
2017-09-27,65.71
2017-09-28,65.46
2017-09-29,65.3
2017-10-02,65.28
2017-10-03,65.48
2017-10-04,65.02
2017-10-05,65.14
2017-10-06,65.39
2017-10-10,65.24
2017-10-11,65.15
2017-10-12,65.05
2017-10-13,64.7
2017-10-16,64.7
2017-10-17,65.02
2017-10-18,65.06
2017-10-19,64.99
2017-10-20,65.03
2017-10-23,65.02
2017-10-24,65.1
2017-10-25,64.92
2017-10-26,64.84
2017-10-27,65.04
2017-10-30,64.83
2017-10-31,64.75
2017-11-01,64.56
2017-11-02,64.57
2017-11-03,64.56
2017-11-06,64.62
2017-11-07,65.03
2017-11-08,64.94
2017-11-09,64.96
2017-11-13,65.46
2017-11-14,65.41
2017-11-15,65.26
2017-11-16,65.32
2017-11-17,65.01
2017-11-20,65.1
2017-11-21,64.91
2017-11-22,64.87
2017-11-24,64.67
2017-11-27,64.47
2017-11-28,64.4
2017-11-29,64.29
2017-11-30,64.46
2017-12-01,64.5
2017-12-04,64.36
2017-12-05,64.38
2017-12-06,64.53
2017-12-07,64.57
2017-12-08,64.43
2017-12-11,64.35
2017-12-12,64.39
2017-12-13,64.45
2017-12-14,64.36
2017-12-15,64.04
2017-12-18,64.23
2017-12-19,64.02
2017-12-20,64.11
2017-12-21,64.02
2017-12-22,64.02
2017-12-26,64.08
2017-12-27,64.15
2017-12-28,64.07
2017-12-29,63.83
