date,usd_inr_rate
2019-01-02,70.02
2019-01-03,70.12
2019-01-04,69.63
2019-01-07,69.78
2019-01-08,70.11
2019-01-09,70.42
2019-01-10,70.43
2019-01-11,70.38
2019-01-15,71.0
2019-01-16,70.97
2019-01-17,71.09
2019-01-18,71.21
2019-01-22,71.23
2019-01-23,71.21
2019-01-24,71.02
2019-01-25,70.94
2019-01-28,71.06
2019-01-29,71.4
2019-01-30,71.24
2019-01-31,70.94
2019-02-01,71.41
2019-02-04,71.66
2019-02-05,71.52
2019-02-06,71.55
2019-02-07,71.3
2019-02-08,71.23
2019-02-11,71.15
2019-02-12,70.56
2019-02-13,70.86
2019-02-14,71.18
2019-02-15,71.36
2019-02-19,71.31
2019-02-21,71.15
2019-02-22,71.07
2019-02-25,70.82
2019-02-26,71.02
2019-02-27,71.15
2019-02-28,70.83
2019-03-01,70.9
2019-03-04,70.91
2019-03-05,70.55
2019-03-06,70.02
2019-03-07,70.09
2019-03-08,70.0
2019-03-11,69.82
2019-03-12,69.62
2019-03-13,69.52
2019-03-14,69.33
2019-03-15,68.94
2019-03-18,68.6
2019-03-19,69.02
2019-03-20,68.85
2019-03-21,68.72
2019-03-22,69.01
2019-03-25,68.88
2019-03-26,68.98
2019-03-27,69.13
2019-03-28,69.23
2019-03-29,69.16
2019-04-01,69.18
2019-04-02,68.91
2019-04-03,68.58
2019-04-04,69.03
2019-04-05,69.11
2019-04-08,69.56
2019-04-09,69.28
2019-04-10,69.12
2019-04-11,68.97
2019-04-12,69.21
2019-04-15,69.38
2019-04-16,69.51
2019-04-17,69.43
2019-04-18,69.42
2019-04-19,69.37
2019-04-22,69.64
2019-04-23,69.78
2019-04-24,69.91
2019-04-25,70.19
2019-04-26,69.93
2019-04-29,69.8
2019-04-30,69.64
2019-05-01,69.52
2019-05-02,69.4
2019-05-03,69.08
2019-05-06,69.4
2019-05-07,69.62
2019-05-08,69.73
2019-05-09,70.21
2019-05-10,70.02
2019-05-13,70.62
2019-05-14,70.3
2019-05-15,70.22
2019-05-16,70.08
2019-05-17,70.28
2019-05-20,69.59
2019-05-21,69.61
2019-05-22,69.71
2019-05-23,69.66
2019-05-24,69.37
2019-05-28,69.56
2019-05-29,69.8
2019-05-30,69.81
2019-05-31,69.63
2019-06-03,69.15
2019-06-04,69.28
2019-06-05,69.41
2019-06-06,69.21
2019-06-07,69.32
2019-06-10,69.49
2019-06-11,69.42
2019-06-12,69.35
2019-06-13,69.53
2019-06-14,69.81
2019-06-17,69.83
2019-06-18,69.6
2019-06-19,69.64
2019-06-20,69.44
2019-06-21,69.59
2019-06-24,69.32
2019-06-25,69.26
2019-06-26,69.18
2019-06-27,69.01
2019-06-28,68.92
2019-07-01,68.87
2019-07-02,68.87
2019-07-03,68.79
2019-07-05,68.48
2019-07-08,68.55
2019-07-09,68.54
2019-07-10,68.4
2019-07-11,68.4
2019-07-12,68.57
2019-07-15,68.52
2019-07-16,68.66
2019-07-17,68.84
2019-07-18,68.85
2019-07-19,68.82
2019-07-22,68.89
2019-07-23,68.99
2019-07-24,68.94
2019-07-25,69.03
2019-07-26,68.89
2019-07-29,68.73
2019-07-30,68.82
2019-07-31,68.81
2019-08-01,69.0
2019-08-02,69.65
2019-08-05,70.8
2019-08-06,70.9
2019-08-07,71.18
2019-08-08,70.62
2019-08-09,70.91
2019-08-12,71.27
2019-08-13,71.41
2019-08-14,71.27
2019-08-15,71.79
2019-08-16,71.15
2019-08-19,71.44
2019-08-20,71.54
2019-08-21,71.43
2019-08-22,71.9
2019-08-23,71.49
2019-08-26,72.02
2019-08-27,71.52
2019-08-28,71.75
2019-08-29,71.67
2019-08-30,71.45
2019-09-03,72.2
2019-09-04,72.11
2019-09-05,71.84
2019-09-06,71.68
2019-09-09,71.66
2019-09-10,71.89
2019-09-11,71.62
2019-09-12,70.91
2019-09-13,71.0
2019-09-16,71.53
2019-09-17,71.47
2019-09-18,71.16
2019-09-19,71.31
2019-09-20,71.05
2019-09-23,70.79
2019-09-24,70.94
2019-09-25,71.0
2019-09-26,70.93
2019-09-27,70.49
2019-09-30,70.64
2019-10-01,71.11
2019-10-02,71.17
2019-10-03,71.03
2019-10-04,70.86
2019-10-07,70.97
2019-10-08,71.21
2019-10-09,71.09
2019-10-10,70.98
2019-10-11,70.91
2019-10-15,71.48
2019-10-16,71.37
2019-10-17,71.09
2019-10-18,71.07
2019-10-21,70.9
2019-10-22,70.81
2019-10-23,70.81
2019-10-24,71.01
2019-10-25,70.78
2019-10-28,70.71
2019-10-29,70.86
2019-10-30,70.96
2019-10-31,71.01
2019-11-01,70.76
2019-11-04,70.79
2019-11-05,70.81
2019-11-06,70.96
2019-11-07,71.04
2019-11-08,71.35
2019-11-12,71.75
2019-11-13,72.12
2019-11-14,71.99
2019-11-15,71.6
2019-11-18,71.9
2019-11-19,71.86
2019-11-20,71.74
2019-11-21,71.75
2019-11-22,71.76
2019-11-25,71.69
2019-11-26,71.51
2019-11-27,71.26
2019-11-29,71.75
2019-12-02,71.65
2019-12-03,71.7
2019-12-04,71.47
2019-12-05,71.26
2019-12-06,71.26
2019-12-09,71.02
2019-12-10,70.84
2019-12-11,70.73
2019-12-12,70.62
2019-12-13,70.8
2019-12-16,70.89
2019-12-17,71.04
2019-12-18,70.97
2019-12-19,71.11
2019-12-20,71.07
2019-12-23,71.24
2019-12-24,71.23
2019-12-26,71.28
2019-12-27,71.45
2019-12-30,71.3
2019-12-31,71.36
