date,usd_inr_rate
2018-01-02,63.46
2018-01-03,63.5
2018-01-04,63.4
2018-01-05,63.38
2018-01-08,63.48
2018-01-09,63.66
2018-01-10,63.58
2018-01-11,63.65
2018-01-12,63.61
2018-01-16,64.01
2018-01-17,63.88
2018-01-18,63.87
2018-01-19,63.84
2018-01-22,63.88
2018-01-23,63.76
2018-01-24,63.69
2018-01-25,63.52
2018-01-26,63.58
2018-01-29,63.57
2018-01-30,63.65
2018-01-31,63.58
2018-02-01,63.97
2018-02-02,64.11
2018-02-05,64.06
2018-02-06,64.23
2018-02-07,64.23
2018-02-08,64.27
2018-02-09,64.37
2018-02-12,64.29
2018-02-13,64.27
2018-02-14,64.1
2018-02-15,63.93
2018-02-16,64.21
2018-02-20,64.83
2018-02-21,64.76
2018-02-22,65.01
2018-02-23,64.71
2018-02-26,64.78
2018-02-27,64.84
2018-02-28,65.2
2018-03-01,65.2
2018-03-02,65.24
2018-03-05,65.06
2018-03-06,64.9
2018-03-07,64.86
2018-03-08,65.15
2018-03-09,65.12
2018-03-12,65.0
2018-03-13,64.85
2018-03-14,64.84
2018-03-15,64.94
2018-03-16,64.97
2018-03-19,65.21
2018-03-20,65.19
2018-03-21,65.2
2018-03-22,65.1
2018-03-23,64.98
2018-03-26,64.83
2018-03-27,64.98
2018-03-28,65.15
2018-03-29,65.12
2018-03-30,65.11
2018-04-02,65.11
2018-04-03,65.0
2018-04-04,65.08
2018-04-05,64.92
2018-04-06,64.95
2018-04-09,64.95
2018-04-10,64.95
2018-04-11,65.26
2018-04-12,65.28
2018-04-13,65.27
2018-04-16,65.46
2018-04-17,65.66
2018-04-18,65.62
2018-04-19,65.79
2018-04-20,66.15
2018-04-23,66.42
2018-04-24,66.36
2018-04-25,66.92
2018-04-26,66.8
2018-04-27,66.68
2018-04-30,66.5
2018-05-01,66.52
2018-05-02,66.71
2018-05-03,66.68
2018-05-04,66.83
2018-05-07,67.13
2018-05-08,67.12
2018-05-09,67.25
2018-05-10,67.24
2018-05-11,67.28
2018-05-14,67.55
2018-05-15,68.07
2018-05-16,67.77
2018-05-17,67.76
2018-05-18,68.04
2018-05-21,68.11
2018-05-22,68.04
2018-05-23,68.38
2018-05-24,68.32
2018-05-25,67.78
2018-05-29,67.78
2018-05-30,67.46
2018-05-31,67.4
2018-06-01,66.99
2018-06-04,67.05
2018-06-05,67.12
2018-06-06,66.87
2018-06-07,67.2
2018-06-08,67.56
2018-06-11,67.46
2018-06-12,67.48
2018-06-13,67.6
2018-06-14,67.62
2018-06-15,68.06
2018-06-18,68.1
2018-06-19,68.3
2018-06-20,68.06
2018-06-21,67.94
2018-06-22,67.88
2018-06-25,68.09
2018-06-26,68.31
2018-06-27,68.63
2018-06-28,68.81
2018-06-29,68.46
2018-07-02,68.78
2018-07-03,68.58
2018-07-05,68.89
2018-07-06,68.8
2018-07-09,68.66
2018-07-10,68.76
2018-07-11,68.7
2018-07-12,68.52
2018-07-13,68.44
2018-07-16,68.6
2018-07-17,68.42
2018-07-18,68.62
2018-07-19,69.01
2018-07-20,68.74
2018-07-23,68.84
2018-07-24,68.94
2018-07-25,68.72
2018-07-26,68.66
2018-07-27,68.6
2018-07-30,68.6
2018-07-31,68.54
2018-08-01,68.37
2018-08-02,68.63
2018-08-03,68.54
2018-08-06,68.82
2018-08-07,68.62
2018-08-08,68.65
2018-08-09,68.74
2018-08-10,68.88
2018-08-13,70.02
2018-08-14,69.95
2018-08-15,69.92
2018-08-16,70.19
2018-08-17,70.09
2018-08-20,69.84
2018-08-21,69.85
2018-08-22,69.85
2018-08-23,70.09
2018-08-24,69.96
2018-08-27,70.16
2018-08-28,70.09
2018-08-29,70.53
2018-08-30,70.74
2018-08-31,71.0
2018-09-04,71.58
2018-09-05,71.75
2018-09-06,71.94
2018-09-07,71.78
2018-09-10,72.45
2018-09-11,72.69
2018-09-12,72.15
2018-09-13,72.02
2018-09-14,71.87
2018-09-17,72.51
2018-09-18,72.98
2018-09-19,72.35
2018-09-20,72.01
2018-09-21,72.18
2018-09-24,72.66
2018-09-25,72.68
2018-09-26,72.59
2018-09-27,72.55
2018-09-28,72.54
2018-10-01,72.92
2018-10-02,72.91
2018-10-03,73.34
2018-10-04,73.62
2018-10-05,73.76
2018-10-09,74.33
2018-10-10,74.25
2018-10-11,74.04
2018-10-12,73.6
2018-10-15,73.76
2018-10-16,73.46
2018-10-17,73.52
2018-10-18,73.52
2018-10-19,73.37
2018-10-22,73.56
2018-10-23,73.54
2018-10-24,73.18
2018-10-25,73.21
2018-10-26,73.46
2018-10-29,73.42
2018-10-30,73.62
2018-10-31,73.95
2018-11-01,73.45
2018-11-02,72.44
2018-11-05,73.08
2018-11-06,72.95
2018-11-07,72.44
2018-11-08,72.37
2018-11-09,72.48
2018-11-13,72.61
2018-11-14,72.3
2018-11-15,71.97
2018-11-16,71.98
2018-11-19,71.6
2018-11-20,71.49
2018-11-21,71.3
2018-11-23,70.65
2018-11-26,70.81
2018-11-27,70.8
2018-11-28,70.63
2018-11-29,69.79
2018-11-30,69.62
2018-12-03,70.4
2018-12-04,70.52
2018-12-06,70.84
2018-12-07,70.85
2018-12-10,72.436
2018-12-11,72.27
2018-12-12,71.79
2018-12-13,71.52
2018-12-14,71.94
2018-12-17,71.6
2018-12-18,70.61
2018-12-19,70.26
2018-12-20,69.96
2018-12-21,70.09
2018-12-26,70.07
2018-12-27,70.34
2018-12-28,69.92
2018-12-31,69.58
