date,usd_inr_rate
2015-01-02,63.27
2015-01-05,63.34
2015-01-06,63.57
2015-01-07,63.27
2015-01-08,62.67
2015-01-09,62.34
2015-01-12,62.09
2015-01-13,61.97
2015-01-14,62.09
2015-01-15,62.06
2015-01-16,61.87
2015-01-20,61.64
2015-01-21,61.55
2015-01-22,61.32
2015-01-23,61.46
2015-01-26,61.46
2015-01-27,61.34
2015-01-28,61.34
2015-01-29,61.94
2015-01-30,62.01
2015-02-02,61.68
2015-02-03,61.67
2015-02-04,61.73
2015-02-05,61.73
2015-02-06,61.7
2015-02-09,62.1
2015-02-10,62.33
2015-02-11,62.41
2015-02-12,62.3
2015-02-13,62.04
2015-02-17,62.14
2015-02-18,62.25
2015-02-19,62.08
2015-02-20,62.19
2015-02-23,62.15
2015-02-24,62.07
2015-02-25,61.84
2015-02-26,61.74
2015-02-27,61.67
2015-03-02,61.87
2015-03-03,61.76
2015-03-04,62.3
2015-03-05,62.26
2015-03-06,62.45
2015-03-09,62.67
2015-03-10,62.71
2015-03-11,62.76
2015-03-12,62.44
2015-03-13,63.06
2015-03-16,62.8
2015-03-17,62.64
2015-03-18,62.69
2015-03-19,62.56
2015-03-20,62.47
2015-03-23,62.22
2015-03-24,62.4
2015-03-25,62.35
2015-03-26,62.83
2015-03-27,62.5
2015-03-30,62.52
2015-03-31,62.31
2015-04-01,62.14
2015-04-02,62.13
2015-04-03,61.99
2015-04-06,62.16
2015-04-07,62.23
2015-04-08,62.22
2015-04-09,62.18
2015-04-10,62.21
2015-04-13,62.38
2015-04-14,62.25
2015-04-15,62.34
2015-04-16,62.28
2015-04-17,62.48
2015-04-20,63.07
2015-04-21,62.92
2015-04-22,62.96
2015-04-23,63.27
2015-04-24,63.55
2015-04-27,63.34
2015-04-28,63.05
2015-04-29,63.38
2015-04-30,63.58
2015-05-01,63.63
2015-05-04,63.64
2015-05-05,63.31
2015-05-06,63.57
2015-05-07,64.08
2015-05-08,63.73
2015-05-11,63.96
2015-05-12,64.19
2015-05-13,63.88
2015-05-14,63.47
2015-05-15,63.36
2015-05-18,63.66
2015-05-19,63.8
2015-05-20,63.75
2015-05-21,63.51
2015-05-22,63.43
2015-05-26,63.87
2015-05-27,63.92
2015-05-28,63.83
2015-05-29,63.71
2015-06-01,63.59
2015-06-02,63.72
2015-06-03,63.99
2015-06-04,63.96
2015-06-05,63.76
2015-06-08,64.03
2015-06-09,63.96
2015-06-10,63.81
2015-06-11,63.93
2015-06-12,64.02
2015-06-15,64.03
2015-06-16,64.21
2015-06-17,64.14
2015-06-18,63.62
2015-06-19,63.43
2015-06-22,63.51
2015-06-23,63.57
2015-06-24,63.54
2015-06-25,63.5
2015-06-26,63.54
2015-06-29,63.73
2015-06-30,63.59
2015-07-01,63.55
2015-07-02,63.36
2015-07-06,63.24
2015-07-07,63.51
2015-07-08,63.47
2015-07-09,63.31
2015-07-10,63.33
2015-07-13,63.43
2015-07-14,63.27
2015-07-15,63.48
2015-07-16,63.43
2015-07-17,63.45
2015-07-20,63.61
2015-07-21,63.57
2015-07-22,63.6
2015-07-23,63.86
2015-07-24,64.04
2015-07-27,64.24
2015-07-28,63.76
2015-07-29,63.83
2015-07-30,64.09
2015-07-31,63.87
2015-08-03,63.99
2015-08-04,63.71
2015-08-05,63.73
2015-08-06,63.67
2015-08-07,63.74
2015-08-10,63.77
2015-08-11,64.33
2015-08-12,64.8
2015-08-13,65.27
2015-08-14,65.02
2015-08-17,65.39
2015-08-18,65.44
2015-08-19,65.17
2015-08-20,65.49
2015-08-21,66.02
2015-08-24,66.8
2015-08-25,66.07
2015-08-26,66.11
2015-08-27,65.99
2015-08-28,66.14
2015-08-31,66.39
2015-09-01,66.34
2015-09-02,66.16
2015-09-03,66.07
2015-09-04,66.7
2015-09-08,66.36
2015-09-09,66.47
2015-09-10,66.46
2015-09-11,66.39
2015-09-14,66.32
2015-09-15,66.36
2015-09-16,66.45
2015-09-17,66.12
2015-09-18,65.7
2015-09-21,65.66
2015-09-22,65.85
2015-09-23,66.05
2015-09-24,66.32
2015-09-25,66.12
2015-09-28,66.2
2015-09-29,65.9
2015-09-30,65.5
2015-10-01,65.57
2015-10-02,65.35
2015-10-05,65.12
2015-10-06,65.18
2015-10-07,64.86
2015-10-08,64.97
2015-10-09,64.76
2015-10-13,65.06
2015-10-14,64.87
2015-10-15,64.77
2015-10-16,64.7
2015-10-19,64.9
2015-10-20,64.97
2015-10-21,65.19
2015-10-22,64.91
2015-10-23,64.87
2015-10-26,64.83
2015-10-27,65.03
2015-10-28,64.89
2015-10-29,65.35
2015-10-30,65.4
2015-11-02,65.58
2015-11-03,65.57
2015-11-04,65.46
2015-11-05,65.85
2015-11-06,66.13
2015-11-09,66.38
2015-11-10,66.19
2015-11-12,66.04
2015-11-13,66.12
2015-11-16,66.01
2015-11-17,65.96
2015-11-18,66.16
2015-11-19,66.05
2015-11-20,66.06
2015-11-23,66.37
2015-11-24,66.32
2015-11-25,66.36
2015-11-27,66.86
2015-11-30,66.43
2015-12-01,66.46
2015-12-02,66.53
2015-12-03,66.82
2015-12-04,66.65
2015-12-07,66.74
2015-12-08,66.77
2015-12-09,66.83
2015-12-10,66.7
2015-12-11,67.1
2015-12-14,67.09
2015-12-15,66.79
2015-12-16,66.6
2015-12-17,66.32
2015-12-18,66.23
2015-12-21,66.19
2015-12-22,66.19
2015-12-23,66.04
2015-12-24,66.0
2015-12-28,66.09
2015-12-29,66.28
2015-12-30,66.44
2015-12-31,66.19
