company,ticker,date,open,high,low,close,volume
Exxon Mobil Corporation,XOM,2006-12-20,39.69,39.76,39.12,39.29,17603700
"Wal-Mart Stores, Inc.",WMT,2006-12-20,10.4,10.43,10.37,10.37,41810400
Chevron Corporation,CVX,2006-12-20,35.66,35.88,35.2,35.28,8691800
Ford Motor Company,F,2006-12-20,3.71,3.78,3.7,3.77,88055200
ConocoPhillips,COP,2006-12-20,29.43,29.43,28.96,28.96,12746280
General Electric Company,GE,2006-12-20,115.18,116.26,114.81,115.24,7696418
"Citigroup, Inc.",C,2006-12-20,369.81,370.95,367.53,370.08,1805360
"American International Group,Inc.",AIG,2006-12-20,879.28,883.93,876.83,881.11,390620
International Business Machines Corporation,IBM,2006-12-20,50.25,50.46,50.04,50.19,3822712
Bank of America Corporation,BAC,2006-12-20,36.68,36.74,36.49,36.65,8999000
Valero Energy Corporation,VLO,2006-12-20,28.05,28.23,27.37,27.43,14214670
McKesson Corporation,MCK,2006-12-20,43.69,44.19,43.3,44.17,1472500
J.P. Morgan Chase & Co.,JPM,2006-12-20,29.63,29.65,29.51,29.56,6036400
Verizon Communications Inc.,VZ,2006-12-20,12.98,13.05,12.86,12.89,11649767
"Cardinal Health, Inc.",CAH,2006-12-20,29.61,29.82,29.45,29.7,1369200
"Altria Group, Inc.",MO,2006-12-20,6.31,6.32,6.27,6.27,6825500
The Kroger Company,KR,2006-12-20,8.35,8.35,8.17,8.19,16184600
The Boeing Company,BA,2006-12-20,65.14,65.44,64.41,65.08,3296000
Costco Wholesale Corporation,COST,2006-12-20,36.5,36.67,36.25,36.31,2327200
Target Corporation,TGT,2006-12-20,36.27,36.3,35.75,35.8,2972900
Morgan Stanley,MS,2006-12-20,45.23,45.45,44.53,44.68,5643900
Pfizer Inc.,PFIZER.NS,2006-12-20,428.75,435.94,428.75,433.28,65636
Johnson & Johnson,JNJ,2006-12-20,38.44,38.57,38.26,38.31,9780100
"MetLife, Inc.",MET,2006-12-20,30.91,31.04,30.78,30.89,2436086
UnitedHealth Group Incorporated,UNH,2006-12-20,41.16,42.05,40.99,41.94,10252900
AT&T Inc.,ATT.L,2006-12-20,21.17,21.17,21.17,21.17,0
Time Warner Inc.,T,2006-12-20,6.9,6.96,6.86,6.86,39492537
"The Goldman Sachs Group, Inc.",TGS,2006-12-20,2.94,2.96,2.9,2.96,107500
"Lowe's Companies, Inc.",LOW,2006-12-20,22.07,22.22,21.74,21.84,5379700
"United Parcel Service, Inc.",UPS,2006-12-20,40.1,40.26,39.85,40.03,3888700
Wells Fargo & Company,WFC,2006-12-20,21.46,21.54,21.42,21.44,6413300
Microsoft Corporation,MSFT,2006-12-20,21.21,21.39,21.2,21.28,31202100
Intel Corporation,INTC,2006-12-20,12.37,12.52,12.3,12.31,30772600
Lockheed Martin Corporation,LMT,2006-12-20,52.68,52.97,52.58,52.68,1531000
CVS Corporation,CVS,2006-12-20,19.92,20.14,19.84,19.94,11590100
"Motorola, Inc.",MSI,2006-12-20,62.05,63.48,61.93,62.17,4543006
"Caterpillar, Inc.",CAT,2006-12-20,37.75,38.05,37.44,37.73,5575900
The Allstate Corporation,ALL,2006-12-20,41.52,41.71,41.49,41.59,1554000
"PepsiCo, Inc.",PEP,2006-12-20,36.64,36.75,36.51,36.63,3539600
"Lehman Brothers Holdings, Inc.",LEHNQ,2006-12-20,21.51,21.59,21.41,21.59,10200
The Walt Disney Company,DIS,2006-12-20,28.31,28.34,28.11,28.19,5742017
"Prudential Financial, Inc.",PRU,2006-12-20,44.23,44.24,44.01,44.17,1350800
"Plains All American Pipeline, L.P.",PAA,2006-12-20,6.86,6.87,6.79,6.84,1160800
Northrop Grumman Corporation,NOC,2006-12-20,40.39,41.24,40.39,41.14,1609851
Sysco Corporation,SYY,2006-12-20,20.85,20.92,20.68,20.7,1553700
American Express Company,AXP,2006-12-20,46.01,46.15,45.72,45.88,3606800
FedEx Corporation,FDX,2006-12-20,90.05,91.91,89.65,91.49,5224900
Honeywell International Inc.,HON,2006-12-20,25.92,26.32,25.85,26.09,4704206
"Johnson Controls, Inc.",JCI,2006-12-20,31.89,32.45,31.82,32.44,3976189
Best Buy Co. Inc.,BBY,2006-12-20,27.74,28.13,27.72,27.8,7332800
The Hartford Financial Services Group Inc.,HFF.BE,2006-12-20,48.67,48.67,48.67,48.67,0
"Alcoa, Inc.",AA,2006-12-20,59.58,59.8,58.49,58.76,2203038
"Tyson Foods, Inc.",TSN,2006-12-20,11.96,12.26,11.92,12.21,2758000
International Paper Company,IP,2006-12-20,15.68,15.77,15.62,15.74,1633695
"Cisco Systems, Inc.",CSCO,2006-12-20,18.01,18.02,17.81,17.82,31825400
"Federated Department Stores, Inc.",FHI,2006-12-20,12.57,12.6,12.52,12.58,234400
Weyerhaeuser Company,WY,2006-12-20,13.72,13.75,13.55,13.56,1249700
Massachusetts Financial Group,MFG.AX,2006-12-20,1.09,1.09,1.0,1.0,213404
Abbott Laboratories,ABT,2006-12-20,14.98,15.06,14.77,14.93,8064402
Comcast Corporation,CMCSA,2006-12-20,9.8,9.85,9.76,9.76,23564100
"Merck & Co., Inc.",MRK,2006-12-20,21.46,21.74,21.4,21.43,7759706
Deere & Company,DE,2006-12-20,33.49,33.86,33.38,33.65,3028200
General Dynamics Corporation,GD,2006-12-20,48.45,48.76,48.32,48.41,1371400
