company,ticker,date,open,high,low,close,volume
Ford Motor Company,F,1998-02-13,7.36,7.44,7.29,7.37,7979668
Exxon Corporation,XOM,1998-02-13,13.32,13.43,13.27,13.38,4587400
"Wal-Mart Stores, Inc.",WMT,1998-02-13,4.65,4.69,4.59,4.67,13779600
General Electric Company,GE,1998-02-13,65.77,65.93,65.35,65.56,1836706
International Business Machines Corporation,IBM,1998-02-13,25.16,25.39,25.09,25.09,4694657
AT&T Corp.,ATT.L,1998-02-13,11.65,11.65,11.65,11.65,0
The Boeing Company,BA,1998-02-13,31.07,32.01,30.63,31.78,4985900
Travelers Group Inc.,TRV,1998-02-13,21.57,21.69,21.47,21.69,464200
Chevron Corporation,CVX,1998-02-13,13.9,14.0,13.85,13.95,2452200
"American International Group,Inc.",AIG,1998-02-13,494.71,494.71,487.37,492.61,110855
"Motorola, Inc.",MSI,1998-02-13,51.6,52.22,51.03,51.08,1585556
"PepsiCo, Inc.",PEP,1998-02-13,18.31,18.5,18.19,18.44,3557800
Lockheed Martin Corporation,LMT,1998-02-13,27.61,27.67,27.43,27.62,530600
Fannie Mae,FNMA,1998-02-13,49.6,49.99,49.25,49.89,1470600
"Morgan Stanley, Dean Witter, Discover & Co.",MSD,1998-02-13,1.26,1.27,1.24,1.27,37400
The Kroger Company,KR,1998-02-13,7.1,7.15,7.05,7.12,1246800
Intel Corporation,INTC,1998-02-13,11.95,12.03,11.87,11.87,39093600
The Allstate Corporation,ALL,1998-02-13,24.11,24.24,23.85,24.0,1644200
"ConAgra, Inc.",CAG,1998-02-13,9.58,9.58,9.27,9.34,1350407
"Merck & Co., Inc.",MRK,1998-02-13,21.31,21.49,21.24,21.46,3363451
Johnson & Johnson,JNJ,1998-02-13,17.02,17.34,17.02,17.27,3318400
The Walt Disney Company,DIS,1998-02-13,27.5,27.88,27.3,27.83,2931272
CIGNA Corporation,CI,1998-02-13,16.19,16.28,16.16,16.19,1056600
Loews Corporation,L,1998-02-13,13.96,13.98,13.72,13.81,314400
American Express Company,AXP,1998-02-13,17.92,18.03,17.87,17.89,2683309
"Caterpillar, Inc.",CAT,1998-02-13,12.93,13.35,12.87,13.32,3394000
Xerox Corporation,XRX,1998-02-13,46.54,46.61,45.71,46.02,586100
J.P. Morgan & Co. Incorporated,JPM,1998-02-13,18.07,18.08,17.84,17.94,3623100
Duke Energy Corporation,DUK,1998-02-13,13.71,13.71,13.6,13.69,470372
Electronic Data Systems Corporation,EA,1998-02-13,9.25,9.73,9.25,9.41,11266800
Sysco Corporation,SYY,1998-02-13,5.99,6.03,5.98,6.01,802800
Federal Home Loan Mortgage Corp.,FMCC,1998-02-13,36.22,37.34,36.12,37.13,1026000
First Union Corporation,FHN,1998-02-13,13.89,13.95,13.84,13.89,208141
Archer Daniels Midland Company,ADM,1998-02-13,10.03,10.08,9.92,9.97,810864
Ashland Inc.,ASH,1998-02-13,12.07,12.18,12.04,12.14,554873
