company,ticker,date,open,high,low,close,volume
Walmart,WMT,2015-06-19,19.96,20.08,19.93,19.95,43652100
Exxon Mobil,XOM,2015-06-19,53.82,54.18,53.82,54.01,16129600
Chevron,CVX,2015-06-19,63.43,63.71,63.26,63.27,10512000
Apple,APLE,2015-06-19,10.83,10.84,10.69,10.7,440600
General Motors,GM,2015-06-19,28.46,28.63,28.33,28.46,14831300
Phillips 66,PSX,2015-06-19,53.93,54.63,53.93,53.99,3030700
General Electric,GE,2015-06-19,113.74,114.2,113.37,113.62,12575563
Ford Motor,F,2015-06-19,8.54,8.63,8.53,8.56,24675100
CVS Health,CVS,2015-06-19,77.74,78.19,77.23,77.74,5664400
McKesson,MCK,2015-06-19,217.62,218.73,217.45,217.75,796500
AT&T,ATT.L,2015-06-19,61.2,61.55,60.6,61.5,189950
Valero Energy,VLO,2015-06-19,39.68,40.2,39.66,39.9,6110000
UnitedHealth Group,UNH,2015-06-19,102.59,102.79,101.95,102.32,4178700
Verizon,VZ,2015-06-19,27.59,27.63,27.43,27.48,26861700
Fannie Mae,FNMA,2015-06-19,2.49,2.53,2.45,2.46,2206800
Costco,COST,2015-06-19,117.67,118.42,117.33,117.43,2758200
HP,HP,2015-06-19,43.22,43.47,42.76,43.12,1903100
Kroger,KR,2015-06-19,29.87,30.27,29.82,30.06,8856200
JP Morgan Chase,JPM,2015-06-19,51.52,51.68,51.12,51.24,21606400
Express Scripts Holding,ESH.BE,2015-06-19,7.75,7.75,7.75,7.75,0
Bank of America Corp.,BAC,2015-06-19,13.87,13.96,13.74,13.78,83395400
IBM,IBM,2015-06-19,102.97,103.47,102.45,102.59,7399404
Marathon Petroleum,MPC,2015-06-19,37.35,38.06,37.31,37.43,4295600
Cardinal Health,CAH,2015-06-19,66.83,67.37,66.72,66.85,2513000
Boeing,BA,2015-06-19,128.59,129.4,128.38,128.54,4837300
Citigroup,C,2015-06-19,42.14,42.36,41.88,41.93,18840500
Wells Fargo,WFC,2015-06-19,42.72,42.83,42.45,42.45,36241100
Microsoft,MSFT,2015-06-19,40.43,40.46,39.74,39.83,63837000
Procter & Gamble,PG,2015-06-19,60.27,60.63,60.09,60.14,15598800
Home Depot,HD,2015-06-19,87.71,89.02,87.56,88.33,9255100
Archer Daniels Midland,ADM,2015-06-19,37.53,37.83,37.53,37.71,4952900
Target,TGT,2015-06-19,60.77,61.87,60.71,61.03,11601500
Johnson & Johnson,JNJ,2015-06-19,75.07,75.31,74.99,75.05,11653600
MetLife,MET,2015-06-19,35.33,35.45,35.08,35.15,8601701
Alphabet,GOOGL,2015-06-19,27.64,27.7,27.42,27.69,59290000
Freddie Mac,FMCC,2015-06-19,2.38,2.43,2.35,2.37,833200
Comcast,CMCSA,2015-06-19,23.59,23.83,23.52,23.68,46073600
PepsiCo,PEP,2015-06-19,69.84,70.16,69.72,69.83,5463300
AIG,AIG,2015-06-19,48.13,48.25,47.67,47.94,16095700
UPS,UPS,2015-06-19,69.13,69.32,68.71,68.97,3600600
Lowe's,X1G.PA,2015-06-19,212.76,212.76,212.76,212.76,0
ConocoPhillips,COP,2015-06-19,44.81,45.33,44.5,44.66,13125900
Intel,INTC,2015-06-19,25.22,25.35,24.88,24.96,39008400
Energy Transfer Equity,ET,2015-06-19,14.47,14.52,14.23,14.26,2848000
Caterpillar,CAT,2015-06-19,66.93,67.46,66.84,67.12,3910900
Prudential Financial,PRU,2015-06-19,56.32,56.59,56.03,56.24,3096400
Pfizer,PFIZER.NS,2015-06-19,1691.05,1718.21,1671.96,1686.3,10462
Walt Disney,DIS,2015-06-19,103.43,104.03,103.04,103.24,9587700
Enterprise Products Partners,EPD,2015-06-19,15.08,15.11,14.72,14.74,4140200
Cisco Systems,CSCO,2015-06-19,21.15,21.2,20.93,20.99,31970100
Sysco,SYY,2015-06-19,28.39,28.61,28.37,28.46,3980200
Lockheed Martin,LMT,2015-06-19,146.48,146.48,145.19,145.3,1234900
FedEx,FDX,2015-06-19,152.18,153.02,150.96,150.96,2448700
Johnson Controls,JCI,2015-06-19,29.51,29.62,29.36,29.41,2280827
Plains GP Holdings,PAGP,2015-06-19,34.29,34.49,33.44,33.58,427650
World Fuel Services,WFK.BE,2015-06-19,36.45,36.66,36.28,36.28,0
American Airlines Group,AAL,2015-06-19,38.34,39.85,38.34,39.54,20198300
Merck,MRK,2015-06-19,40.56,40.86,40.24,40.31,13218948
Best Buy,BBY,2015-06-19,24.13,24.54,24.01,24.29,4367400
Delta Air Lines,DAL,2015-06-19,36.92,37.64,36.78,36.92,11189300
Honeywell International,HON,2015-06-19,75.99,76.47,75.9,76.08,3096964
Goldman Sachs Group,GS,2015-06-19,174.17,174.88,173.41,173.41,4163400
United Continental Holdings,UAL,2015-06-19,52.64,53.96,52.4,53.25,5680000
New York Life Insurance,601336.SS,2015-06-19,45.06,46.22,42.73,43.46,30379027
Oracle,ORCL,2015-06-19,36.6,36.77,35.45,35.48,37430200
Morgan Stanley,MS,2015-06-19,29.6,29.83,29.3,29.41,10338800
