company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2002-07-17,11.01,11.12,10.25,10.42,56253300
Exxon Mobil Corporation,XOM,2002-07-17,16.71,16.94,16.43,16.58,16858000
Ford Motor Company,F,2002-07-17,5.93,5.94,5.42,5.5,13321400
General Electric Company,GE,2002-07-17,76.56,76.8,74.0,76.15,7988983
"Citigroup, Inc.",C,2002-07-17,202.54,204.69,196.61,198.93,2886850
International Business Machines Corporation,IBM,2002-07-17,35.59,35.9,34.9,35.44,12068016
Philip Morris Companies Inc.,TABAK.PR,2002-07-17,1305.19,1344.14,1305.19,1332.81,200
Verizon Communications Inc.,VZ,2002-07-17,10.15,10.17,9.77,10.0,9999080
"American International Group,Inc.",AIG,2002-07-17,741.3,747.13,711.3,724.99,421755
"American Electric Power Company, Inc.",AEP,2002-07-17,13.61,13.73,12.95,12.98,2669800
Duke Energy Corporation,DUK,2002-07-17,12.75,13.46,12.58,12.98,6593472
AT&T Corp.,ATT.L,2002-07-17,15.55,15.55,15.55,15.55,0
The Boeing Company,BA,2002-07-17,28.32,28.84,28.14,28.67,6341000
El Paso Corporation,EL.PA,2002-07-17,11.68,12.12,11.68,12.08,2200930
Bank of America Corporation,BAC,2002-07-17,19.18,19.31,18.36,18.54,15897000
Fannie Mae,FNMA,2002-07-17,62.31,62.44,61.3,61.71,5407900
J.P. Morgan Chase & Co.,JPM,2002-07-17,15.0,15.43,14.23,14.55,16035100
The Kroger Company,KR,2002-07-17,6.9,6.98,6.72,6.83,5999200
"Cardinal Health, Inc.",CAH,2002-07-17,24.48,24.92,24.28,24.89,2261000
"Merck & Co., Inc.",MRK,2002-07-17,17.61,18.06,17.18,17.57,10095070
"Reliant Energy, Incorporated",RELIANCE.NS,2002-07-17,14.15,14.21,13.85,13.96,52119237
Morgan Stanley Dean Witter & Co.,MS,2002-07-17,20.82,21.38,19.53,20.21,9693400
McKesson Corporation,MCK,2002-07-17,26.5,26.5,25.81,26.13,1465600
Target Corporation,TGT,2002-07-17,21.11,21.49,19.39,20.06,5945600
Freddie Mac,FMCC,2002-07-17,51.32,51.32,50.04,50.63,4326400
Costco Wholesale Corporation,COST,2002-07-17,23.52,23.72,21.8,23.16,7225100
Johnson & Johnson,JNJ,2002-07-17,27.32,27.64,26.48,27.08,9856000
Conoco Inc.,COP,2002-07-17,9.23,9.41,9.16,9.24,5147468
Pfizer Inc.,PFIZER.NS,2002-07-17,234.96,240.29,232.2,238.46,12933
MetLife Inc.,MET,2002-07-17,13.3,13.44,12.36,12.63,3880549
"Goldman Sachs Group, Inc.",GS,2002-07-17,54.22,54.22,50.75,52.7,7505700
"United Parcel Service, Inc.",UPS,2002-07-17,30.02,30.42,30.02,30.27,6009800
"Motorola, Inc.",MSI,2002-07-17,39.53,40.05,38.36,39.27,5488970
The Allstate Corporation,ALL,2002-07-17,19.6,19.78,18.88,19.32,2605200
"ConAgra Foods, Incorporated",CAG,2002-07-17,8.18,8.44,8.16,8.35,2980815
"Prudential Financial, Inc.",PRU,2002-07-17,15.36,15.5,14.85,15.1,5128100
"PepsiCo, Inc.",PEP,2002-07-17,22.17,23.04,22.15,22.75,7250900
Wells Fargo & Co.,WFC,2002-07-17,12.42,12.76,12.34,12.43,13051600
Intel,INTC,2002-07-17,11.02,11.35,10.74,11.1,96553800
International Paper Company,IP,2002-07-17,16.38,16.38,15.92,16.16,3382285
Microsoft Corporation,MSFT,2002-07-17,16.04,16.28,15.63,15.88,98034800
The Walt Disney Company,DIS,2002-07-17,13.98,14.14,13.71,14.05,7670755
Lockheed Martin Corporation,LMT,2002-07-17,32.56,33.47,31.32,32.29,6737500
Honeywell International Inc.,HON,2002-07-17,17.47,17.58,16.03,16.34,7940059
"UnitedHealth Group, Incorporated",UNH,2002-07-17,17.78,18.08,17.64,18.08,12235200
"Alcoa, Inc.",AA,2002-07-17,52.56,53.17,50.77,51.25,1237911
American Express Company,AXP,2002-07-17,21.09,21.72,20.78,21.42,11718040
"Cisco Systems, Inc.",CSCO,2002-07-17,9.57,9.8,9.31,9.63,93493300
CVS Corporation,CVS,2002-07-17,8.57,8.6,8.38,8.47,4630800
Sysco Corporation,SYY,2002-07-17,13.16,13.38,12.84,13.08,2541400
Electronic Data Systems Corporation,EA,2002-07-17,31.63,31.9,30.15,30.66,8660800
"Caterpillar, Inc.",CAT,2002-07-17,12.08,12.34,11.96,12.08,5660400
Archer Daniels Midland Company,ADM,2002-07-17,6.73,6.85,6.73,6.84,1913900
"AutoNation, Inc.",AN,2002-07-17,12.7,12.92,11.91,12.58,1102800
