company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2007-09-19,10.22,10.33,10.18,10.26,66558600
Exxon Mobil Corporation,XOM,2007-09-19,48.27,48.69,48.05,48.18,27113700
Chevron Corporation,CVX,2007-09-19,45.85,46.46,45.8,46.05,11383700
ConocoPhillips,COP,2007-09-19,35.95,36.36,35.71,35.87,14017667
General Electric Company,GE,2007-09-19,129.03,129.96,128.63,129.03,9280038
Ford Motor Company,F,2007-09-19,4.35,4.38,4.26,4.32,53313300
"Citigroup, Inc.",C,2007-09-19,336.96,339.25,330.46,334.2,4179450
Bank of America Corporation,BAC,2007-09-19,36.38,36.72,35.84,36.11,34416800
"American International Group,Inc.",AIG,2007-09-19,827.28,838.51,825.79,833.82,671655
J.P. Morgan Chase & Co.,JPM,2007-09-19,30.06,30.11,29.55,29.8,31807800
Verizon Communications Inc.,VZ,2007-09-19,15.86,16.02,15.82,15.98,12928225
International Business Machines Corporation,IBM,2007-09-19,61.76,61.91,61.17,61.64,10785515
Valero Energy Corporation,VLO,2007-09-19,36.66,37.13,35.76,36.1,9314207
McKesson Corporation,MCK,2007-09-19,48.59,49.36,48.31,48.99,2340000
"Cardinal Health, Inc.",CAH,2007-09-19,30.14,30.34,29.81,30.26,2129500
Morgan Stanley,MS,2007-09-19,46.23,46.75,44.46,44.85,17633900
UnitedHealth Group Incorporated,UNH,2007-09-19,39.37,39.52,38.86,39.05,7488600
"Altria Group, Inc.",MO,2007-09-19,6.95,7.0,6.91,6.99,14832100
"The Goldman Sachs Group, Inc.",TGS,2007-09-19,2.87,2.99,2.83,2.83,32500
The Kroger Company,KR,2007-09-19,10.4,10.49,10.23,10.38,10655400
AT&T Inc.,ATT.L,2007-09-19,23.4,23.85,23.4,23.85,25590
The Boeing Company,BA,2007-09-19,72.59,73.54,72.33,73.04,6915400
Costco Wholesale Corporation,COST,2007-09-19,42.74,43.37,42.51,42.8,3882500
Target Corporation,TGT,2007-09-19,42.05,42.54,41.1,41.22,8255700
Johnson & Johnson,JNJ,2007-09-19,37.48,38.07,37.41,37.9,17955900
"MetLife, Inc.",MET,2007-09-19,36.16,36.61,35.96,36.57,5284171
Pfizer Inc.,PFIZER.NS,2007-09-19,399.87,402.21,394.61,395.87,15148
Wells Fargo & Company,WFC,2007-09-19,22.89,23.26,22.78,22.84,21376400
"United Parcel Service, Inc.",UPS,2007-09-19,41.6,41.61,41.02,41.37,3911700
"Lowe's Companies, Inc.",LOW,2007-09-19,22.95,23.42,22.83,22.98,11814000
"Lehman Brothers Holdings, Inc.",LEHNQ,2007-09-19,20.42,20.65,20.35,20.49,15800
Time Warner Inc.,T,2007-09-19,8.32,8.55,8.32,8.48,48773512
Microsoft Corporation,MSFT,2007-09-19,20.63,20.66,20.22,20.49,94242200
Freddie Mac,FMCC,2007-09-19,58.25,60.84,58.09,59.21,8120500
"Motorola, Inc.",MSI,2007-09-19,53.14,53.88,53.02,53.3,5108547
"Caterpillar, Inc.",CAT,2007-09-19,49.02,49.96,48.39,48.55,7598000
Lockheed Martin Corporation,LMT,2007-09-19,59.2,60.09,58.6,58.81,2272100
The Allstate Corporation,ALL,2007-09-19,36.36,36.56,36.13,36.31,4053300
Intel Corporation,INTC,2007-09-19,15.56,15.65,15.43,15.59,69117900
"PepsiCo, Inc.",PEP,2007-09-19,41.74,41.95,41.2,41.81,6961000
The Walt Disney Company,DIS,2007-09-19,28.74,28.85,28.51,28.53,10549400
Sysco Corporation,SYY,2007-09-19,19.87,19.87,19.58,19.76,2194000
"Prudential Financial, Inc.",PRU,2007-09-19,48.92,49.33,48.27,48.58,2134600
"Johnson Controls, Inc.",JCI,2007-09-19,13.91,14.25,13.82,14.09,5407056
FedEx Corporation,FDX,2007-09-19,89.62,90.1,87.59,88.17,4351000
Honeywell International Inc.,HON,2007-09-19,34.59,35.01,34.46,34.6,6158203
"Alcoa, Inc.",AA,2007-09-19,74.27,76.14,73.85,74.37,5563462
Best Buy Co. Inc.,BBY,2007-09-19,27.93,27.99,27.3,27.46,10907200
Northrop Grumman Corporation,NOC,2007-09-19,48.46,49.05,48.23,48.86,1650028
"Federated Department Stores, Inc.",FHI,2007-09-19,14.92,15.1,14.34,14.39,1373300
"Cisco Systems, Inc.",CSCO,2007-09-19,20.97,21.13,20.85,20.87,49602000
American Express Company,AXP,2007-09-19,46.23,46.94,45.52,45.94,8102800
The Hartford Financial Services Group Inc.,HFF.BE,2007-09-19,45.62,45.62,45.62,45.62,0
Comcast Corporation,CMCSA,2007-09-19,8.61,8.66,8.26,8.35,116776600
"Tyson Foods, Inc.",TSN,2007-09-19,13.11,13.5,13.11,13.36,2678200
"The Travelers Companies, Inc.",TTC,2007-09-19,11.78,11.92,11.73,11.77,1307200
Massachusetts Financial Group,MFG.AX,2007-09-19,0.74,0.75,0.74,0.75,64591
General Dynamics Corporation,GD,2007-09-19,53.9,54.82,53.89,54.54,1438500
International Paper Company,IP,2007-09-19,16.57,16.92,16.57,16.75,6521931
3M Company,MMM,2007-09-19,44.41,44.65,44.09,44.51,5736375
Deere & Company,DE,2007-09-19,51.71,52.36,50.39,50.93,7611400
"Merck & Co., Inc.",MRK,2007-09-19,25.75,26.21,25.39,26.12,12927290
Halliburton Company,HAL,2007-09-19,28.38,28.82,28.33,28.47,12950500
