ticker	company	sector_name	avg_currency_correlation	avg_annual_return	exposure_category	interpretation	analysis_type	generated_at
601336.SS	New York Life Insurance	Insurance	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
MPC	Marathon Petroleum	Petroleum Refining	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
PFGC	Performance Food Group	Wholesalers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
PEP	Pepsico	Food Consumer Products	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
PAGP	Plains Gp Holdings	Pipelines	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
ORCL	Oracle	Computer Software	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
NVDA	Nvidia	Semiconductor And Electronics	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
NKE	Nike	Apparel	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
MSFT	Microsoft	Computer Software	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
MS	Morgan Stanley	Commercial Banks	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
MRK	Merck	Pharmaceutical	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
META	Meta Platforms	Internet Services And Retailing	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
HD	Home Depot	Specialty Retailers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
MET	Metlife	Insurance	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
MCK	Mckesson	Wholesalers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
LMT	Lockheed Martin	Aerospace, Defense	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
LFG.AX	Liberty Mutual Insurance Group	Insurance	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
KR	Kroger	Food & Drug Stores	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
JPM	Jp Morgan Chase	Commercial Banks	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
JNJ	Johnson & Johnson	Pharmaceutical	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
INTC	Intel	Semiconductor And Electronics	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
IBM	Ibm	Information Technology Services	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
PFIZER.NS	Pfizer	Pharmaceutical	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
PG	Procter & Gamble	Household And Personal Products	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
PGR	Progressive	Insurance	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
PRU	Prudential Financial	Insurance	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
X1G.PA	Lowe'S	Specialty Retailers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
WMT	Walmart	General Merchandisers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
WKC	World Kinect	Energy	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
WFC	Wells Fargo	Commercial Banks	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
VZ	Verizon Communications	Telecommunications	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
VLO	Valero Energy	Petroleum Refining	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
UPS	United Parcel Service	Mail, Package, And Freight Delivery	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
UNH	Unitedhealth Group	Health Care	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
UAL	United Airlines Holdings	Airlines	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
TSN	Tyson Foods	Food Production	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
TSLA	Tesla	Motor Vehicles & Parts	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
TJX	Tjx	Specialty Retailers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
TILIX	Tiaa	Insurance	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
TGT	Target	General Merchandisers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
SYY	Sysco	Wholesalers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
SNX	Td Synnex	Wholesalers	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
SNEX	Stonex Group	Diversified Financials	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
RTX	Rtx	Aerospace, Defense	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
PSX	Phillips 66	Petroleum Refining	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
HUM.ST	Humana	Health Care	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
HCA	Hca Healthcare	Health Care: Medical Facilities	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
AAL	American Airlines Group	Metals & Mining	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
BAC	Bank Of America	Commercial Banks	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
CNC	Centene	Health Care	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
CMCSA	Comcast	Telecommunications	0.0	0.0	Neutral	Minimal currency impact	currency_exposure	2025-11-24 23:30:26.392405
