company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2007-07-02,11.0,11.06,10.98,11.03,31632600
Exxon Mobil Corporation,XOM,2007-07-02,44.02,44.28,43.82,44.19,20106800
Chevron Corporation,CVX,2007-07-02,41.16,41.44,41.02,41.38,8212100
ConocoPhillips,COP,2007-07-02,31.89,32.54,31.89,32.34,17804283
General Electric Company,GE,2007-07-02,118.68,119.05,117.44,118.19,6184348
Ford Motor Company,F,2007-07-02,4.92,4.96,4.85,4.96,26132700
"Citigroup, Inc.",C,2007-07-02,351.08,354.16,349.1,353.41,1806070
Bank of America Corporation,BAC,2007-07-02,34.32,34.46,34.2,34.44,11098100
"American International Group,Inc.",AIG,2007-07-02,866.63,866.63,859.74,863.8,453845
J.P. Morgan Chase & Co.,JPM,2007-07-02,30.4,30.62,30.2,30.56,15717900
Verizon Communications Inc.,VZ,2007-07-02,14.96,15.11,14.93,15.03,13010920
International Business Machines Corporation,IBM,2007-07-02,55.48,55.7,55.06,55.28,4917560
Valero Energy Corporation,VLO,2007-07-02,38.41,38.66,38.05,38.47,8471717
McKesson Corporation,MCK,2007-07-02,51.95,51.98,51.46,51.62,1388300
"Cardinal Health, Inc.",CAH,2007-07-02,32.55,32.61,32.21,32.27,2473700
Morgan Stanley,MS,2007-07-02,47.29,48.1,47.01,47.55,9110200
UnitedHealth Group Incorporated,UNH,2007-07-02,40.42,40.92,40.34,40.92,6847500
"Altria Group, Inc.",MO,2007-07-02,7.06,7.14,7.06,7.13,9308600
"The Goldman Sachs Group, Inc.",TGS,2007-07-02,3.58,3.69,3.51,3.69,58100
The Kroger Company,KR,2007-07-02,10.1,10.29,10.04,10.27,16668800
AT&T Inc.,ATT.L,2007-07-02,22.4,22.6,22.4,22.65,168600
The Boeing Company,BA,2007-07-02,70.39,70.63,70.06,70.43,2818400
Costco Wholesale Corporation,COST,2007-07-02,41.03,41.59,40.98,41.54,4434900
Target Corporation,TGT,2007-07-02,39.3,39.8,39.22,39.67,6707600
Johnson & Johnson,JNJ,2007-07-02,36.16,36.2,35.84,36.11,8090400
"MetLife, Inc.",MET,2007-07-02,34.05,34.34,33.97,34.3,3122414
Pfizer Inc.,PFIZER.NS,2007-07-02,481.72,485.23,476.75,478.41,25524
Wells Fargo & Company,WFC,2007-07-02,21.5,21.64,21.43,21.55,6758900
"United Parcel Service, Inc.",UPS,2007-07-02,39.79,39.99,39.47,39.71,3063500
"Lowe's Companies, Inc.",LOW,2007-07-02,22.11,22.23,21.98,22.05,6709900
"Lehman Brothers Holdings, Inc.",LEHNQ,2007-07-02,21.2,21.29,21.17,21.29,5100
Time Warner Inc.,T,2007-07-02,8.35,8.45,8.28,8.44,47622294
Microsoft Corporation,MSFT,2007-07-02,21.13,21.22,21.0,21.18,47316000
Freddie Mac,FMCC,2007-07-02,58.55,59.12,58.24,59.12,2381900
"Motorola, Inc.",MSI,2007-07-02,54.06,54.7,54.0,54.64,5034038
"Caterpillar, Inc.",CAT,2007-07-02,48.77,50.18,48.72,49.92,4866900
Lockheed Martin Corporation,LMT,2007-07-02,54.83,55.24,54.51,54.82,1628400
The Allstate Corporation,ALL,2007-07-02,39.55,39.74,39.39,39.48,3166100
Intel Corporation,INTC,2007-07-02,14.43,14.68,14.41,14.66,48790600
"PepsiCo, Inc.",PEP,2007-07-02,38.23,38.59,38.01,38.18,7159200
The Walt Disney Company,DIS,2007-07-02,28.38,28.66,28.23,28.5,7763800
Sysco Corporation,SYY,2007-07-02,19.23,19.36,19.2,19.36,3826400
"Prudential Financial, Inc.",PRU,2007-07-02,50.09,50.47,49.81,50.43,1253400
"Johnson Controls, Inc.",JCI,2007-07-02,16.46,16.65,16.3,16.6,11502649
FedEx Corporation,FDX,2007-07-02,91.64,91.64,89.65,90.77,1940500
Honeywell International Inc.,HON,2007-07-02,33.52,33.99,33.46,33.74,4777880
"Alcoa, Inc.",AA,2007-07-02,80.79,82.42,80.21,81.6,4631627
Best Buy Co. Inc.,BBY,2007-07-02,26.95,27.27,26.95,27.09,6134700
Northrop Grumman Corporation,NOC,2007-07-02,47.65,47.92,47.53,47.78,1450360
"Federated Department Stores, Inc.",FHI,2007-07-02,14.27,14.59,14.17,14.58,744800
"Cisco Systems, Inc.",CSCO,2007-07-02,18.23,18.25,18.08,18.14,36955200
American Express Company,AXP,2007-07-02,46.22,46.57,45.84,46.46,6017000
The Hartford Financial Services Group Inc.,HFF.BE,2007-07-02,51.26,51.26,51.26,51.26,0
Comcast Corporation,CMCSA,2007-07-02,9.69,9.78,9.69,9.76,23950800
"Tyson Foods, Inc.",TSN,2007-07-02,16.79,16.85,16.48,16.83,1966000
"The Travelers Companies, Inc.",TTC,2007-07-02,11.46,11.5,11.33,11.5,584000
Massachusetts Financial Group,MFG.AX,2007-07-02,1.06,1.06,1.02,1.04,60152
General Dynamics Corporation,GD,2007-07-02,51.48,51.53,50.64,51.19,3471800
International Paper Company,IP,2007-07-02,18.0,18.0,17.57,17.87,4309156
3M Company,MMM,2007-07-02,42.02,42.37,41.95,42.37,2879250
Deere & Company,DE,2007-07-02,42.7,43.47,42.51,43.35,3590600
"Merck & Co., Inc.",MRK,2007-07-02,25.09,25.29,24.75,24.92,13771768
Halliburton Company,HAL,2007-07-02,25.81,26.18,25.69,26.1,9289900
