company,ticker,date,open,high,low,close,volume
Walmart,WMT,2015-08-27,18.03,18.27,17.93,18.24,41738400
Exxon Mobil,XOM,2015-08-27,47.21,47.91,46.71,47.88,24571000
Chevron,CVX,2015-08-27,48.3,50.31,48.02,50.0,21539600
Apple,APLE,2015-08-27,9.75,10.08,9.6,10.07,662600
General Motors,GM,2015-08-27,22.48,22.71,22.08,22.52,28498900
Phillips 66,PSX,2015-08-27,51.19,52.22,49.92,51.18,5814300
General Electric,GE,2015-08-27,101.9,104.31,101.69,104.31,13540959
Ford Motor,F,2015-08-27,7.7,7.82,7.57,7.76,42067900
CVS Health,CVS,2015-08-27,77.21,78.03,76.19,77.78,6216200
McKesson,MCK,2015-08-27,184.99,185.81,180.44,183.61,2351600
AT&T,ATT.L,2015-08-27,58.2,59.0,57.57,58.9,224980
Valero Energy,VLO,2015-08-27,40.34,40.4,37.71,38.83,11148900
UnitedHealth Group,UNH,2015-08-27,98.0,100.19,97.75,100.14,5783700
Verizon,VZ,2015-08-27,26.82,27.12,26.46,27.06,21488000
Fannie Mae,FNMA,2015-08-27,2.15,2.19,2.14,2.19,2414900
Costco,COST,2015-08-27,117.89,118.13,115.48,117.67,2603100
HP,HP,2015-08-27,31.97,33.46,31.6,33.32,3468800
Kroger,KR,2015-08-27,29.04,29.35,28.39,28.96,9008700
JP Morgan Chase,JPM,2015-08-27,48.47,49.04,47.83,48.85,29045700
Express Scripts Holding,ESH.BE,2015-08-27,6.77,7.06,6.77,7.06,174
Bank of America Corp.,BAC,2015-08-27,13.15,13.2,12.91,13.19,124185400
IBM,IBM,2015-08-27,91.99,92.28,90.23,92.01,5205524
Marathon Petroleum,MPC,2015-08-27,33.62,34.25,32.85,33.85,7755100
Cardinal Health,CAH,2015-08-27,62.88,63.71,61.49,62.53,4646800
Boeing,BA,2015-08-27,116.83,117.98,115.39,117.54,5754600
Citigroup,C,2015-08-27,39.7,40.02,39.07,39.88,26467300
Wells Fargo,WFC,2015-08-27,40.02,40.51,39.6,40.46,26452500
Microsoft,MSFT,2015-08-27,37.6,38.23,37.34,38.18,50943200
Procter & Gamble,PG,2015-08-27,53.75,54.01,52.71,53.81,13434000
Home Depot,HD,2015-08-27,92.32,92.78,90.61,92.44,7579100
Archer Daniels Midland,ADM,2015-08-27,32.61,33.27,32.48,33.02,4738300
Target,TGT,2015-08-27,56.92,57.46,56.45,57.41,6929900
Johnson & Johnson,JNJ,2015-08-27,72.78,73.01,71.45,72.87,11131200
MetLife,MET,2015-08-27,31.1,31.79,30.99,31.72,10544444
Alphabet,GOOGL,2015-08-27,33.37,33.47,32.33,33.17,58974000
Freddie Mac,FMCC,2015-08-27,2.06,2.09,2.04,2.08,1165700
Comcast,CMCSA,2015-08-27,21.97,22.34,21.79,22.31,31932000
PepsiCo,PEP,2015-08-27,68.82,69.19,67.62,68.9,6690000
AIG,AIG,2015-08-27,46.39,47.42,46.04,47.38,9805200
UPS,UPS,2015-08-27,67.15,68.36,67.09,68.3,4739800
Lowe's,X1G.PA,2015-08-27,216.47,216.47,216.47,216.47,0
ConocoPhillips,COP,2015-08-27,32.39,33.78,32.27,33.3,19431600
Intel,INTC,2015-08-27,21.75,21.9,21.2,21.75,38649400
Energy Transfer Equity,ET,2015-08-27,11.42,11.9,11.34,11.74,6258700
Caterpillar,CAT,2015-08-27,58.08,59.0,57.46,58.56,8537700
Prudential Financial,PRU,2015-08-27,50.05,51.63,49.94,51.44,4303700
Pfizer,PFIZER.NS,2015-08-27,1895.54,1954.95,1861.86,1935.86,19477
Walt Disney,DIS,2015-08-27,93.45,94.62,92.0,94.21,17532200
Enterprise Products Partners,EPD,2015-08-27,13.44,13.93,13.37,13.78,3620000
Cisco Systems,CSCO,2015-08-27,18.95,19.09,18.66,19.07,36504700
Sysco,SYY,2015-08-27,30.85,31.1,30.4,30.92,5485000
Lockheed Martin,LMT,2015-08-27,155.01,157.31,154.25,156.16,1688100
FedEx,FDX,2015-08-27,129.4,131.74,128.5,131.32,1962900
Johnson Controls,JCI,2015-08-27,26.47,26.86,26.29,26.83,2924783
Plains GP Holdings,PAGP,2015-08-27,23.33,24.24,23.18,23.89,627150
World Fuel Services,WFK.BE,2015-08-27,28.02,28.94,28.02,28.92,0
American Airlines Group,AAL,2015-08-27,37.35,37.62,36.21,37.22,13793600
Merck,MRK,2015-08-27,38.39,38.47,37.25,38.16,16910109
Best Buy,BBY,2015-08-27,24.85,25.4,24.36,24.88,9544600
Delta Air Lines,DAL,2015-08-27,38.97,39.11,37.71,38.68,12853000
Honeywell International,HON,2015-08-27,71.95,72.94,71.39,72.49,5603648
Goldman Sachs Group,GS,2015-08-27,151.95,154.43,150.83,153.9,3798500
United Continental Holdings,UAL,2015-08-27,54.38,54.73,52.33,53.36,5769700
New York Life Insurance,601336.SS,2015-08-27,25.42,27.2,24.85,27.2,50891141
Oracle,ORCL,2015-08-27,31.98,32.12,30.83,31.53,28218200
Morgan Stanley,MS,2015-08-27,25.49,25.76,25.16,25.72,21258600
Tyson Foods,TSN,2015-08-27,32.38,33.44,32.35,33.35,4770400
Deere,DE,2015-08-27,68.59,68.98,67.64,68.91,3664200
DuPont,DPT.PA,2015-08-27,0.17,0.17,0.16,0.16,742382
American Express,AXP,2015-08-27,65.48,66.6,65.17,66.34,7025000
Allstate,ALL,2015-08-27,46.25,47.35,46.14,47.13,4787100
Cigna,CI,2015-08-27,126.95,128.49,123.91,127.08,1913400
Mondelez International,MDLZ,2015-08-27,33.82,34.22,33.41,34.08,15441300
Halliburton,HAL,2015-08-27,29.32,31.35,29.14,31.26,21762400
3M,MMM,2015-08-27,85.86,86.58,84.42,85.95,4909102
Sears Holdings,SRSCQ,2015-08-27,12.48,12.48,12.48,12.48,0
General Dynamics,GD,2015-08-27,115.61,116.48,113.83,115.89,2418300
