Year,AvgReturn,AvgUSD_INR,AvgVolatility,CompanyCount,Correlation
2023,0.18638208205024576,83.2543205015658,1.446225900149606,92,0
2024,0.07655418285779758,83.65101744008061,1.8502714215420228,93,0
2025,0.0,,0.0,92,0
