Year,AvgReturn,AvgUSD_INR,AvgVolatility,CompanyCount,Correlation
2024,0.025639340784618877,83.85716553391698,1.869301179005141,93,1.0
2025,0.08384453697828576,86.16757857589572,2.413575600830988,92,1.0
