company,ticker,date,open,high,low,close,volume
Ford Motor Company,F,1999-03-19,12.56,12.72,12.48,12.52,5815179
"Wal-Mart Stores, Inc.",WMT,1999-03-19,10.44,10.44,10.07,10.07,36106200
Exxon Corporation,XOM,1999-03-19,16.25,16.25,15.79,15.84,10061000
General Electric Company,GE,1999-03-19,95.58,96.87,95.42,96.07,5828496
International Business Machines Corporation,IBM,1999-03-19,43.56,43.9,41.43,41.57,20393653
"Citigroup, Inc.",C,1999-03-19,169.25,169.89,166.01,166.49,1830020
The Boeing Company,BA,1999-03-19,22.46,22.58,21.74,21.74,6185100
AT&T Corp.,ATT.L,1999-03-19,15.85,15.85,15.85,15.85,0
"American International Group,Inc.",AIG,1999-03-19,745.91,767.59,739.6,749.06,341203
Fannie Mae,FNMA,1999-03-19,56.41,56.61,54.85,55.0,3165600
Morgan Stanley Dean Witter & Co.,MS,1999-03-19,25.13,25.34,24.17,24.57,4311000
"Motorola, Inc.",MSI,1999-03-19,61.88,63.09,59.82,60.72,3166136
The Kroger Company,KR,1999-03-19,12.15,12.29,12.01,12.02,4895200
"Merck & Co., Inc.",MRK,1999-03-19,32.42,32.46,31.95,31.95,6392276
Chevron Corporation,CVX,1999-03-19,16.19,16.36,16.12,16.29,4296000
Intel Corporation,INTC,1999-03-19,17.58,17.64,16.86,16.88,71022800
Lockheed Martin Corporation,LMT,1999-03-19,20.98,21.14,20.69,20.92,1278900
The Allstate Corporation,ALL,1999-03-19,21.07,21.07,20.08,20.35,2161900
"ConAgra, Inc.",CAG,1999-03-19,9.28,9.28,8.96,8.96,1495226
Johnson & Johnson,JNJ,1999-03-19,22.91,23.23,22.81,23.07,7219800
The Walt Disney Company,DIS,1999-03-19,26.68,26.96,26.26,26.4,5641156
"PepsiCo, Inc.",PEP,1999-03-19,20.75,20.78,20.46,20.52,4516600
First Union Corporation,FHN,1999-03-19,18.53,18.55,18.1,18.1,379428
CIGNA Corporation,CI,1999-03-19,22.58,22.89,22.41,22.72,1654500
"Caterpillar, Inc.",CAT,1999-03-19,11.91,12.15,11.86,11.91,3062800
McKesson HBOC Inc.,MCK,1999-03-19,54.24,56.18,53.68,53.84,1880200
Loews Corporation,L,1999-03-19,11.27,11.27,10.99,11.01,2800200
Wells Fargo & Co.,WFC,1999-03-19,9.48,9.52,9.33,9.38,10638000
Xerox Corporation,XRX,1999-03-19,61.45,61.66,59.27,59.84,871825
American Express Company,AXP,1999-03-19,26.46,26.51,25.05,25.18,8540043
International Paper Company,IP,1999-03-19,17.31,17.56,17.0,17.12,3021752
J.P. Morgan & Co. Incorporated,JPM,1999-03-19,26.43,26.67,25.58,25.66,6128850
Freddie Mac,FMCC,1999-03-19,48.39,48.86,46.55,46.75,2459400
Duke Energy Corporation,DUK,1999-03-19,15.09,15.25,15.03,15.06,1072908
"AutoNation, Inc.",AN,1999-03-19,12.02,12.02,11.57,11.62,599600
United Health Care Corporation,UNH,1999-03-19,5.28,5.32,5.23,5.23,7756000
Halliburton Company,HAL,1999-03-19,12.28,12.34,11.93,12.12,5486400
Electronic Data Systems Corporation,EA,1999-03-19,11.92,11.92,11.3,11.33,5844400
Archer Daniels Midland Company,ADM,1999-03-19,7.35,7.41,7.05,7.08,2627230
"Cardinal Health, Inc.",CAH,1999-03-19,22.66,22.77,21.76,21.76,1245450
FDX Corporation,FDX,1999-03-19,40.24,40.39,38.63,38.63,3607200
"Federated Department Stores, Inc.",FHI,1999-03-19,3.89,3.89,3.72,3.72,281700
"Alcoa, Inc.",AA,1999-03-19,34.44,35.76,34.44,35.76,1379609
Sysco Corporation,SYY,1999-03-19,7.12,7.14,6.99,7.06,1388600
CVS Corporation,CVS,1999-03-19,16.19,16.19,15.42,15.66,4185600
