company,ticker,date,open,high,low,close,volume
Walmart,WMT,2016-09-27,20.46,20.62,20.36,20.57,19033200
Exxon Mobil,XOM,2016-09-27,54.69,55.19,54.5,55.12,9595000
Apple,APLE,2016-09-27,11.46,11.48,11.34,11.38,944100
McKesson,MCK,2016-09-27,153.69,155.39,153.69,154.79,1192400
UnitedHealth Group,UNH,2016-09-27,121.67,122.41,120.54,122.37,3048600
CVS Health,CVS,2016-09-27,67.77,68.27,67.69,68.06,4196100
General Motors,GM,2016-09-27,26.58,26.74,26.38,26.43,14465300
Ford Motor,F,2016-09-27,7.34,7.38,7.28,7.31,28965800
AT&T,ATT.L,2016-09-27,74.35,74.36,73.81,74.35,171520
General Electric,GE,2016-09-27,128.45,130.06,127.89,129.67,5319193
Verizon,VZ,2016-09-27,32.08,32.29,31.89,32.19,8259000
Chevron,CVX,2016-09-27,66.23,67.19,65.93,66.73,6476100
Costco,COST,2016-09-27,128.48,128.78,127.27,127.66,2569000
Fannie Mae,FNMA,2016-09-27,1.71,1.8,1.7,1.79,3868700
Kroger,KR,2016-09-27,24.8,24.9,24.63,24.68,9877300
HP,HP,2016-09-27,36.12,37.17,35.89,37.01,2148100
Cardinal Health,CAH,2016-09-27,58.48,59.6,58.41,59.57,2649100
Express Scripts Holding,ESH.BE,2016-09-27,7.07,7.07,7.07,7.07,0
J.P. Morgan Chase,JPM,2016-09-27,51.01,51.79,50.78,51.75,13711400
Boeing,BA,2016-09-27,119.88,121.21,119.48,120.82,1939000
Microsoft,MSFT,2016-09-27,50.87,51.88,50.65,51.78,28065100
Bank of America Corp.,BAC,2016-09-27,12.26,12.53,12.1,12.49,81992600
Wells Fargo,WFC,2016-09-27,34.57,34.81,34.47,34.8,24359000
Home Depot,HD,2016-09-27,101.37,102.32,101.01,102.19,4433600
Citigroup,C,2016-09-27,34.2,34.93,33.93,34.84,16165700
Phillips 66,PSX,2016-09-27,55.53,56.1,55.46,55.81,2274600
IBM,IBM,2016-09-27,99.26,100.84,98.94,100.84,3124611
Valero Energy,VLO,2016-09-27,37.44,38.24,37.12,38.06,5952000
Procter & Gamble,PG,2016-09-27,68.56,69.14,68.24,68.79,65150800
Alphabet,GOOGL,2016-09-27,39.82,40.4,39.82,40.26,27346000
Comcast,CMCSA,2016-09-27,26.29,26.55,26.23,26.46,17256000
Target,TGT,2016-09-27,51.79,52.13,51.55,51.97,5778400
Johnson & Johnson,JNJ,2016-09-27,92.24,92.88,91.71,92.88,5349500
MetLife,MET,2016-09-27,28.14,28.55,27.9,28.5,6635508
Archer Daniels Midland,ADM,2016-09-27,31.66,31.85,31.44,31.84,2363700
Marathon Petroleum,MPC,2016-09-27,30.9,31.55,30.63,31.41,4728400
Freddie Mac,FMCC,2016-09-27,1.6,1.67,1.59,1.65,935100
PepsiCo,PEP,2016-09-27,81.96,82.34,81.47,82.05,3779300
Lowe's,X1G.PA,2016-09-27,235.42,235.42,235.42,235.42,0
UPS,UPS,2016-09-27,77.24,78.22,77.0,78.06,2466000
AIG,AIG,2016-09-27,46.29,46.92,46.1,46.58,5388300
Prudential Financial,PRU,2016-09-27,51.9,53.11,51.65,53.07,2704000
Intel,INTC,2016-09-27,29.9,30.16,29.68,30.13,22391600
Humana,HUM.ST,2016-09-27,74.72,75.68,73.77,74.72,8260
Disney,DIS,2016-09-27,85.93,86.16,85.53,85.73,9167400
Cisco Systems,CSCO,2016-09-27,23.44,23.83,23.34,23.73,18045400
Pfizer,PFIZER.NS,2016-09-27,1663.69,1663.69,1604.99,1640.7,39341
Sysco,SYY,2016-09-27,38.74,39.02,38.61,38.87,3360400
FedEx,FDX,2016-09-27,151.66,153.72,151.22,153.67,2133200
Caterpillar,CAT,2016-09-27,66.4,66.96,65.98,66.96,4295600
Lockheed Martin,LMT,2016-09-27,193.85,194.63,193.27,193.66,946500
New York Life Insurance,601336.SS,2016-09-27,32.21,32.62,32.08,32.5,3996251
Energy Transfer Equity,ET,2016-09-27,7.68,7.68,7.43,7.56,5207700
Tyson Foods,TSN,2016-09-27,60.51,60.69,60.07,60.35,1986300
American Airlines Group,AAL,2016-09-27,33.72,34.83,33.64,34.7,5068900
Delta Air Lines,DAL,2016-09-27,34.0,35.12,33.98,35.08,9596600
Johnson Controls,JCI,2016-09-27,32.04,32.58,31.54,32.53,9300800
Best Buy,BBY,2016-09-27,27.57,28.06,27.54,28.01,3482900
Merck,MRK,2016-09-27,45.1,45.38,44.75,45.29,7693158
Goldman Sachs Group,GS,2016-09-27,133.26,135.53,132.52,135.06,2602700
Honeywell International,HON,2016-09-27,85.8,86.38,85.46,86.2,4105692
Oracle,ORCL,2016-09-27,33.83,34.34,33.79,34.18,10644600
Morgan Stanley,MS,2016-09-27,23.65,24.16,23.49,24.05,9753500
Cigna,CI,2016-09-27,119.59,121.22,119.35,121.05,883200
United Continental Holdings,UAL,2016-09-27,49.5,50.79,49.4,50.41,3750600
Allstate,ALL,2016-09-27,55.91,56.53,55.86,56.44,1747900
TIAA,TILIX,2016-09-27,12.12,12.12,12.12,12.12,0
American Express,AXP,2016-09-27,56.17,56.6,55.86,56.47,3916300
Gilead Sciences,GILD,2016-09-27,57.06,57.48,56.58,57.01,13214300
General Dynamics,GD,2016-09-27,125.4,127.02,125.26,126.68,1413000
TJX,TJX,2016-09-27,33.03,33.14,32.88,33.01,5677600
ConocoPhillips,COP,2016-09-27,29.66,29.71,29.26,29.58,7796400
Nike,NKE,2016-09-27,48.45,49.61,48.14,49.43,17945200
World Fuel Services,WFK.BE,2016-09-27,35.08,35.08,34.43,34.67,0
3M,MMM,2016-09-27,107.72,108.59,107.7,108.14,2910586
Mondelez International,MDLZ,2016-09-27,35.14,35.14,34.63,34.96,8302200
Exelon,EXC,2016-09-27,17.96,18.03,17.59,17.62,6681511
Deere,DE,2016-09-27,71.77,72.06,71.41,71.63,2797900
Time Warner,T,2016-09-27,16.06,16.24,15.99,16.15,24414825
Northwestern Mutual,NWE,2016-09-27,41.26,41.42,40.51,40.65,318800
