company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2010-06-03,12.53,12.62,12.47,12.53,31527300
Exxon Mobil Corporation,XOM,2010-06-03,33.99,34.42,33.64,34.17,32383700
Chevron Corporation,CVX,2010-06-03,40.1,40.15,39.28,39.69,14278800
General Electric Company,GE,2010-06-03,57.35,57.6,56.73,57.49,10816417
Bank of America Corporation,BAC,2010-06-03,12.46,12.54,12.25,12.34,124229100
ConocoPhillips,COP,2010-06-03,23.52,23.54,22.97,23.18,18174733
AT&T Inc.,ATT.L,2010-06-03,28.65,28.65,28.65,28.75,56890
Ford Motor Company,F,2010-06-03,6.18,6.25,6.07,6.15,79568700
J.P. Morgan Chase & Co.,JPM,2010-06-03,26.59,26.64,25.76,26.08,30950400
"Citigroup, Inc.",C,2010-06-03,29.38,29.9,29.16,29.38,71405630
Verizon Communications Inc.,VZ,2010-06-03,11.78,11.83,11.69,11.76,16961282
McKesson Corporation,MCK,2010-06-03,62.44,63.32,62.44,63.13,2663600
"American International Group,Inc.",AIG,2010-06-03,22.23,22.53,21.83,22.24,4324400
"Cardinal Health, Inc.",CAH,2010-06-03,23.46,24.05,23.46,23.91,3563600
CVS Caremark Corporation,CVS,2010-06-03,24.12,24.22,23.67,24.05,7212900
Wells Fargo & Company,WFC,2010-06-03,19.44,19.51,18.88,19.1,30888500
International Business Machines Corporation,IBM,2010-06-03,70.97,71.23,70.25,71.09,6950984
UnitedHealth Group Incorporated,UNH,2010-06-03,23.62,24.07,23.41,24.04,8064800
The Kroger Company,KR,2010-06-03,7.5,7.56,7.38,7.46,14333600
Costco Wholesale Corporation,COST,2010-06-03,41.59,42.26,40.93,41.38,7219000
Valero Energy Corporation,VLO,2010-06-03,9.8,10.01,9.72,9.98,11537324
The Boeing Company,BA,2010-06-03,51.17,51.17,50.12,50.75,3775600
"The Home Depot, Inc.",THD,2010-06-03,30.11,30.25,29.86,30.15,431200
Target Corporation,TGT,2010-06-03,35.71,35.89,35.01,35.3,5819900
Johnson & Johnson,JNJ,2010-06-03,38.3,38.46,38.08,38.22,14254200
Microsoft Corporation,MSFT,2010-06-03,20.02,20.31,19.92,20.26,67837000
"The Goldman Sachs Group, Inc.",TGS,2010-06-03,1.56,1.57,1.53,1.55,8900
Pfizer Inc.,PFIZER.NS,2010-06-03,657.17,665.32,655.91,662.46,1881
"Lowe's Companies, Inc.",LOW,2010-06-03,18.39,18.58,18.11,18.38,12868800
"United Parcel Service, Inc.",UPS,2010-06-03,37.2,37.56,36.91,37.36,3619700
Lockheed Martin Corporation,LMT,2010-06-03,49.75,50.06,49.45,49.68,1797900
Best Buy Co. Inc.,BBY,2010-06-03,24.32,24.52,23.78,24.21,6389500
The Dow Chemical Company,TDC,2010-06-03,32.32,33.13,32.05,32.84,3225100
Sears Holdings Corporation,SRSCQ,2010-06-03,11.25,11.25,11.24,11.24,2017
"PepsiCo, Inc.",PEP,2010-06-03,40.34,40.43,40.02,40.26,6448400
"MetLife, Inc.",MET,2010-06-03,22.9,23.22,22.53,22.85,5840683
Kraft Foods Inc.,1959.T,2010-06-03,342.06,347.57,339.99,340.68,72000
Freddie Mac,FMCC,2010-06-03,1.24,1.24,1.2,1.21,7054700
Sysco Corporation,SYY,2010-06-03,19.41,19.51,19.23,19.37,3216300
The Walt Disney Company,DIS,2010-06-03,29.92,30.07,29.39,29.74,17752500
"Cisco Systems, Inc.",CSCO,2010-06-03,15.28,15.46,15.14,15.43,49009800
Comcast Corporation,CMCSA,2010-06-03,6.54,6.58,6.47,6.56,34528600
FedEx Corporation,FDX,2010-06-03,69.84,70.68,68.86,69.96,2195100
Northrop Grumman Corporation,NOC,2010-06-03,40.5,41.11,40.25,40.42,2052352
Intel Corporation,INTC,2010-06-03,14.43,14.46,14.11,14.39,54614400
"Prudential Financial, Inc.",PRU,2010-06-03,32.54,32.84,31.94,32.26,3343000
Caterpillar Inc.,CAT,2010-06-03,42.35,42.4,41.08,41.55,8982700
Sprint Nextel Corporation,SIX.AX,2010-06-03,2.17,2.17,2.17,2.17,943
The Allstate Corporation,ALL,2010-06-03,21.56,21.64,21.27,21.42,3403500
General Dynamics Corporation,GD,2010-06-03,47.52,48.15,47.14,47.43,2219600
Morgan Stanley,MS,2010-06-03,19.38,19.44,18.86,19.06,10481400
Liberty Mutual Holding Company Inc.,LBTYA,2010-06-03,5.72,5.9,5.69,5.78,15772353
Honeywell International Inc.,HON,2010-06-03,27.66,27.93,27.56,27.82,3856292
Abbott Laboratories,ABT,2010-06-03,16.4,16.42,16.3,16.39,9053564
Fannie Mae,FNMA,2010-06-03,0.96,0.97,0.93,0.94,8807400
Time Warner Inc.,T,2010-06-03,6.19,6.2,6.12,6.17,31180730
"Johnson Controls, Inc.",JCI,2010-06-03,12.14,12.23,12.03,12.19,8825729
"Delta Air Lines, Inc.",DAL,2010-06-03,12.25,12.53,12.13,12.34,10460200
"Merck & Co., Inc.",MRK,2010-06-03,19.54,19.62,19.29,19.46,13739385
"Tyson Foods, Inc.",TSN,2010-06-03,13.23,13.58,13.1,13.57,5434900
American Express Company,AXP,2010-06-03,33.15,33.2,32.25,32.53,8858400
Massachusetts Financial Group,MFG.AX,2010-06-03,0.49,0.49,0.49,0.49,8401
Philip Morris International Inc.,PM,2010-06-03,21.75,21.89,21.57,21.73,6411200
The Hartford Financial Services Group Inc.,HFF.BE,2010-06-03,14.58,14.58,14.58,14.58,0
"The Travelers Companies, Inc.",TTC,2010-06-03,11.05,11.18,11.0,11.14,1039600
