company,ticker,date,open,high,low,close,volume
Ford Motor Company,F,1997-09-24,5.94,5.96,5.86,5.87,7591947
Exxon Corporation,XOM,1997-09-24,13.63,13.75,13.41,13.42,5033600
"Wal-Mart Stores, Inc.",WMT,1997-09-24,3.93,3.95,3.85,3.87,18080400
General Electric Company,GE,1997-09-24,57.93,59.28,57.19,57.35,2730990
International Business Machines Corporation,IBM,1997-09-24,25.35,25.49,24.76,24.79,6402984
AT&T Corp.,ATT.L,1997-09-24,12.4,12.4,12.4,12.4,0
Chevron Corporation,CVX,1997-09-24,15.2,15.27,15.01,15.05,2448600
"PepsiCo, Inc.",PEP,1997-09-24,17.87,18.53,17.87,18.27,6417000
"American International Group,Inc.",AIG,1997-09-24,438.58,440.94,432.56,432.56,147853
"Motorola, Inc.",MSI,1997-09-24,57.73,58.04,57.37,57.57,2735295
Lockheed Martin Corporation,LMT,1997-09-24,27.8,28.15,27.7,27.8,1028000
The Kroger Company,KR,1997-09-24,5.16,5.17,4.97,5.03,4923600
Fannie Mae,FNMA,1997-09-24,36.93,37.38,36.39,36.44,2234600
"ConAgra, Inc.",CAG,1997-09-24,9.88,10.1,9.87,10.0,981226
The Allstate Corporation,ALL,1997-09-24,19.7,20.22,19.69,19.85,2422200
The Boeing Company,BA,1997-09-24,34.14,34.57,34.14,34.25,3957400
Johnson & Johnson,JNJ,1997-09-24,14.67,14.8,14.47,14.56,4913800
Travelers Group Inc.,TRV,1997-09-24,19.75,19.84,19.59,19.61,348400
Intel Corporation,INTC,1997-09-24,14.01,14.03,13.5,13.53,60664800
International Paper Company,IP,1997-09-24,19.43,19.49,19.16,19.25,1819797
Loews Corporation,L,1997-09-24,15.15,15.24,15.05,15.1,1761600
"Merck & Co., Inc.",MRK,1997-09-24,18.85,18.98,18.36,18.37,7153438
Xerox Corporation,XRX,1997-09-24,42.99,43.47,42.51,42.78,928181
CIGNA Corporation,CI,1997-09-24,17.15,17.18,16.77,16.78,1083600
The Walt Disney Company,DIS,1997-09-24,19.67,19.91,19.6,19.6,3052914
American Express Company,AXP,1997-09-24,16.37,16.62,16.25,16.37,5245630
"Caterpillar, Inc.",CAT,1997-09-24,13.67,13.79,13.31,13.34,2345800
J.P. Morgan & Co. Incorporated,JPM,1997-09-24,17.67,18.02,17.67,17.77,5812500
Digital Equipment Corporation,GEN,1997-09-24,0.99,1.0,0.98,0.99,8553600
Rockwell International Corporation,ROK,1997-09-24,9.02,9.14,8.85,8.94,300000
Minnesota Mining & Manufacturing Company,MMM,1997-09-24,16.99,17.26,16.78,16.85,2484092
McKesson Corporation,MCK,1997-09-24,41.95,41.98,41.07,41.1,756800
SYSCO Corporation,SYY,1997-09-24,4.56,4.62,4.52,4.55,1382400
Archer Daniels Midland Company,ADM,1997-09-24,10.41,10.68,10.33,10.43,3398799
Morgan Stanley Group,MS,1997-09-24,13.42,13.8,13.42,13.52,4215000
Alcoa,AA,1997-09-24,33.85,33.96,33.18,33.26,592759
The Goodyear Tire & Rubber Company,TGT,1997-09-24,9.11,9.21,8.98,9.0,3148800
