company,ticker,date,open,high,low,close,volume
Exxon Mobil Corporation,XOM,2001-06-01,20.24,20.26,20.05,20.23,7832400
"Wal-Mart Stores, Inc.",WMT,2001-06-01,11.05,11.25,11.03,11.09,12465300
Ford Motor Company,F,2001-06-01,10.32,10.45,10.23,10.45,5374400
General Electric Company,GE,2001-06-01,129.04,130.15,126.44,129.07,2808467
"Citigroup, Inc.",C,2001-06-01,272.24,278.29,270.32,275.1,1230230
International Business Machines Corporation,IBM,2001-06-01,56.07,56.62,55.77,56.27,5375289
AT&T Corp.,ATT.L,2001-06-01,39.3,39.3,39.3,39.3,0
Verizon Communications Inc.,VZ,2001-06-01,14.88,15.0,14.61,14.86,4536414
Philip Morris Companies Inc.,TABAK.PR,2001-06-01,568.22,579.41,568.22,572.01,400
J.P. Morgan Chase & Co.,JPM,2001-06-01,24.29,24.29,23.87,24.11,6006400
Bank of America Corporation,BAC,2001-06-01,16.36,16.36,15.95,15.98,11831400
The Boeing Company,BA,2001-06-01,41.33,43.08,41.33,42.71,3301500
Duke Energy Corporation,DUK,2001-06-01,25.36,25.36,24.41,24.84,1135146
The Kroger Company,KR,2001-06-01,8.71,8.89,8.65,8.8,4475200
Chevron Corporation,CVX,2001-06-01,19.17,19.23,19.01,19.15,3514600
"American International Group,Inc.",AIG,2001-06-01,966.24,969.21,948.9,951.27,157385
Morgan Stanley Dean Witter & Co.,MS,2001-06-01,32.11,32.55,31.66,32.3,3762800
Fannie Mae,FNMA,2001-06-01,68.94,68.94,67.89,68.82,3246800
"Merck & Co., Inc.",MRK,2001-06-01,27.79,28.76,27.79,28.64,5066451
"Motorola, Inc.",MSI,2001-06-01,37.22,37.58,36.33,36.5,2014656
McKesson HBOC Inc.,MCK,2001-06-01,28.74,28.79,28.16,28.41,839600
Target Corporation,TGT,2001-06-01,22.63,22.85,22.22,22.51,2356600
Intel Corporation,INTC,2001-06-01,15.52,16.55,15.48,16.37,60601900
"Goldman Sachs Group, Inc.",GS,2001-06-01,67.17,68.02,66.05,68.02,1920900
Conoco,COP,2001-06-01,11.23,11.25,11.14,11.21,3546558
Costco Wholesale Corporation,COST,2001-06-01,26.2,26.58,25.05,25.91,6726600
MetLife Inc.,MET,2001-06-01,15.56,15.76,15.47,15.74,858891
Freddie Mac,FMCC,2001-06-01,55.67,56.2,54.92,56.2,2672600
"Cardinal Health, Inc.",CAH,2001-06-01,32.58,32.65,32.09,32.63,862300
"United Parcel Service of America, Inc.",UPS,2001-06-01,28.98,29.08,28.59,28.76,861400
"Reliant Energy, Incorporated",RELIANCE.NS,2001-06-01,21.62,21.68,20.79,20.91,43078103
Johnson & Johnson,JNJ,2001-06-01,25.3,25.62,25.2,25.57,7994600
The Allstate Corporation,ALL,2001-06-01,24.99,24.99,23.78,23.89,4399000
International Paper Company,IP,2001-06-01,15.09,15.5,14.72,15.41,2596116
Wells Fargo & Co.,WFC,2001-06-01,11.93,12.07,11.83,12.04,5162600
The Walt Disney Company,DIS,2001-06-01,24.23,24.37,23.9,24.31,3542119
"ConAgra Foods, Incorporated",CAG,2001-06-01,6.78,6.78,6.59,6.7,1758266
Lockheed Martin Corporation,LMT,2001-06-01,20.51,20.64,20.27,20.57,903000
Honeywell International Inc.,HON,2001-06-01,24.71,24.91,24.25,24.75,3065024
First Union Corporation,FHN,2001-06-01,17.28,17.47,17.23,17.36,264469
American Express Company,AXP,2001-06-01,26.23,26.44,25.84,26.39,3853993
Southern Company,SO,2001-06-01,7.79,7.79,7.65,7.69,1466100
"Alcoa, Inc.",AA,2001-06-01,75.31,76.99,74.46,75.96,1425260
Microsoft Corporation,MSFT,2001-06-01,21.26,21.59,20.98,21.48,57587600
"AutoNation, Inc.",AN,2001-06-01,11.6,11.61,11.08,11.28,798100
El Paso Corporation,EL.PA,2001-06-01,10.46,10.55,10.4,10.44,1327895
"UnitedHealth Group, Incorporated",UNH,2001-06-01,11.19,11.19,10.92,11.08,9252800
Loews Corporation,L,2001-06-01,19.63,19.64,19.31,19.35,696300
"PepsiCo, Inc.",PEP,2001-06-01,23.67,23.77,23.54,23.7,2005700
"Caterpillar, Inc.",CAT,2001-06-01,14.72,14.97,14.62,14.91,3008000
CVS Corporation,CVS,2001-06-01,17.59,17.62,17.33,17.48,2792600
