company,ticker,date,open,high,low,close,volume
Exxon Mobil Corporation,XOM,2009-10-12,37.86,38.4,37.82,38.2,16233800
"Wal-Mart Stores, Inc.",WMT,2009-10-12,11.92,11.96,11.79,11.82,49072800
Chevron Corporation,CVX,2009-10-12,38.24,38.71,38.21,38.49,6790200
ConocoPhillips,COP,2009-10-12,22.28,22.45,22.12,22.22,12099304
General Electric Company,GE,2009-10-12,56.46,56.91,56.15,56.35,12233295
Ford Motor Company,F,2009-10-12,3.7,4.03,3.68,3.92,152372700
AT&T Inc.,ATT.L,2009-10-12,24.4,24.8,24.4,24.85,105180
Valero Energy Corporation,VLO,2009-10-12,10.54,10.7,10.36,10.37,10307449
Bank of America Corporation,BAC,2009-10-12,13.75,14.05,13.64,14.05,139972400
"Citigroup, Inc.",C,2009-10-12,34.65,35.62,34.43,35.39,36251950
International Business Machines Corporation,IBM,2009-10-12,68.72,69.63,68.58,69.59,8086103
McKesson Corporation,MCK,2009-10-12,54.47,54.54,53.44,53.92,2704700
J.P. Morgan Chase & Co.,JPM,2009-10-12,30.86,30.89,30.18,30.67,24220600
Verizon Communications Inc.,VZ,2009-10-12,12.07,12.09,11.88,11.98,17687914
"Cardinal Health, Inc.",CAH,2009-10-12,18.18,18.18,17.87,18.0,3502600
CVS Caremark Corporation,CVS,2009-10-12,24.89,24.89,24.7,24.8,4722900
UnitedHealth Group Incorporated,UNH,2009-10-12,19.49,20.04,19.49,19.81,13952400
The Kroger Company,KR,2009-10-12,8.32,8.45,8.32,8.37,24582600
Costco Wholesale Corporation,COST,2009-10-12,41.3,41.62,40.87,41.06,2915700
"The Home Depot, Inc.",THD,2009-10-12,28.91,29.01,28.75,28.95,159000
Target Corporation,TGT,2009-10-12,32.08,32.56,31.78,31.82,7273000
Johnson & Johnson,JNJ,2009-10-12,38.62,39.15,38.6,39.01,12697200
Morgan Stanley,MS,2009-10-12,22.53,22.72,22.21,22.43,11137800
The Boeing Company,BA,2009-10-12,40.68,40.73,39.69,39.9,3974100
Microsoft Corporation,MSFT,2009-10-12,19.09,19.26,19.01,19.14,29145800
The Dow Chemical Company,TDC,2009-10-12,27.45,27.94,27.34,27.58,878200
"MetLife, Inc.",MET,2009-10-12,20.8,20.81,20.4,20.58,4436949
"The Goldman Sachs Group, Inc.",TGS,2009-10-12,1.49,1.62,1.49,1.56,20900
Wells Fargo & Company,WFC,2009-10-12,19.43,20.11,19.17,19.94,52504500
"United Parcel Service, Inc.",UPS,2009-10-12,32.48,32.7,32.2,32.41,2179200
Caterpillar Inc.,CAT,2009-10-12,35.97,35.98,35.18,35.34,6686100
Pfizer Inc.,PFIZER.NS,2009-10-12,537.9,553.44,537.9,550.02,2467
"Lowe's Companies, Inc.",LOW,2009-10-12,15.65,15.87,15.58,15.62,10092500
Time Warner Inc.,T,2009-10-12,6.14,6.17,6.09,6.11,34488214
Sears Holdings Corporation,SRSCQ,2009-10-12,7.52,7.52,7.52,7.52,0
"PepsiCo, Inc.",PEP,2009-10-12,37.56,38.14,37.45,37.86,6178100
Lockheed Martin Corporation,LMT,2009-10-12,45.82,45.83,45.07,45.28,4642300
Best Buy Co. Inc.,BBY,2009-10-12,23.14,23.5,23.01,23.36,4684500
"Cisco Systems, Inc.",CSCO,2009-10-12,15.66,15.76,15.37,15.47,32797500
"Johnson Controls, Inc.",JCI,2009-10-12,11.43,11.52,11.34,11.42,3560646
FedEx Corporation,FDX,2009-10-12,64.85,65.04,64.05,64.5,1518400
The Walt Disney Company,DIS,2009-10-12,24.32,24.69,24.13,24.26,6960000
Intel Corporation,INTC,2009-10-12,13.1,13.27,13.01,13.11,65087300
Sysco Corporation,SYY,2009-10-12,15.9,16.03,15.86,15.97,4333200
Honeywell International Inc.,HON,2009-10-12,23.5,23.59,23.37,23.43,4709993
Sprint Nextel Corporation,SIX.AX,2009-10-12,2.54,2.54,2.54,2.54,248
Comcast Corporation,CMCSA,2009-10-12,5.46,5.5,5.35,5.39,30178800
Northrop Grumman Corporation,NOC,2009-10-12,33.34,33.46,32.99,33.13,1176978
American Express Company,AXP,2009-10-12,27.89,28.2,27.76,27.91,6446700
"Motorola, Inc.",MSI,2009-10-12,26.57,26.89,26.22,26.38,4292616
"Plains All American Pipeline, L.P.",PAA,2009-10-12,7.87,7.94,7.85,7.9,416200
Abbott Laboratories,ABT,2009-10-12,16.92,16.92,16.71,16.77,15206336
The Allstate Corporation,ALL,2009-10-12,22.29,22.32,21.89,22.03,3630900
General Dynamics Corporation,GD,2009-10-12,45.68,45.82,44.98,45.22,1077700
"Prudential Financial, Inc.",PRU,2009-10-12,27.61,27.69,27.03,27.24,2047600
Liberty Mutual Holding Company Inc.,LBTYA,2009-10-12,4.89,4.95,4.77,4.82,6247042
Deere & Company,DE,2009-10-12,31.91,32.16,31.02,31.32,4882300
"Tyson Foods, Inc.",TSN,2009-10-12,9.47,9.57,9.43,9.45,2270800
"Alcoa, Inc.",AA,2009-10-12,30.4,30.64,30.09,30.19,11298002
Murphy Oil Corporation,MUR,2009-10-12,30.74,31.13,30.59,30.76,1224122
Philip Morris International Inc.,PM,2009-10-12,23.76,23.84,23.61,23.8,3310400
Emerson Electric Co.,EMR,2009-10-12,25.23,25.45,25.09,25.28,3229300
3M Company,MMM,2009-10-12,38.49,38.86,38.3,38.51,2876858
International Paper Company,IP,2009-10-12,11.88,12.05,11.78,11.89,3027213
Occidental Petroleum Corporation,OXY,2009-10-12,48.5,49.32,48.41,49.04,4943316
"The Travelers Companies, Inc.",TTC,2009-10-12,7.76,7.8,7.7,7.75,816400
