company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2007-09-05,9.91,9.91,9.71,9.73,92355300
Exxon Mobil Corporation,XOM,2007-09-05,45.46,45.71,45.13,45.62,21354800
Chevron Corporation,CVX,2007-09-05,43.29,43.38,42.96,43.24,9141400
ConocoPhillips,COP,2007-09-05,33.8,33.8,33.09,33.36,13089051
General Electric Company,GE,2007-09-05,119.76,120.38,118.77,119.7,7830358
Ford Motor Company,F,2007-09-05,4.06,4.1,3.98,4.0,21248300
"Citigroup, Inc.",C,2007-09-05,323.19,323.19,317.58,318.48,3525000
Bank of America Corporation,BAC,2007-09-05,35.54,35.54,35.07,35.32,27360000
"American International Group,Inc.",AIG,2007-09-05,813.21,814.69,806.05,808.39,536690
J.P. Morgan Chase & Co.,JPM,2007-09-05,28.09,28.18,27.61,27.67,15556800
Verizon Communications Inc.,VZ,2007-09-05,15.54,15.54,15.18,15.31,13728613
International Business Machines Corporation,IBM,2007-09-05,62.07,62.42,61.58,62.28,6857053
Valero Energy Corporation,VLO,2007-09-05,36.39,36.96,36.36,36.84,7040328
McKesson Corporation,MCK,2007-09-05,49.23,49.49,48.62,49.15,1816200
"Cardinal Health, Inc.",CAH,2007-09-05,31.24,31.3,30.94,31.1,3838200
Morgan Stanley,MS,2007-09-05,42.43,42.45,41.43,41.86,8051200
UnitedHealth Group Incorporated,UNH,2007-09-05,39.07,39.18,38.5,38.62,6183800
"Altria Group, Inc.",MO,2007-09-05,6.91,6.94,6.84,6.9,16396600
"The Goldman Sachs Group, Inc.",TGS,2007-09-05,3.07,3.15,2.96,3.15,17400
The Kroger Company,KR,2007-09-05,9.4,9.51,9.12,9.19,8921400
AT&T Inc.,ATT.L,2007-09-05,23.0,23.4,23.0,23.05,524700
The Boeing Company,BA,2007-09-05,69.52,71.37,68.66,69.99,10775200
Costco Wholesale Corporation,COST,2007-09-05,40.26,41.11,40.01,40.78,13475000
Target Corporation,TGT,2007-09-05,39.59,39.84,38.33,38.55,7801300
Johnson & Johnson,JNJ,2007-09-05,36.35,36.42,36.12,36.24,11283800
"MetLife, Inc.",MET,2007-09-05,33.88,34.03,33.47,33.72,4017097
Pfizer Inc.,PFIZER.NS,2007-09-05,427.35,427.35,399.29,403.23,7174
Wells Fargo & Company,WFC,2007-09-05,22.05,22.27,21.59,21.98,13896400
"United Parcel Service, Inc.",UPS,2007-09-05,41.04,41.13,40.64,40.81,3993400
"Lowe's Companies, Inc.",LOW,2007-09-05,21.97,22.13,21.49,21.72,10006200
"Lehman Brothers Holdings, Inc.",LEHNQ,2007-09-05,20.22,20.27,20.14,20.27,1900
Time Warner Inc.,T,2007-09-05,8.18,8.18,8.02,8.1,28236683
Microsoft Corporation,MSFT,2007-09-05,20.47,20.53,20.31,20.35,47669800
Freddie Mac,FMCC,2007-09-05,58.66,59.82,57.44,57.73,6764500
"Motorola, Inc.",MSI,2007-09-05,52.44,53.29,52.38,52.65,4553643
"Caterpillar, Inc.",CAT,2007-09-05,47.51,47.95,46.77,47.07,4675700
Lockheed Martin Corporation,LMT,2007-09-05,57.28,57.68,56.6,57.46,2132500
The Allstate Corporation,ALL,2007-09-05,35.39,35.47,35.12,35.28,2780700
Intel Corporation,INTC,2007-09-05,15.77,15.9,15.65,15.77,59594700
"PepsiCo, Inc.",PEP,2007-09-05,39.87,40.11,39.17,39.94,4537400
The Walt Disney Company,DIS,2007-09-05,27.94,28.15,27.85,28.1,10641700
Sysco Corporation,SYY,2007-09-05,19.42,19.57,19.16,19.2,2526500
"Prudential Financial, Inc.",PRU,2007-09-05,45.43,45.7,44.52,45.2,2355200
"Johnson Controls, Inc.",JCI,2007-09-05,13.8,13.8,13.46,13.56,5455084
FedEx Corporation,FDX,2007-09-05,90.05,90.49,89.22,90.06,1302900
Honeywell International Inc.,HON,2007-09-05,33.17,33.47,32.61,32.8,5992271
"Alcoa, Inc.",AA,2007-09-05,73.33,73.89,71.85,72.77,4295547
Best Buy Co. Inc.,BBY,2007-09-05,25.21,25.21,24.74,25.02,7234400
Northrop Grumman Corporation,NOC,2007-09-05,47.62,47.91,47.22,47.33,1239956
"Federated Department Stores, Inc.",FHI,2007-09-05,13.36,13.38,13.01,13.18,655900
"Cisco Systems, Inc.",CSCO,2007-09-05,20.88,21.01,20.76,20.96,53359500
American Express Company,AXP,2007-09-05,45.23,45.36,44.49,44.71,6854500
The Hartford Financial Services Group Inc.,HFF.BE,2007-09-05,46.28,46.28,46.28,46.28,0
Comcast Corporation,CMCSA,2007-09-05,8.84,8.9,8.76,8.85,26114000
"Tyson Foods, Inc.",TSN,2007-09-05,14.46,14.82,13.75,13.86,6541900
"The Travelers Companies, Inc.",TTC,2007-09-05,11.52,11.69,11.46,11.69,1420400
Massachusetts Financial Group,MFG.AX,2007-09-05,0.8,0.83,0.8,0.8,87422
General Dynamics Corporation,GD,2007-09-05,50.35,51.85,50.35,51.17,1087800
International Paper Company,IP,2007-09-05,16.44,16.56,16.28,16.5,3935667
3M Company,MMM,2007-09-05,43.76,43.93,43.35,43.53,3864754
Deere & Company,DE,2007-09-05,48.26,48.89,47.84,48.28,6254400
"Merck & Co., Inc.",MRK,2007-09-05,25.1,25.18,24.84,25.03,8506616
Halliburton Company,HAL,2007-09-05,26.03,26.51,25.99,26.46,10667800
