quarter,GDP,inflation,unemployment,interest_rate,consumer_spending,industrial_production,housing_starts,retail_sales
Q1,21111.6,253.3857,3.8667,2.4033,14150.2,103.007,1179.3333,433212.0
Q2,21397.938,255.2473,3.6333,2.3967,14350.6667,102.4116,1269.3333,440788.3333
Q3,21717.171,256.0893,3.6,2.19,14548.2667,102.4157,1308.6667,446126.0
Q4,21933.217,257.888,3.6,1.6433,14701.0667,101.8931,1408.6667,448103.3333
