company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2000-02-07,12.07,12.07,11.64,11.88,18131100
Exxon Mobil Corporation,XOM,2000-02-07,17.52,17.9,17.52,17.79,7101200
Ford Motor Company,F,2000-02-07,10.74,10.74,10.45,10.62,3732910
General Electric Company,GE,2000-02-07,122.58,122.64,117.55,118.1,3815386
International Business Machines Corporation,IBM,2000-02-07,57.41,57.85,55.99,56.49,6045357
"Citigroup, Inc.",C,2000-02-07,217.44,220.88,213.01,213.75,1244160
AT&T Corp.,ATT.L,2000-02-07,50.55,50.55,50.55,50.55,0
Philip Morris Companies Inc.,TABAK.PR,2000-02-07,619.69,619.69,619.69,619.69,0
The Boeing Company,BA,2000-02-07,28.32,28.32,26.91,26.99,3029400
Bank of America Corporation,BAC,2000-02-07,11.68,11.73,11.57,11.68,10364400
The Kroger Company,KR,2000-02-07,5.96,6.16,5.94,5.96,5190200
"American International Group,Inc.",AIG,2000-02-07,788.7,789.19,768.46,770.93,253178
Fannie Mae,FNMA,2000-02-07,48.97,48.97,46.72,47.33,2994800
Morgan Stanley Dean Witter & Co.,MS,2000-02-07,31.5,31.93,31.26,31.81,2611500
Target,TGT,2000-02-07,19.16,19.6,19.05,19.36,2819400
"Merck & Co., Inc.",MRK,2000-02-07,27.92,28.37,27.73,28.29,4370370
Chevron Corporation,CVX,2000-02-07,15.02,15.19,14.89,15.01,3135600
"Motorola, Inc.",MSI,2000-02-07,130.75,134.51,129.54,134.35,2049647
McKesson HBOC Inc.,MCK,2000-02-07,16.83,16.98,16.62,16.67,574200
Intel Corporation,INTC,2000-02-07,29.81,30.72,29.58,30.67,42810000
Johnson & Johnson,JNJ,2000-02-07,20.84,20.95,20.7,20.81,5822000
Costco Wholesale Corporation,COST,2000-02-07,34.74,34.91,34.07,34.24,2566700
Time Warner Inc.,T,2000-02-07,5.61,5.73,5.57,5.68,7685158
"United Parcel Service of America, Inc.",UPS,2000-02-07,27.31,27.4,26.77,26.89,1480200
The Allstate Corporation,ALL,2000-02-07,12.59,12.59,12.25,12.59,2151200
Lockheed Martin Corporation,LMT,2000-02-07,10.03,10.16,9.51,9.77,1633700
"Goldman Sachs Group, Inc.",GS,2000-02-07,59.04,60.48,58.38,59.96,929800
"Cardinal Health, Inc.",CAH,2000-02-07,14.83,15.08,14.61,14.91,1299300
ConAgra,CAG,2000-02-07,6.47,6.47,6.22,6.32,1153159
International Paper Company,IP,2000-02-07,17.43,17.43,16.61,16.79,1709614
Freddie Mac,FMCC,2000-02-07,40.54,40.54,38.68,38.94,2141900
"AutoNation, Inc.",AN,2000-02-07,6.09,6.15,5.81,5.92,4201500
Honeywell International Inc.,HON,2000-02-07,23.56,23.56,22.31,22.56,2956516
The Walt Disney Company,DIS,2000-02-07,29.01,29.25,28.59,28.92,6153573
First Union Corporation,FHN,2000-02-07,11.73,11.79,11.47,11.73,333779
Wells Fargo & Co.,WFC,2000-02-07,9.48,9.58,9.42,9.47,8873200
Duke Energy Corporation,DUK,2000-02-07,14.41,14.72,14.15,14.23,930878
American Express Company,AXP,2000-02-07,33.23,33.74,33.13,33.44,4470696
Loews Corporation,L,2000-02-07,8.01,8.09,7.91,7.96,7752000
Conoco,COP,2000-02-07,6.68,6.7,6.6,6.68,3260063
CIGNA Corporation,CI,2000-02-07,21.32,21.35,20.98,21.32,2143200
"PepsiCo, Inc.",PEP,2000-02-07,17.09,17.25,16.76,16.83,3999700
Microsoft Corporation,MSFT,2000-02-07,32.62,32.64,31.84,32.57,40005800
"Caterpillar, Inc.",CAT,2000-02-07,10.88,10.88,10.6,10.73,4089800
"UnitedHealth Group, Incorporated",UNH,2000-02-07,5.46,5.71,5.45,5.68,11616800
Xerox Corporation,XRX,2000-02-07,25.02,25.09,24.6,24.74,883818
Electronic Data Systems Corporation,EA,2000-02-07,21.02,21.44,19.37,19.92,3283600
J.P. Morgan & Co. Incorporated,JPM,2000-02-07,26.1,26.48,25.96,26.1,4684200
CVS Corporation,CVS,2000-02-07,11.99,11.99,11.53,11.63,4836600
"Federated Department Stores, Inc.",FHI,2000-02-07,4.98,5.06,4.95,5.05,80850
Sysco Corporation,SYY,2000-02-07,8.58,8.63,8.4,8.5,2348200
