company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2005-08-19,10.52,10.52,10.33,10.34,43331400
Exxon Mobil Corporation,XOM,2005-08-19,29.5,29.73,29.42,29.65,14616600
Ford Motor Company,F,2005-08-19,4.82,4.83,4.78,4.8,10368500
General Electric Company,GE,2005-08-19,99.36,99.85,98.69,98.95,2832233
ConocoPhillips,COP,2005-08-19,24.15,24.57,24.12,24.5,7652333
"Citigroup, Inc.",C,2005-08-19,283.07,283.19,281.15,281.66,981250
"American International Group,Inc.",AIG,2005-08-19,741.74,742.58,736.91,738.84,274555
International Business Machines Corporation,IBM,2005-08-19,41.88,42.87,41.88,42.6,6779126
Verizon Communications Inc.,VZ,2005-08-19,10.6,10.65,10.57,10.61,7693122
McKesson Corporation,MCK,2005-08-19,39.74,39.92,39.46,39.51,893500
"Cardinal Health, Inc.",CAH,2005-08-19,27.3,27.31,26.82,26.84,1176800
"Altria Group, Inc.",MO,2005-08-19,4.88,4.88,4.83,4.85,11826300
Bank of America Corporation,BAC,2005-08-19,28.15,28.15,27.92,27.92,7767700
J.P. Morgan Chase & Co.,JPM,2005-08-19,20.46,20.46,20.29,20.3,6186900
The Kroger Company,KR,2005-08-19,6.96,7.0,6.88,6.94,6091400
Valero Energy Corporation,VLO,2005-08-19,22.3,22.62,22.13,22.54,12327411
Pfizer Inc.,PFIZER.NS,2005-08-19,466.99,475.26,457.44,458.51,10934
Boeing,BA,2005-08-19,47.28,47.81,47.15,47.6,2281600
Target Corporation,TGT,2005-08-19,34.49,34.49,33.77,33.9,4178500
Costco Wholesale Corporation,COST,2005-08-19,29.83,30.21,29.75,30.0,4126200
Johnson & Johnson,JNJ,2005-08-19,35.83,35.96,35.62,35.63,6121400
Time Warner Inc.,T,2005-08-19,4.36,4.37,4.34,4.37,9721470
Morgan Stanley,MS,2005-08-19,28.01,28.15,27.94,27.99,3779500
"MetLife, Inc.",MET,2005-08-19,24.82,24.84,24.6,24.71,1832114
"UnitedHealth Group, Incorporated",UNH,2005-08-19,40.15,40.47,40.06,40.06,3139900
Microsoft Corporation,MSFT,2005-08-19,18.67,18.71,18.56,18.58,36043500
"United Parcel Service, Inc.",UPS,2005-08-19,37.7,37.79,37.36,37.36,1430600
Lockheed Martin Corporation,LMT,2005-08-19,35.32,35.33,35.01,35.04,1137300
"Motorola, Inc.",MSI,2005-08-19,62.01,62.13,61.43,61.52,2608237
Intel Corporation,INTC,2005-08-19,15.14,15.17,14.95,14.97,38310800
The Allstate Corporation,ALL,2005-08-19,35.65,35.86,35.6,35.64,1831800
Wells Fargo & Company,WFC,2005-08-19,17.4,17.47,17.36,17.4,5422400
The Walt Disney Company,DIS,2005-08-19,20.84,20.92,20.7,20.74,5775773
CVS Corporation,CVS,2005-08-19,19.44,19.47,19.08,19.11,2756800
AT&T Corp.,ATT.L,2005-08-19,21.35,21.35,21.35,21.35,0
"Caterpillar, Inc.",CAT,2005-08-19,32.17,33.1,32.01,33.02,4109700
Northrop Grumman Corporation,NOC,2005-08-19,32.84,32.85,32.63,32.69,925291
"The Goldman Sachs Group, Inc.",TGS,2005-08-19,2.78,2.78,2.58,2.69,18100
Sysco Corporation,SYY,2005-08-19,19.17,19.21,19.1,19.12,1411700
"PepsiCo, Inc.",PEP,2005-08-19,30.87,31.0,30.75,30.93,2558500
American Express Company,AXP,2005-08-19,36.29,36.37,36.14,36.28,3185079
"Prudential Financial, Inc.",PRU,2005-08-19,32.42,32.64,32.35,32.54,1118100
International Paper Company,IP,2005-08-19,13.81,13.81,13.62,13.62,2336237
"Johnson Controls, Inc.",JCI,2005-08-19,29.05,29.67,28.96,29.41,3361856
"Tyson Foods, Inc.",TSN,2005-08-19,12.52,12.62,12.46,12.49,876500
Honeywell International Inc.,HON,2005-08-19,21.82,21.89,21.69,21.77,2177267
Best Buy Co. Inc.,BBY,2005-08-19,27.82,27.83,27.13,27.16,4938200
FedEx Corporation,FDX,2005-08-19,69.26,69.29,68.61,68.99,932800
"Alcoa, Inc.",AA,2005-08-19,53.82,54.13,53.42,53.57,1230462
"Merck & Co., Inc.",MRK,2005-08-19,14.07,14.16,12.85,12.99,40270029
Duke Energy,DUK,2005-08-19,19.88,20.05,19.87,20.03,1713647
The Hartford Financial Services Group Inc.,HFF.BE,2005-08-19,44.21,44.21,44.21,44.21,0
Weyerhaeuser Company,WY,2005-08-19,12.21,12.24,12.07,12.1,920000
"Cisco Systems, Inc.",CSCO,2005-08-19,11.55,11.63,11.49,11.59,39708600
"Lehman Brothers Holdings, Inc.",LEHNQ,2005-08-19,20.13,20.23,20.13,20.16,12900
Electronic Data Systems,EA,2005-08-19,57.84,58.8,57.84,57.96,1870900
"Plains All American Pipeline, L.P.",PAA,2005-08-19,5.42,5.47,5.37,5.46,146600
Abbott Laboratories,ABT,2005-08-19,13.92,13.95,13.79,13.8,5114214
Halliburton Company,HAL,2005-08-19,20.61,20.75,20.49,20.71,6949600
