company,ticker,date,open,high,low,close,volume
Ford Motor Company,F,1999-11-17,11.84,11.87,11.53,11.54,7433247
"Wal-Mart Stores, Inc.",WMT,1999-11-17,12.65,12.91,12.5,12.54,19397100
Exxon Corporation,XOM,1999-11-17,17.43,17.9,17.41,17.68,14534400
General Electric Company,GE,1999-11-17,119.68,121.94,119.14,121.83,3594914
International Business Machines Corporation,IBM,1999-11-17,46.96,46.96,45.84,46.4,8739435
"Citigroup, Inc.",C,1999-11-17,224.92,225.41,219.04,221.0,1620640
The Boeing Company,BA,1999-11-17,26.71,27.59,26.63,27.47,3386400
AT&T Corp.,ATT.L,1999-11-17,30.8,30.8,30.8,30.8,0
"American International Group,Inc.",AIG,1999-11-17,856.39,877.61,854.42,870.7,228818
Fannie Mae,FNMA,1999-11-17,59.03,59.28,56.73,56.73,2534600
Morgan Stanley Dean Witter & Co.,MS,1999-11-17,30.31,30.4,29.49,29.56,6024600
"Motorola, Inc.",MSI,1999-11-17,99.27,102.17,98.53,100.54,4714711
The Kroger Company,KR,1999-11-17,8.21,8.38,8.16,8.16,4722600
"Merck & Co., Inc.",MRK,1999-11-17,28.45,29.22,28.38,28.94,5182150
Chevron Corporation,CVX,1999-11-17,17.76,18.4,17.75,18.33,5948800
Intel Corporation,INTC,1999-11-17,21.89,22.37,21.16,21.23,47086400
Lockheed Martin Corporation,LMT,1999-11-17,9.79,10.04,9.69,9.92,5691900
The Allstate Corporation,ALL,1999-11-17,15.19,15.35,14.99,14.99,1857600
"United Parcel Service of America, Inc.",UPS,1999-11-17,31.48,32.74,31.27,32.5,5806900
"ConAgra, Inc.",CAG,1999-11-17,7.6,8.02,7.56,7.83,1705581
Johnson & Johnson,JNJ,1999-11-17,27.05,27.31,26.92,26.99,4914400
The Walt Disney Company,DIS,1999-11-17,19.88,20.07,19.41,19.79,10153877
"PepsiCo, Inc.",PEP,1999-11-17,17.41,17.93,17.35,17.67,4214300
First Union Corporation,FHN,1999-11-17,16.58,16.58,16.01,16.18,370424
CIGNA Corporation,CI,1999-11-17,23.95,24.29,23.81,24.08,3233100
"Caterpillar, Inc.",CAT,1999-11-17,14.69,14.76,14.32,14.32,2088800
McKesson HBOC Inc.,MCK,1999-11-17,18.83,19.96,18.83,19.24,2579400
Loews Corporation,L,1999-11-17,9.3,9.38,9.19,9.22,1153200
Wells Fargo & Co.,WFC,1999-11-17,11.84,11.84,11.59,11.62,5176400
Xerox Corporation,XRX,1999-11-17,28.95,29.09,28.1,28.17,2814979
American Express Company,AXP,1999-11-17,32.48,32.58,31.78,31.78,4486119
International Paper Company,IP,1999-11-17,20.73,20.8,20.42,20.7,1427141
J.P. Morgan & Co. Incorporated,JPM,1999-11-17,26.86,26.9,25.78,25.86,5410200
Freddie Mac,FMCC,1999-11-17,45.47,45.93,44.28,44.49,2613100
Duke Energy Corporation,DUK,1999-11-17,14.16,14.33,14.08,14.3,620777
"AutoNation, Inc.",AN,1999-11-17,9.03,9.08,8.97,9.03,1123500
United Health Care Corporation,UNH,1999-11-17,5.4,5.58,5.37,5.5,10895200
Halliburton Company,HAL,1999-11-17,14.13,14.71,14.13,14.59,5644600
Electronic Data Systems Corporation,EA,1999-11-17,22.05,22.17,21.38,21.4,2411200
Archer Daniels Midland Company,ADM,1999-11-17,6.61,7.11,6.58,7.08,3152930
"Cardinal Health, Inc.",CAH,1999-11-17,15.05,15.16,14.9,15.05,1647300
FDX Corporation,FDX,1999-11-17,35.91,35.96,34.51,34.66,1650300
"Federated Department Stores, Inc.",FHI,1999-11-17,4.33,4.41,4.3,4.31,94800
"Alcoa, Inc.",AA,1999-11-17,54.02,54.02,53.27,53.43,1329172
Sysco Corporation,SYY,1999-11-17,10.22,10.36,10.19,10.3,1476400
CVS Corporation,CVS,1999-11-17,12.63,12.95,12.63,12.87,4262200
