company,ticker,date,open,high,low,close,volume
Walmart,WMT,2024-02-14,55.17,55.21,54.77,55.12,18484500
Amazon,AMZN,2024-02-14,169.21,171.21,168.28,170.98,42815500
Apple,AAPL,2024-02-14,183.82,184.03,180.96,182.66,54630500
Unitedhealth Group,UNH,2024-02-14,498.45,501.62,497.51,500.08,1918500
Cvs,CVS,2024-02-14,71.3,72.02,70.63,70.97,9769200
Exxon Mobil,XOM,2024-02-14,95.91,96.61,94.54,94.94,17651300
Alphabet,GOOGL,2024-02-14,145.08,145.52,143.1,144.94,22704200
Mckesson,MCK,2024-02-14,500.76,502.01,490.89,497.22,698200
Cencora,COR,2024-02-14,227.89,228.66,226.37,228.27,1197400
Costco,COST,2024-02-14,709.19,715.68,704.31,715.31,1472500
Jp Morgan Chase,JPM,2024-02-14,168.47,169.47,167.85,169.4,7056700
Microsoft,MSFT,2024-02-14,402.82,404.57,399.36,404.22,20401200
Cardinal Health,CAH,2024-02-14,101.74,101.84,100.3,100.64,1471100
Chevron,CVX,2024-02-14,138.61,139.45,137.51,138.36,5995100
Cigna,CI,2024-02-14,328.54,329.67,325.37,328.26,1198400
Ford Motor,F,2024-02-14,11.07,11.13,10.89,10.93,52978800
Bank Of America,BAC,2024-02-14,31.6,31.79,31.49,31.74,27833900
General Motors,GM,2024-02-14,37.87,38.03,37.35,37.66,13278500
Elevance Health,ELV,2024-02-14,491.78,493.57,488.74,492.44,649200
Citigroup,C,2024-02-14,50.8,51.23,50.75,51.12,14891900
Centene,CNC,2024-02-14,76.9,77.54,76.66,77.49,2017200
Home Depot,HD,2024-02-14,342.35,344.09,339.29,343.37,2998900
Marathon Petroleum,MPC,2024-02-14,164.12,164.6,160.23,162.87,2509900
Kroger,KR,2024-02-14,43.63,44.11,43.53,44.03,4942300
Phillips 66,PSX,2024-02-14,136.45,136.75,133.51,135.52,3086700
Fannie Mae,FNMA,2024-02-14,1.24,1.3,1.24,1.3,2172100
Valero Energy,VLO,2024-02-14,135.26,135.79,131.2,133.88,4085300
Meta Platforms,META,2024-02-14,465.06,471.21,463.23,470.38,16858400
Verizon Communications,VZ,2024-02-14,36.02,36.16,35.65,35.81,12443200
At&T,ATT.L,2024-02-14,333.0,336.0,331.0,333.0,1048607
Comcast,CMCSA,2024-02-14,39.59,39.67,39.25,39.57,24630800
Wells Fargo,WFC,2024-02-14,46.67,46.78,46.05,46.6,12683400
Goldman Sachs Group,GS,2024-02-14,366.24,366.82,361.34,363.51,2041300
Freddie Mac,FMCC,2024-02-14,1.08,1.1,1.05,1.08,1145100
Target,TGT,2024-02-14,134.58,135.89,133.7,134.9,2986400
Humana,HUM.ST,2024-02-14,25.13,25.33,24.65,24.94,127023
Tesla,TSLA,2024-02-14,185.3,188.89,183.35,188.71,81203000
Morgan Stanley,MS,2024-02-14,80.12,80.52,79.32,79.61,5973700
Johnson & Johnson,JNJ,2024-02-14,147.98,148.09,146.56,147.41,9098800
Archer Daniels Midland,ADM,2024-02-14,49.28,50.0,49.18,49.95,3746400
Pepsico,PEP,2024-02-14,158.38,158.66,156.24,157.61,5731900
United Parcel Service,UPS,2024-02-14,129.61,130.23,128.07,128.74,3831400
Fedex,FDX,2024-02-14,228.43,228.7,226.4,227.86,1454000
Walt Disney,DIS,2024-02-14,109.12,110.21,108.22,110.09,11405500
Dell Technologies,DELL,2024-02-14,82.64,83.77,82.31,83.59,2361300
Lowe'S,X1G.PA,2024-02-14,219.94,220.44,219.94,220.44,142
Procter & Gamble,PG,2024-02-14,149.38,149.38,148.19,148.88,5727300
Energy Transfer,ET,2024-02-14,12.33,12.44,12.26,12.36,14156500
Boeing,BA,2024-02-14,205.95,206.58,202.21,203.38,6503000
Albertsons,ACI,2024-02-14,20.27,20.38,20.15,20.22,2494900
Sysco,SYY,2024-02-14,75.51,75.78,74.91,75.35,2282200
Rtx,RTX,2024-02-14,87.25,87.86,87.15,87.66,6677900
General Electric,GE,2024-02-14,112.86,115.94,112.35,115.63,13116028
Lockheed Martin,LMT,2024-02-14,407.91,408.69,394.79,398.86,2503800
American Express,AXP,2024-02-14,207.09,207.23,204.81,206.85,2770800
Caterpillar,CAT,2024-02-14,307.81,309.61,305.83,308.5,1887100
Metlife,MET,2024-02-14,64.82,65.45,64.67,64.93,3704900
Hca Healthcare,HCA,2024-02-14,301.96,303.15,299.67,301.25,936100
Progressive,PGR,2024-02-14,180.24,184.19,178.34,183.94,3434300
Ibm,IBM,2024-02-14,175.64,175.64,173.03,174.28,3173400
Deere,DE,2024-02-14,373.51,376.01,367.79,375.25,2409000
Nvidia,NVDA,2024-02-14,73.17,74.2,71.9,73.86,504917000
