company,ticker,date,open,high,low,close,volume
Walmart,WMT,2019-11-29,36.41,36.66,36.36,36.39,9471900
Exxon Mobil,XOM,2019-11-29,51.72,51.87,51.47,51.57,7980800
Apple,APLE,2019-11-29,12.51,12.52,12.39,12.4,859700
UnitedHealth Group,UNH,2019-11-29,252.91,255.47,252.21,254.52,1520900
McKesson,MCK,2019-11-29,139.61,140.28,138.9,139.07,513100
CVS Health,CVS,2019-11-29,61.56,62.15,61.35,62.04,4463600
AT&T,ATT.L,2019-11-29,165.2,166.73,164.6,165.0,608820
Chevron,CVX,2019-11-29,89.74,90.16,89.44,89.63,3271000
Ford Motor,F,2019-11-29,6.74,6.79,6.74,6.76,13096200
General Motors,GM,2019-11-29,34.07,34.14,33.88,34.02,3927000
Costco Wholesale,COST,2019-11-29,275.03,275.09,273.97,274.1,981600
Alphabet,GOOGL,2019-11-29,64.88,65.05,64.72,64.76,12802000
Cardinal Health,CAH,2019-11-29,46.49,46.78,46.34,46.58,833400
JPMorgan Chase,JPM,2019-11-29,111.76,112.22,111.4,111.67,5712000
Verizon Communications,VZ,2019-11-29,42.72,42.98,42.72,42.77,6791400
Kroger,KR,2019-11-29,23.91,24.25,23.78,24.06,3703000
General Electric,GE,2019-11-29,54.69,55.08,54.4,54.65,4562336
Fannie Mae,FNMA,2019-11-29,2.8,2.8,2.76,2.77,560100
Phillips 66,PSX,2019-11-29,89.32,89.88,89.12,89.55,1105700
Valero Energy,VLO,2019-11-29,75.81,75.89,74.67,74.75,1716800
Bank of America,BAC,2019-11-29,28.79,28.92,28.68,28.75,19503400
Microsoft,MSFT,2019-11-29,144.42,144.61,143.64,143.73,11977300
Home Depot,HD,2019-11-29,193.15,193.18,190.55,190.74,2952900
Boeing,BA,2019-11-29,365.33,366.12,364.01,364.01,1390900
Wells Fargo,WFC,2019-11-29,46.33,46.91,46.33,46.66,10508600
Citigroup,C,2019-11-29,60.65,60.95,60.29,60.4,6246900
Marathon Petroleum,MPC,2019-11-29,50.79,51.0,50.09,50.29,3545100
Comcast,CMCSA,2019-11-29,37.94,37.94,37.46,37.55,8479300
Dell Technologies,DELL,2019-11-29,23.37,23.45,22.51,22.53,6382852
DuPont de Nemours,DD,2019-11-29,24.36,24.44,24.07,24.21,4940847
Johnson & Johnson,JNJ,2019-11-29,116.96,117.53,116.4,116.87,3278900
IBM,IBM,2019-11-29,98.67,99.35,98.25,99.3,1909264
Target,TGT,2019-11-29,107.49,108.16,106.6,106.65,2660000
Freddie Mac,FMCC,2019-11-29,2.55,2.57,2.51,2.54,240800
United Parcel Service,UPS,2019-11-29,94.49,94.67,94.18,94.26,1372000
Lowe's,X1G.PA,2019-11-29,251.79,251.91,251.44,251.53,1101
Intel,INTC,2019-11-29,51.29,51.43,50.98,51.21,9481100
MetLife,MET,2019-11-29,40.67,40.87,40.57,40.8,1681200
Procter & Gamble,PG,2019-11-29,105.05,105.6,104.81,105.11,2927300
FedEx,FDX,2019-11-29,144.31,144.62,143.16,143.36,789400
PepsiCo,PEP,2019-11-29,113.63,113.93,112.96,113.43,2978400
Archer Daniels Midland,ADM,2019-11-29,36.0,36.22,35.91,36.12,1395700
Prudential Financial,PRU,2019-11-29,69.44,69.63,69.03,69.13,793600
Centene,CNC,2019-11-29,60.4,60.64,59.72,60.47,1147800
Walt Disney,DIS,2019-11-29,148.11,149.08,147.65,148.21,6284900
Sysco,SYY,2019-11-29,69.14,69.41,68.56,68.63,825200
HP,HP,2019-11-29,29.82,29.93,28.77,29.54,1490900
