ticker,company,date,open,high,low,close,volume,daily_return,volatility_30d,moving_avg_30d,moving_avg_90d,trading_volume_avg,price_range,year,month,quarter
601336.SS,New York Life Insurance,2025-11-24,65.65,66.04,64.23,64.74,16358818,0.0,0.0,64.74,64.74,16358818.0,1.8100000000000023,2025,11,4
AAL,American Airlines,2025-11-24,13.0,13.18,12.81,13.1,32364599,0.0,0.0,13.1,13.1,32364599.0,0.3699999999999992,2025,11,4
ABBV,AbbVie,2025-11-24,236.0,237.57,229.57,230.81,3214264,0.0,0.0,230.81,230.81,3214264.0,8.0,2025,11,4
ACI,Albertsons,2025-11-24,17.8,17.78,17.19,17.53,4706614,0.0,0.0,17.53,17.53,4706614.0,0.5899999999999999,2025,11,4
ADM,Archer Daniels Midland,2025-11-24,58.41,58.82,57.94,58.4,922700,0.0,0.0,58.4,58.4,922700.0,0.8800000000000026,2025,11,4
ALL,Allstate,2025-11-24,215.05,215.2,213.07,214.75,492548,0.0,0.0,214.75,214.75,492548.0,2.1299999999999955,2025,11,4
AMZN,Amazon,2025-11-24,222.58,226.79,222.27,225.81,25800668,0.0,0.0,225.81,225.81,25800668.0,4.519999999999982,2025,11,4
APLE,Apple,2025-11-24,11.81,11.98,11.72,11.89,1662888,0.0,0.0,11.89,11.89,1662888.0,0.2599999999999998,2025,11,4
ATT.L,AT&T,2025-11-24,497.0,510.0,495.0,508.0,2000403,0.0,0.0,508.0,508.0,2000403.0,15.0,2025,11,4
AVGO,Broadcom,2025-11-24,347.77,376.69,347.71,375.57,22046477,0.0,0.0,375.57,375.57,22046477.0,28.980000000000018,2025,11,4
AXP,American Express,2025-11-24,353.62,355.95,350.18,355.08,1135671,0.0,0.0,355.08,355.08,1135671.0,5.769999999999982,2025,11,4
BA,Boeing,2025-11-24,180.31,180.05,177.3,178.2,5290191,0.0,0.0,178.2,178.2,5290191.0,2.75,2025,11,4
BAC,Bank of America,2025-11-24,51.65,52.15,51.4,52.08,18635428,0.0,0.0,52.08,52.08,18635428.0,0.75,2025,11,4
