company,ticker,date,open,high,low,close,volume
Ford Motor Company,F,1999-06-30,11.52,12.34,11.49,12.15,10488868
"Wal-Mart Stores, Inc.",WMT,1999-06-30,9.91,10.32,9.65,10.26,26994000
Exxon Corporation,XOM,1999-06-30,16.88,17.03,16.77,16.81,11209200
General Electric Company,GE,1999-06-30,93.49,96.92,91.99,96.92,4562376
International Business Machines Corporation,IBM,1999-06-30,61.63,65.18,61.42,63.82,8637136
"Citigroup, Inc.",C,1999-06-30,180.77,191.0,175.65,185.15,2107573
The Boeing Company,BA,1999-06-30,28.1,28.35,27.26,28.23,2761600
AT&T Corp.,ATT.L,1999-06-30,16.45,16.45,16.45,16.45,0
"American International Group,Inc.",AIG,1999-06-30,762.06,762.06,732.47,739.97,609422
Fannie Mae,FNMA,1999-06-30,53.29,55.36,52.48,55.21,4540400
Morgan Stanley Dean Witter & Co.,MS,1999-06-30,22.94,25.13,22.62,24.86,9016000
"Motorola, Inc.",MSI,1999-06-30,78.9,80.9,77.89,79.95,2969704
The Kroger Company,KR,1999-06-30,9.7,10.1,9.68,9.83,3870600
"Merck & Co., Inc.",MRK,1999-06-30,26.81,27.6,26.37,27.46,6905377
Chevron Corporation,CVX,1999-06-30,17.57,18.06,17.51,17.81,3712000
Intel Corporation,INTC,1999-06-30,16.8,16.99,16.05,16.89,38437200
Lockheed Martin Corporation,LMT,1999-06-30,18.98,19.27,18.79,19.08,1972700
The Allstate Corporation,ALL,1999-06-30,19.23,19.27,18.97,19.03,3418800
"ConAgra, Inc.",CAG,1999-06-30,7.96,8.01,7.84,8.01,1204688
Johnson & Johnson,JNJ,1999-06-30,23.88,24.9,23.58,24.9,5586400
The Walt Disney Company,DIS,1999-06-30,22.68,23.25,21.93,23.2,9638925
"PepsiCo, Inc.",PEP,1999-06-30,19.09,20.09,19.09,19.96,5528300
First Union Corporation,FHN,1999-06-30,17.79,17.79,17.28,17.48,319854
CIGNA Corporation,CI,1999-06-30,24.46,25.19,24.42,24.7,2771700
"Caterpillar, Inc.",CAT,1999-06-30,15.63,15.91,15.34,15.34,3948400
McKesson HBOC Inc.,MCK,1999-06-30,26.15,26.97,25.74,26.3,2886500
Loews Corporation,L,1999-06-30,11.03,11.03,10.87,10.92,1350600
Wells Fargo & Co.,WFC,1999-06-30,10.69,10.69,10.28,10.44,15400200
Xerox Corporation,XRX,1999-06-30,65.26,67.16,64.13,66.6,1277777
American Express Company,AXP,1999-06-30,26.14,27.42,25.77,26.71,11022164
International Paper Company,IP,1999-06-30,19.05,19.86,18.77,18.77,2817019
J.P. Morgan & Co. Incorporated,JPM,1999-06-30,25.98,27.08,25.69,27.04,7451250
Freddie Mac,FMCC,1999-06-30,47.29,47.91,45.75,47.7,3804900
Duke Energy Corporation,DUK,1999-06-30,14.73,14.73,14.23,14.31,1252567
"AutoNation, Inc.",AN,1999-06-30,16.19,16.53,15.97,16.08,1577300
United Health Care Corporation,UNH,1999-06-30,6.26,6.26,6.11,6.11,6258400
Halliburton Company,HAL,1999-06-30,14.57,15.04,14.44,14.92,5350200
Electronic Data Systems Corporation,EA,1999-06-30,13.29,13.41,12.97,13.2,2861600
Archer Daniels Midland Company,ADM,1999-06-30,7.1,7.34,7.1,7.31,2019593
"Cardinal Health, Inc.",CAH,1999-06-30,19.2,19.46,18.69,19.29,3062850
FDX Corporation,FDX,1999-06-30,43.56,44.16,42.15,43.66,3306600
"Federated Department Stores, Inc.",FHI,1999-06-30,3.84,4.08,3.8,4.07,588300
"Alcoa, Inc.",AA,1999-06-30,53.29,54.19,52.39,52.39,1204578
Sysco Corporation,SYY,1999-06-30,7.86,7.88,7.7,7.7,1488200
CVS Corporation,CVS,1999-06-30,16.51,16.65,16.04,16.14,3318400
