company,ticker,date,open,high,low,close,volume
Walmart,WMT,2024-12-30,90.05,90.39,89.46,89.89,9790200
Amazon,AMZN,2024-12-30,220.06,223.0,218.43,221.3,28321200
Apple,AAPL,2024-12-30,251.09,252.36,249.62,251.06,35557500
Unitedhealth Group,UNH,2024-12-30,498.0,500.82,491.91,498.93,5408600
Cvs,CVS,2024-12-30,42.43,42.61,41.86,42.14,12153700
Exxon Mobil,XOM,2024-12-30,102.54,102.79,101.77,102.02,11080800
Alphabet,GOOGL,2024-12-30,189.18,191.92,188.51,190.62,14264700
Mckesson,MCK,2024-12-30,571.15,574.13,567.22,568.87,416700
Cencora,COR,2024-12-30,223.48,224.3,222.4,222.99,880500
Costco,COST,2024-12-30,926.17,929.32,910.75,917.42,1881200
Jp Morgan Chase,JPM,2024-12-30,233.82,235.85,232.19,234.36,5723800
Microsoft,MSFT,2024-12-30,422.94,424.42,418.81,421.72,13158700
Cardinal Health,CAH,2024-12-30,116.62,116.96,115.86,116.25,1121800
Chevron,CVX,2024-12-30,137.42,137.6,136.04,136.73,6194800
Cigna,CI,2024-12-30,273.65,273.65,269.58,271.11,1271100
Ford Motor,F,2024-12-30,9.26,9.29,9.14,9.2,47116700
Bank Of America,BAC,2024-12-30,43.12,43.37,42.79,43.14,16109800
General Motors,GM,2024-12-30,53.3,53.65,52.49,53.22,7246800
Elevance Health,ELV,2024-12-30,364.36,364.47,359.96,363.66,1303800
Citigroup,C,2024-12-30,68.29,68.92,67.91,68.49,6664400
Centene,CNC,2024-12-30,60.35,60.66,59.75,60.36,2589900
Home Depot,HD,2024-12-30,383.49,384.16,378.73,382.41,2444700
Marathon Petroleum,MPC,2024-12-30,132.63,134.18,131.6,132.65,2010900
Kroger,KR,2024-12-30,60.76,60.9,59.92,60.01,10799900
Phillips 66,PSX,2024-12-30,108.53,109.03,107.4,107.94,2567500
Fannie Mae,FNMA,2024-12-30,2.49,3.48,2.24,3.39,29404600
Valero Energy,VLO,2024-12-30,116.16,117.44,114.4,115.94,2890200
Meta Platforms,META,2024-12-30,587.38,595.55,584.22,589.86,7025900
Verizon Communications,VZ,2024-12-30,37.24,37.27,36.86,37.05,15672000
At&T,ATT.L,2024-12-30,420.0,420.5,412.0,416.5,388215
Comcast,CMCSA,2024-12-30,36.4,36.5,35.76,36.03,23728300
Wells Fargo,WFC,2024-12-30,68.91,69.29,68.29,68.91,8443800
Goldman Sachs Group,GS,2024-12-30,558.68,567.3,556.54,564.87,1265900
Freddie Mac,FMCC,2024-12-30,2.48,3.5,2.23,3.32,9554200
Target,TGT,2024-12-30,128.72,130.67,128.18,129.34,3945600
Humana,HUM.ST,2024-12-30,34.63,34.73,34.48,34.73,94747
Tesla,TSLA,2024-12-30,419.4,427.0,415.75,417.41,64941000
Morgan Stanley,MS,2024-12-30,121.16,122.72,120.64,122.32,2637900
Johnson & Johnson,JNJ,2024-12-30,141.43,141.47,139.58,139.97,6268700
Archer Daniels Midland,ADM,2024-12-30,48.46,48.59,47.72,48.19,2676700
Pepsico,PEP,2024-12-30,148.23,148.65,146.71,147.32,5397000
United Parcel Service,UPS,2024-12-30,117.1,117.74,116.22,117.26,2953900
Fedex,FDX,2024-12-30,271.8,277.3,270.51,275.47,1587400
Walt Disney,DIS,2024-12-30,109.96,111.07,109.36,110.33,5716300
Dell Technologies,DELL,2024-12-30,113.25,113.85,110.61,112.77,5517900
Lowe'S,X1G.PA,2024-12-30,229.97,229.97,229.58,229.97,207
Procter & Gamble,PG,2024-12-30,164.33,164.63,162.42,162.79,4354500
Energy Transfer,ET,2024-12-30,17.86,18.23,17.83,18.17,10722300
Boeing,BA,2024-12-30,173.72,178.17,170.15,176.55,18082300
Albertsons,ACI,2024-12-30,19.27,19.37,18.86,19.05,5292800
Sysco,SYY,2024-12-30,74.65,74.65,73.66,74.32,1604600
Rtx,RTX,2024-12-30,113.33,113.8,112.43,113.11,2822000
General Electric,GE,2024-12-30,166.44,168.46,165.26,167.34,4117500
Lockheed Martin,LMT,2024-12-30,475.67,476.21,471.61,473.09,887600
