company,ticker,date,open,high,low,close,volume
Walmart,WMT,2020-02-13,35.56,36.08,35.48,36.05,15999600
Amazon,AMZN,2020-02-13,107.25,108.51,107.1,107.49,60636000
Exxon Mobil,XOM,2020-02-13,46.88,47.15,46.49,46.78,16949400
Apple,AAPL,2020-02-13,78.41,78.9,78.2,78.57,94747600
CVS Health,CVS,2020-02-13,60.95,61.49,59.7,59.75,8553900
UnitedHealth Group,UNH,2020-02-13,274.0,279.26,274.0,275.88,3565500
McKesson,MCK,2020-02-13,159.86,163.13,159.62,161.44,5000500
AT&T,ATT.L,2020-02-13,192.6,194.0,188.8,192.0,1573620
Alphabet,GOOGL,2020-02-13,74.98,75.77,74.68,75.15,22914000
Ford Motor,F,2020-02-13,6.23,6.34,6.23,6.26,67648800
Cigna,CI,2020-02-13,202.66,206.26,202.66,204.09,2115900
Costco Wholesale,COST,2020-02-13,288.46,292.07,287.26,291.53,1438000
Chevron,CVX,2020-02-13,85.22,85.95,85.11,85.44,5991900
Cardinal Health,CAH,2020-02-13,50.88,51.55,50.73,50.76,1953300
JPMorgan Chase,JPM,2020-02-13,117.49,118.0,116.34,117.6,7447500
General Motors,GM,2020-02-13,33.63,33.93,33.58,33.71,7578400
Verizon Communications,VZ,2020-02-13,41.88,42.21,41.58,42.08,19460100
Microsoft,MSFT,2020-02-13,173.83,176.82,173.63,174.43,35295800
Marathon Petroleum,MPC,2020-02-13,48.68,49.82,48.36,49.35,6661100
Kroger,KR,2020-02-13,25.24,25.47,25.16,25.34,3682000
Fannie Mae,FNMA,2020-02-13,3.48,3.55,3.36,3.54,6232400
Bank of America,BAC,2020-02-13,30.16,30.39,29.97,30.29,31775100
Home Depot,HD,2020-02-13,209.77,212.06,209.27,210.98,2468100
Phillips 66,PSX,2020-02-13,71.04,71.4,70.39,70.52,2727700
Comcast,CMCSA,2020-02-13,39.23,39.61,39.05,39.37,17913100
Elevance Health,ELV,2020-02-13,273.14,277.58,272.98,276.97,1931300
Wells Fargo,WFC,2020-02-13,41.24,41.72,41.17,41.67,12530000
Citigroup,C,2020-02-13,63.85,64.17,63.63,63.94,8946200
Valero Energy,VLO,2020-02-13,67.22,67.36,66.23,66.29,4507300
General Electric,GE,2020-02-13,63.48,63.87,62.61,62.8,10234936
Dell Technologies,DELL,2020-02-13,24.14,24.55,23.9,24.42,6760485
Johnson & Johnson,JNJ,2020-02-13,127.63,128.38,127.4,127.57,5480200
Target,TGT,2020-02-13,100.53,101.1,100.17,100.91,2654900
IBM,IBM,2020-02-13,115.2,115.54,114.48,115.15,3996452
Boeing,BA,2020-02-13,344.32,347.89,342.63,342.82,3783100
Freddie Mac,FMCC,2020-02-13,3.15,3.24,3.09,3.22,2607700
Centene,CNC,2020-02-13,65.79,66.85,65.72,65.89,3112400
Lowe's,X1G.PA,2020-02-13,256.28,256.6,256.25,256.25,507
Intel,INTC,2020-02-13,59.38,59.97,59.16,59.78,11602700
Meta Platforms,META,2020-02-13,208.24,213.02,207.9,211.83,15396600
FedEx,FDX,2020-02-13,141.94,145.57,140.76,145.25,2624400
MetLife,MET,2020-02-13,43.16,43.32,42.84,43.21,3762300
Walt Disney,DIS,2020-02-13,138.86,139.57,138.51,138.59,7543100
Procter & Gamble,PG,2020-02-13,107.18,108.52,107.0,108.25,7159000
PepsiCo,PEP,2020-02-13,122.15,123.73,120.7,123.18,5041400
Humana,HUM.ST,2020-02-13,60.2,60.3,54.55,55.53,193904
Prudential Financial,PRU,2020-02-13,70.53,70.82,70.16,70.57,1449600
Archer Daniels Midland,ADM,2020-02-13,38.52,38.7,38.18,38.39,2317400
Sysco,SYY,2020-02-13,66.49,67.35,66.47,66.76,2382600
Lockheed Martin,LMT,2020-02-13,373.16,376.15,371.87,372.22,800200
HP,HP,2020-02-13,34.31,34.72,33.85,34.48,1857400
Energy Transfer,ET,2020-02-13,7.64,7.78,7.61,7.71,25228800
Goldman Sachs Group,GS,2020-02-13,207.27,208.24,206.15,207.7,1461300
Morgan Stanley,MS,2020-02-13,46.48,46.64,46.23,46.59,5718400
Caterpillar,CAT,2020-02-13,124.45,124.89,123.05,124.2,3318800
Cisco Systems,CSCO,2020-02-13,39.62,40.06,39.14,39.76,47044700
Pfizer,PFIZER.NS,2020-02-13,3959.43,4041.59,3946.41,4011.7,81396
HCA Healthcare,HCA,2020-02-13,143.03,144.94,142.42,143.9,1544800
AIG,AIG,2020-02-13,47.97,48.53,43.78,43.8,13179800
American Express,AXP,2020-02-13,123.4,124.81,123.32,124.62,3178300
Delta Air Lines,DAL,2020-02-13,56.76,57.21,56.38,57.13,4353100
Merck,MRK,2020-02-13,66.0,66.0,64.82,65.23,19388734
American Airlines Group,AAL,2020-02-13,30.03,30.4,29.73,30.09,9119400
Charter Communications,CHTR,2020-02-13,534.12,536.25,532.55,534.73,709400
Allstate,ALL,2020-02-13,107.52,108.62,107.13,108.6,1367500
New York Life Insurance,601336.SS,2020-02-13,37.29,37.31,36.94,36.97,11975084
Best Buy,BBY,2020-02-13,72.11,72.77,71.89,72.05,1725400
United Airlines Holdings,UAL,2020-02-13,81.0,81.74,80.37,80.99,2998800
Dow,DOW,2020-02-13,35.54,35.6,34.9,35.1,3302600
Tyson Foods,TSN,2020-02-13,67.81,68.88,67.34,68.58,2472200
TJX,TJX,2020-02-13,58.55,58.97,58.31,58.83,5195300
TIAA,TILIX,2020-02-13,24.11,24.11,24.11,24.11,0
Oracle,ORCL,2020-02-13,50.92,51.23,50.65,50.92,8480100
General Dynamics,GD,2020-02-13,164.09,166.06,163.88,165.49,1546000
Deere,DE,2020-02-13,157.91,158.88,156.98,157.81,831100
Nike,NKE,2020-02-13,95.16,96.3,94.39,95.96,5386800
Progressive,PGR,2020-02-13,75.12,75.8,74.81,75.72,1689700
Tech Data,TECH.OL,2020-02-13,34.0,34.0,29.0,30.0,4390
World Fuel Services,WFK.BE,2020-02-13,30.87,31.39,30.87,31.04,0
Honeywell International,HON,2020-02-13,149.98,150.5,148.62,149.81,2106828
ConocoPhillips,COP,2020-02-13,47.78,48.08,47.39,47.57,5995600
