company,ticker,date,open,high,low,close,volume
Walmart,WMT,2018-11-05,30.28,30.87,30.11,30.79,22850400
Exxon Mobil,XOM,2018-11-05,58.99,59.25,58.23,58.37,15815000
Apple,APLE,2018-11-05,11.42,11.57,11.41,11.51,1729700
UnitedHealth Group,UNH,2018-11-05,234.59,235.35,232.73,233.57,3287000
McKesson,MCK,2018-11-05,119.01,121.13,118.81,120.39,1275500
CVS Health,CVS,2018-11-05,58.5,59.48,58.33,58.73,6413500
AT&T,ATT.L,2018-11-05,137.5,138.5,136.0,137.0,645320
General Motors,GM,2018-11-05,32.65,33.01,32.52,32.88,11477100
Ford Motor,F,2018-11-05,6.56,6.7,6.54,6.67,41274300
Chevron,CVX,2018-11-05,84.92,87.14,84.91,86.61,8758700
Cardinal Health,CAH,2018-11-05,41.9,42.46,41.89,42.31,1958000
Costco,COST,2018-11-05,208.38,212.16,207.56,211.76,2513900
Verizon,VZ,2018-11-05,38.5,39.14,38.5,38.97,12733800
Kroger,KR,2018-11-05,25.69,26.27,25.64,26.2,7014600
General Electric,GE,2018-11-05,43.58,44.23,43.03,43.07,25955269
JPMorgan Chase,JPM,2018-11-05,89.26,89.82,89.1,89.65,10276400
Fannie Mae,FNMA,2018-11-05,1.37,1.38,1.34,1.34,1565400
Alphabet,GOOGL,2018-11-05,53.26,53.3,51.35,52.42,45358000
Home Depot,HD,2018-11-05,152.49,153.66,151.04,153.48,3885300
Bank of America Corp.,BAC,2018-11-05,23.58,23.82,23.53,23.67,41103100
Express Scripts Holding,ESH.BE,2018-11-05,1.86,1.86,1.86,1.86,0
Wells Fargo,WFC,2018-11-05,43.9,44.37,41.8,43.85,18990000
Boeing,BA,2018-11-05,347.97,351.39,344.8,350.12,2253900
Phillips 66,PSX,2018-11-05,74.87,75.58,74.46,75.11,2226600
Microsoft,MSFT,2018-11-05,99.1,100.37,98.66,100.16,27922100
Valero Energy,VLO,2018-11-05,69.07,69.43,66.82,67.77,3339200
Citigroup,C,2018-11-05,51.83,52.75,51.8,52.62,14823900
Comcast,CMCSA,2018-11-05,31.62,31.96,31.55,31.69,18780000
IBM,IBM,2018-11-05,80.79,84.04,80.72,83.55,9565252
Dell Technologies,DELL,2018-11-05,23.58,23.63,23.04,23.59,3831193
Johnson & Johnson,JNJ,2018-11-05,115.83,117.25,114.18,116.81,5601400
Freddie Mac,FMCC,2018-11-05,1.3,1.3,1.26,1.28,2484500
Target,TGT,2018-11-05,69.34,70.13,68.97,69.99,3670700
Lowe's,X1G.PA,2018-11-05,225.88,226.13,225.75,226.13,645
Marathon Petroleum,MPC,2018-11-05,55.9,56.22,54.57,55.3,4841500
Procter & Gamble,PG,2018-11-05,75.29,76.59,75.23,76.39,12270100
MetLife,MET,2018-11-05,34.07,35.28,34.02,35.12,7828300
UPS,UPS,2018-11-05,80.28,81.05,79.98,80.58,2445600
PepsiCo,PEP,2018-11-05,90.5,92.73,90.17,92.69,5270400
Intel,INTC,2018-11-05,40.49,41.27,40.13,41.03,23751200
Archer Daniels Midland,ADM,2018-11-05,38.78,39.04,38.6,38.81,3683600
FedEx,FDX,2018-11-05,196.05,197.82,195.59,196.5,1257200
Prudential Financial,PRU,2018-11-05,67.24,68.57,67.24,68.45,2141900
Sysco,SYY,2018-11-05,54.06,54.73,52.63,53.78,9316400
Disney,DIS,2018-11-05,111.6,112.06,111.0,111.32,7920800
Humana,HUM.ST,2018-11-05,53.22,53.22,51.97,52.93,20548
Pfizer,PFIZER.NS,2018-11-05,2549.78,2549.78,2490.69,2513.86,32957
HP,HP,2018-11-05,43.17,44.47,42.9,44.47,1046500
