company,ticker,date,open,high,low,close,volume
Exxon Mobil Corporation,XOM,2006-07-31,34.52,34.78,34.17,34.68,20170900
"Wal-Mart Stores, Inc.",WMT,2006-07-31,10.1,10.12,9.95,9.98,40390200
Chevron Corporation,CVX,2006-07-31,30.99,31.22,30.78,31.03,9143300
Ford Motor Company,F,2006-07-31,3.52,3.53,3.38,3.43,25307000
ConocoPhillips,COP,2006-07-31,27.09,27.55,26.88,27.26,8170097
General Electric Company,GE,2006-07-31,98.37,98.7,98.01,98.04,4750714
"Citigroup, Inc.",C,2006-07-31,317.86,319.3,316.87,317.72,1776930
"American International Group,Inc.",AIG,2006-07-31,739.67,743.08,735.77,739.3,257060
International Business Machines Corporation,IBM,2006-07-31,39.68,40.23,39.53,40.18,5629363
Bank of America Corporation,BAC,2006-07-31,34.53,34.54,34.24,34.46,10928400
Valero Energy Corporation,VLO,2006-07-31,34.72,35.12,34.35,34.7,10668469
McKesson Corporation,MCK,2006-07-31,43.8,44.15,43.34,43.45,1652400
J.P. Morgan Chase & Co.,JPM,2006-07-31,27.45,27.82,27.41,27.76,14621600
Verizon Communications Inc.,VZ,2006-07-31,11.39,11.47,11.35,11.4,12670201
"Cardinal Health, Inc.",CAH,2006-07-31,31.07,31.09,30.69,30.7,1552300
"Altria Group, Inc.",MO,2006-07-31,5.85,5.85,5.79,5.8,5752300
The Kroger Company,KR,2006-07-31,8.12,8.14,8.05,8.1,6267600
The Boeing Company,BA,2006-07-31,56.25,56.3,55.42,55.51,5519200
Costco Wholesale Corporation,COST,2006-07-31,35.59,36.2,35.46,36.11,3852000
Target Corporation,TGT,2006-07-31,28.74,28.79,28.1,28.29,5123400
Morgan Stanley,MS,2006-07-31,36.02,36.51,35.87,36.42,3801600
Pfizer Inc.,PFIZER.NS,2006-07-31,390.08,396.31,388.44,395.46,7550
Johnson & Johnson,JNJ,2006-07-31,35.73,35.85,35.65,35.66,7059400
"MetLife, Inc.",MET,2006-07-31,26.97,27.03,26.67,26.92,4044810
UnitedHealth Group Incorporated,UNH,2006-07-31,37.82,38.1,37.02,37.46,6357800
AT&T Inc.,ATT.L,2006-07-31,19.85,19.85,19.85,19.85,0
Time Warner Inc.,T,2006-07-31,5.79,5.83,5.73,5.81,23450953
"The Goldman Sachs Group, Inc.",TGS,2006-07-31,2.33,2.39,2.29,2.38,21000
"Lowe's Companies, Inc.",LOW,2006-07-31,20.44,20.6,20.24,20.26,6862100
"United Parcel Service, Inc.",UPS,2006-07-31,36.88,36.91,36.43,36.52,4932700
Wells Fargo & Company,WFC,2006-07-31,21.17,21.35,21.13,21.28,11020400
Microsoft Corporation,MSFT,2006-07-31,16.91,17.15,16.86,16.9,40254400
Intel Corporation,INTC,2006-07-31,10.69,10.74,10.64,10.65,42813200
Lockheed Martin Corporation,LMT,2006-07-31,45.72,45.83,45.09,45.48,2446700
CVS Corporation,CVS,2006-07-31,21.78,21.93,21.49,21.79,4295600
"Motorola, Inc.",MSI,2006-07-31,68.11,69.5,67.84,69.02,4561088
"Caterpillar, Inc.",CAT,2006-07-31,43.46,43.86,43.12,43.38,3414900
The Allstate Corporation,ALL,2006-07-31,35.55,35.69,35.32,35.47,2130100
"PepsiCo, Inc.",PEP,2006-07-31,36.23,36.44,36.05,36.34,3922800
"Lehman Brothers Holdings, Inc.",LEHNQ,2006-07-31,20.02,20.04,19.87,19.89,10700
The Walt Disney Company,DIS,2006-07-31,23.85,24.0,23.73,23.96,9415915
"Prudential Financial, Inc.",PRU,2006-07-31,39.63,39.78,39.44,39.75,1275400
"Plains All American Pipeline, L.P.",PAA,2006-07-31,5.97,6.03,5.94,5.98,241800
Northrop Grumman Corporation,NOC,2006-07-31,39.08,39.55,39.04,39.54,1726840
Sysco Corporation,SYY,2006-07-31,15.94,15.95,15.78,15.78,2418000
American Express Company,AXP,2006-07-31,38.72,38.94,38.7,38.84,4267600
FedEx Corporation,FDX,2006-07-31,85.9,85.9,85.05,85.5,2174600
Honeywell International Inc.,HON,2006-07-31,22.15,22.49,22.0,22.41,6330368
"Johnson Controls, Inc.",JCI,2006-07-31,27.23,27.39,26.98,27.17,2696564
Best Buy Co. Inc.,BBY,2006-07-31,25.91,26.46,25.91,26.01,3518000
The Hartford Financial Services Group Inc.,HFF.BE,2006-07-31,47.22,47.22,47.22,47.22,0
"Alcoa, Inc.",AA,2006-07-31,56.86,58.41,56.47,57.98,2367041
"Tyson Foods, Inc.",TSN,2006-07-31,9.77,10.34,9.43,10.12,6075000
International Paper Company,IP,2006-07-31,15.05,15.46,15.05,15.4,3093495
"Cisco Systems, Inc.",CSCO,2006-07-31,11.7,11.94,11.61,11.63,49167000
"Federated Department Stores, Inc.",FHI,2006-07-31,11.58,11.59,11.29,11.39,1029400
Weyerhaeuser Company,WY,2006-07-31,11.11,11.22,11.03,11.18,2091100
Massachusetts Financial Group,MFG.AX,2006-07-31,0.38,0.38,0.38,0.38,0
Abbott Laboratories,ABT,2006-07-31,14.76,14.82,14.7,14.78,9487912
Comcast Corporation,CMCSA,2006-07-31,7.83,7.94,7.82,7.87,33716700
"Merck & Co., Inc.",MRK,2006-07-31,19.99,19.99,19.52,19.58,12825634
Deere & Company,DE,2006-07-31,25.24,25.24,24.54,25.04,6114600
General Dynamics Corporation,GD,2006-07-31,43.7,43.72,43.2,43.45,1295900
