company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2007-12-17,10.97,11.09,10.89,11.02,49522500
Exxon Mobil Corporation,XOM,2007-12-17,47.6,47.73,46.94,47.2,22704100
Chevron Corporation,CVX,2007-12-17,45.18,45.21,44.13,44.33,8210000
ConocoPhillips,COP,2007-12-17,33.85,33.95,33.3,33.44,12471591
General Electric Company,GE,2007-12-17,114.51,114.75,112.83,113.45,8424064
Ford Motor Company,F,2007-12-17,3.54,3.56,3.47,3.5,32642300
"Citigroup, Inc.",C,2007-12-17,211.68,219.67,211.19,215.82,8684030
Bank of America Corporation,BAC,2007-12-17,30.14,30.27,29.6,29.91,39410600
"American International Group,Inc.",AIG,2007-12-17,689.92,703.79,679.39,681.38,891365
J.P. Morgan Chase & Co.,JPM,2007-12-17,28.31,28.74,28.02,28.13,19965700
Verizon Communications Inc.,VZ,2007-12-17,16.25,16.25,15.85,15.88,12626258
International Business Machines Corporation,IBM,2007-12-17,55.87,56.2,55.14,55.42,7459131
Valero Energy Corporation,VLO,2007-12-17,34.77,35.74,34.67,34.86,8328622
McKesson Corporation,MCK,2007-12-17,54.89,55.7,54.47,55.35,1365300
"Cardinal Health, Inc.",CAH,2007-12-17,26.88,27.08,26.79,26.85,1645500
Morgan Stanley,MS,2007-12-17,33.6,34.13,32.73,33.27,13994200
UnitedHealth Group Incorporated,UNH,2007-12-17,44.17,44.82,44.17,44.34,5754600
"Altria Group, Inc.",MO,2007-12-17,7.79,7.83,7.72,7.73,10367600
"The Goldman Sachs Group, Inc.",TGS,2007-12-17,2.49,2.64,2.49,2.58,21000
The Kroger Company,KR,2007-12-17,9.56,9.57,9.2,9.24,16208800
AT&T Inc.,ATT.L,2007-12-17,24.7,24.7,24.7,24.75,132470
The Boeing Company,BA,2007-12-17,64.65,65.15,63.91,64.05,4946000
Costco Wholesale Corporation,COST,2007-12-17,47.37,47.8,47.16,47.22,2972100
Target Corporation,TGT,2007-12-17,32.12,32.85,31.84,32.42,15187800
Johnson & Johnson,JNJ,2007-12-17,39.88,40.07,39.75,39.95,12357700
"MetLife, Inc.",MET,2007-12-17,32.69,32.69,31.98,32.06,3592981
Pfizer Inc.,PFIZER.NS,2007-12-17,446.64,451.9,427.35,431.24,9570
The Dow Chemical Company,TDC,2007-12-17,26.95,27.0,26.32,26.67,747900
Wells Fargo & Company,WFC,2007-12-17,18.55,19.09,18.24,18.59,21773800
"United Parcel Service, Inc.",UPS,2007-12-17,39.52,39.93,39.25,39.44,5147300
"Lowe's Companies, Inc.",LOW,2007-12-17,16.33,16.55,15.17,16.42,11661600
"Lehman Brothers Holdings, Inc.",LEHNQ,2007-12-17,19.68,19.86,19.18,19.18,11000
Time Warner Inc.,T,2007-12-17,8.46,8.48,8.34,8.35,31110690
Microsoft Corporation,MSFT,2007-12-17,25.12,25.19,24.64,24.66,58121200
Freddie Mac,FMCC,2007-12-17,30.72,31.66,29.85,30.45,7690400
"Motorola, Inc.",MSI,2007-12-17,48.99,49.36,48.72,48.99,4328584
"Caterpillar, Inc.",CAT,2007-12-17,45.08,45.17,44.39,44.55,9342800
Lockheed Martin Corporation,LMT,2007-12-17,64.04,64.6,63.46,63.54,2100100
The Allstate Corporation,ALL,2007-12-17,33.38,33.89,33.29,33.35,3760300
Intel Corporation,INTC,2007-12-17,15.99,16.02,15.47,15.68,64820000
"PepsiCo, Inc.",PEP,2007-12-17,46.61,46.61,45.61,45.71,5968700
The Walt Disney Company,DIS,2007-12-17,27.43,27.75,27.28,27.53,12023200
Sysco Corporation,SYY,2007-12-17,18.5,18.5,18.17,18.18,2339400
"Prudential Financial, Inc.",PRU,2007-12-17,48.24,48.64,47.68,47.87,2846800
"Johnson Controls, Inc.",JCI,2007-12-17,12.96,13.02,12.73,12.74,4732351
FedEx Corporation,FDX,2007-12-17,78.24,79.37,78.02,78.72,2390700
Honeywell International Inc.,HON,2007-12-17,35.57,36.25,35.57,35.91,4908645
"Alcoa, Inc.",AA,2007-12-17,70.22,70.34,67.18,67.92,5462047
Best Buy Co. Inc.,BBY,2007-12-17,29.46,29.76,28.97,29.66,10648400
Northrop Grumman Corporation,NOC,2007-12-17,49.06,49.36,48.66,49.11,2629109
"Federated Department Stores, Inc.",FHI,2007-12-17,15.4,15.63,15.07,15.08,1385600
"Cisco Systems, Inc.",CSCO,2007-12-17,18.6,18.64,18.16,18.18,43977000
American Express Company,AXP,2007-12-17,39.42,40.08,39.01,39.43,10497400
The Hartford Financial Services Group Inc.,HFF.BE,2007-12-17,43.19,43.19,43.19,43.19,0
Comcast Corporation,CMCSA,2007-12-17,6.18,6.23,6.18,6.21,62010400
"Tyson Foods, Inc.",TSN,2007-12-17,10.43,10.48,10.22,10.27,2210000
"The Travelers Companies, Inc.",TTC,2007-12-17,10.74,10.74,10.54,10.69,786000
Massachusetts Financial Group,MFG.AX,2007-12-17,0.8,0.8,0.78,0.78,182956
General Dynamics Corporation,GD,2007-12-17,60.16,60.46,58.96,59.08,1310700
International Paper Company,IP,2007-12-17,15.12,15.41,14.72,14.83,5595275
3M Company,MMM,2007-12-17,41.58,42.22,41.58,41.77,4462874
Deere & Company,DE,2007-12-17,60.77,61.62,59.28,59.36,3725300
"Merck & Co., Inc.",MRK,2007-12-17,30.52,30.9,30.3,30.34,13183945
Halliburton Company,HAL,2007-12-17,28.04,28.1,27.26,27.53,13176100
