company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2010-11-22,13.21,13.3,13.14,13.25,28505400
Exxon Mobil Corporation,XOM,2010-11-22,39.44,39.55,38.7,39.49,18907900
Chevron Corporation,CVX,2010-11-22,45.64,45.7,44.86,45.62,6791900
General Electric Company,GE,2010-11-22,57.19,57.19,55.91,56.8,13710497
Bank of America Corporation,BAC,2010-11-22,9.03,9.05,8.76,8.83,223150100
ConocoPhillips,COP,2010-11-22,28.06,28.06,27.51,27.95,8689959
AT&T Inc.,ATT.L,2010-11-22,0.0,31.2,30.9,31.05,0
Ford Motor Company,F,2010-11-22,8.36,8.51,8.29,8.33,91288900
J.P. Morgan Chase & Co.,JPM,2010-11-22,26.13,26.15,25.56,25.76,33249500
"Citigroup, Inc.",C,2010-11-22,31.54,31.54,30.87,31.02,36827360
Verizon Communications Inc.,VZ,2010-11-22,15.3,15.32,15.14,15.24,12950300
McKesson Corporation,MCK,2010-11-22,58.74,58.74,57.45,58.0,1742400
General Motors Corporation,GM,2010-11-22,25.55,25.76,25.26,25.46,36650600
"American International Group,Inc.",AIG,2010-11-22,26.94,26.95,26.38,26.63,2337400
"Cardinal Health, Inc.",CAH,2010-11-22,24.67,24.67,24.19,24.51,1684300
CVS Caremark Corporation,CVS,2010-11-22,21.23,21.55,21.23,21.38,9134400
Wells Fargo & Company,WFC,2010-11-22,18.11,18.18,17.79,17.91,24825700
International Business Machines Corporation,IBM,2010-11-22,80.75,81.55,80.51,81.53,3902312
UnitedHealth Group Incorporated,UNH,2010-11-22,29.56,29.65,28.18,28.89,14972500
The Kroger Company,KR,2010-11-22,8.55,8.71,8.55,8.7,10745000
Costco Wholesale Corporation,COST,2010-11-22,47.66,48.43,47.6,48.37,2827200
Valero Energy Corporation,VLO,2010-11-22,10.69,10.89,10.58,10.85,6907078
The Boeing Company,BA,2010-11-22,50.33,51.25,50.16,51.14,5908600
"The Home Depot, Inc.",THD,2010-11-22,43.15,43.51,43.0,43.51,257000
Target Corporation,TGT,2010-11-22,36.86,36.96,36.4,36.48,6253200
Johnson & Johnson,JNJ,2010-11-22,40.99,41.2,40.72,41.07,11179200
Microsoft Corporation,MSFT,2010-11-22,19.57,19.64,19.41,19.63,53350500
"The Goldman Sachs Group, Inc.",TGS,2010-11-22,2.3,2.3,2.25,2.25,8200
Pfizer Inc.,PFIZER.NS,2010-11-22,705.01,705.01,690.12,692.92,1989
"Lowe's Companies, Inc.",LOW,2010-11-22,16.74,17.03,16.62,16.97,13749900
"United Parcel Service, Inc.",UPS,2010-11-22,41.35,41.54,40.98,41.36,3441300
Lockheed Martin Corporation,LMT,2010-11-22,43.59,43.64,42.85,43.16,7876000
Best Buy Co. Inc.,BBY,2010-11-22,26.34,27.22,26.31,27.18,5675900
The Dow Chemical Company,TDC,2010-11-22,39.79,41.19,39.76,41.18,945000
Sears Holdings Corporation,SRSCQ,2010-11-22,10.57,10.57,10.57,10.57,0
"PepsiCo, Inc.",PEP,2010-11-22,41.45,41.51,41.07,41.41,4630100
"MetLife, Inc.",MET,2010-11-22,21.7,21.79,21.51,21.77,5934707
Kraft Foods Inc.,1959.T,2010-11-22,335.37,339.56,334.68,335.37,77000
