ticker,company,date,open,high,low,close,volume,daily_return,volatility_30d,moving_avg_30d,moving_avg_90d,trading_volume_avg,price_range,year,month,quarter
601336.SS,New York Life Insurance,2025-11-10,67.07,68.8,66.51,68.62,17470375,0.0,0.0,68.62,68.62,17470375.0,2.289999999999992,2025,11,4
601336.SS,New York Life Insurance,2025-11-11,68.6,68.77,67.09,67.09,15038809,-2.2296706499562826,1.5766152363967043,67.855,67.855,16254592.0,1.6799999999999926,2025,11,4
601336.SS,New York Life Insurance,2025-11-12,67.2,70.06,67.03,69.48,27350223,3.562378894022955,2.921466883598226,68.39666666666666,68.39666666666666,19953135.666666668,3.030000000000001,2025,11,4
601336.SS,New York Life Insurance,2025-11-13,69.48,69.77,68.33,69.38,17771925,-0.14392630972943082,2.4034273272861384,68.6425,68.6425,19407833.0,1.4399999999999977,2025,11,4
601336.SS,New York Life Insurance,2025-11-14,68.98,70.1,68.22,68.22,16462519,-1.6719515710579371,2.2600564622859736,68.558,68.558,18818770.2,1.8799999999999955,2025,11,4
AAL,American Airlines,2025-11-10,13.87,14.05,13.27,13.31,53868600,0.0,0.0,13.31,13.31,53868600.0,0.7800000000000011,2025,11,4
AAL,American Airlines,2025-11-11,13.3,13.36,12.95,12.99,41274700,-2.404207362885051,1.700031329674646,13.15,13.15,47571650.0,0.41000000000000014,2025,11,4
AAL,American Airlines,2025-11-12,13.1,13.53,13.02,13.46,46029900,3.6181678214010824,3.0315110172947963,13.253333333333336,13.253333333333336,47057733.333333336,0.5099999999999998,2025,11,4
AAL,American Airlines,2025-11-13,13.32,13.5,13.0,13.07,38615900,-2.8974739970282357,2.9753516617054,13.2075,13.2075,44947275.0,0.5,2025,11,4
AAL,American Airlines,2025-11-14,12.78,12.97,12.7,12.76,32782600,-2.371843917368022,2.7204395665218675,13.118,13.118,42514340.0,0.27000000000000135,2025,11,4
ABBV,AbbVie,2025-11-10,217.0,219.86,216.15,218.71,4530800,0.0,0.0,218.71,218.71,4530800.0,3.710000000000008,2025,11,4
ABBV,AbbVie,2025-11-11,219.0,225.42,219.0,225.17,4802400,2.953682959169667,2.08856924990402,221.94,221.94,4666600.0,6.4199999999999875,2025,11,4
ABBV,AbbVie,2025-11-12,225.4,234.0,225.29,233.23,8583200,3.579517697739487,1.911755697943657,225.70333333333335,225.70333333333335,5972133.333333333,8.710000000000008,2025,11,4
