company,ticker,date,open,high,low,close,volume
Exxon Mobil Corporation,XOM,2006-10-06,34.46,34.77,34.2,34.72,19439400
"Wal-Mart Stores, Inc.",WMT,2006-10-06,10.9,11.03,10.86,10.88,46336800
Chevron Corporation,CVX,2006-10-06,30.2,30.37,29.86,30.27,8886400
Ford Motor Company,F,2006-10-06,4.29,4.34,4.25,4.27,29038600
ConocoPhillips,COP,2006-10-06,23.0,23.16,22.67,23.04,13271783
General Electric Company,GE,2006-10-06,108.98,109.65,108.83,109.17,3927897
"Citigroup, Inc.",C,2006-10-06,338.76,339.29,336.17,339.16,1502320
"American International Group,Inc.",AIG,2006-10-06,821.61,821.61,815.63,818.8,212110
International Business Machines Corporation,IBM,2006-10-06,43.22,43.66,43.0,43.33,5586581
Bank of America Corporation,BAC,2006-10-06,36.74,36.82,36.58,36.66,8968900
Valero Energy Corporation,VLO,2006-10-06,25.81,26.13,25.38,26.09,13838115
McKesson Corporation,MCK,2006-10-06,45.75,45.75,43.2,43.63,4308000
J.P. Morgan Chase & Co.,JPM,2006-10-06,28.87,28.93,28.68,28.72,10748900
Verizon Communications Inc.,VZ,2006-10-06,12.53,12.56,12.45,12.54,13964397
"Cardinal Health, Inc.",CAH,2006-10-06,30.3,30.31,29.31,29.37,4073300
"Altria Group, Inc.",MO,2006-10-06,5.77,5.78,5.71,5.76,9615200
The Kroger Company,KR,2006-10-06,8.04,8.08,7.94,7.97,9643800
The Boeing Company,BA,2006-10-06,60.18,60.74,59.84,60.23,3649900
Costco Wholesale Corporation,COST,2006-10-06,34.46,34.46,33.69,33.86,4219000
Target Corporation,TGT,2006-10-06,36.13,36.38,35.84,36.16,7126000
Morgan Stanley,MS,2006-10-06,40.67,40.8,40.44,40.75,2784100
Pfizer Inc.,PFIZER.NS,2006-10-06,512.03,512.17,501.61,503.59,4912
Johnson & Johnson,JNJ,2006-10-06,37.28,37.37,37.19,37.31,7134500
"MetLife, Inc.",MET,2006-10-06,29.64,29.76,29.51,29.69,1935338
UnitedHealth Group Incorporated,UNH,2006-10-06,39.63,41.2,39.59,40.33,9803400
AT&T Inc.,ATT.L,2006-10-06,21.1,21.1,21.1,21.1,0
Time Warner Inc.,T,2006-10-06,6.27,6.31,6.2,6.24,24512139
"The Goldman Sachs Group, Inc.",TGS,2006-10-06,2.51,2.56,2.47,2.54,30800
"Lowe's Companies, Inc.",LOW,2006-10-06,21.29,21.39,20.79,20.87,10644100
"United Parcel Service, Inc.",UPS,2006-10-06,39.93,39.94,39.41,39.57,2669500
Wells Fargo & Company,WFC,2006-10-06,21.56,21.61,21.46,21.55,4834400
Microsoft Corporation,MSFT,2006-10-06,19.57,19.74,19.49,19.65,36452200
Intel Corporation,INTC,2006-10-06,12.26,12.31,12.14,12.27,63556800
Lockheed Martin Corporation,LMT,2006-10-06,49.95,50.14,49.45,50.06,1411400
CVS Corporation,CVS,2006-10-06,20.57,20.57,18.97,19.52,46123100
"Motorola, Inc.",MSI,2006-10-06,77.24,78.03,77.18,77.91,3055139
"Caterpillar, Inc.",CAT,2006-10-06,41.32,41.69,40.73,41.65,6587800
The Allstate Corporation,ALL,2006-10-06,39.55,39.85,39.49,39.66,3105900
"PepsiCo, Inc.",PEP,2006-10-06,37.19,37.31,36.96,37.11,4038900
"Lehman Brothers Holdings, Inc.",LEHNQ,2006-10-06,21.03,21.03,20.97,21.03,30300
The Walt Disney Company,DIS,2006-10-06,25.08,25.33,24.91,25.29,7449671
"Prudential Financial, Inc.",PRU,2006-10-06,39.08,39.19,38.92,39.12,1297400
"Plains All American Pipeline, L.P.",PAA,2006-10-06,6.01,6.04,5.99,6.03,173800
Northrop Grumman Corporation,NOC,2006-10-06,41.32,41.35,40.83,41.05,1620144
Sysco Corporation,SYY,2006-10-06,18.62,18.85,18.59,18.82,1912500
American Express Company,AXP,2006-10-06,42.08,42.34,42.03,42.33,4127600
FedEx Corporation,FDX,2006-10-06,91.66,92.13,90.41,91.78,1630400
Honeywell International Inc.,HON,2006-10-06,24.9,24.91,24.49,24.64,3156949
"Johnson Controls, Inc.",JCI,2006-10-06,29.28,29.34,29.18,29.19,3318870
Best Buy Co. Inc.,BBY,2006-10-06,32.39,32.48,31.84,31.88,3634900
The Hartford Financial Services Group Inc.,HFF.BE,2006-10-06,49.9,49.9,49.9,49.9,0
"Alcoa, Inc.",AA,2006-10-06,53.51,53.98,52.85,53.98,2354432
"Tyson Foods, Inc.",TSN,2006-10-06,10.9,10.93,10.79,10.9,1142800
International Paper Company,IP,2006-10-06,15.86,16.0,15.72,15.97,1772148
"Cisco Systems, Inc.",CSCO,2006-10-06,15.48,15.74,15.44,15.67,48906000
"Federated Department Stores, Inc.",FHI,2006-10-06,12.92,13.09,12.9,13.0,648400
Weyerhaeuser Company,WY,2006-10-06,11.79,11.83,11.7,11.82,1421500
Massachusetts Financial Group,MFG.AX,2006-10-06,0.78,0.79,0.78,0.79,22394
Abbott Laboratories,ABT,2006-10-06,14.32,14.39,14.25,14.29,15576699
Comcast Corporation,CMCSA,2006-10-06,8.4,8.54,8.3,8.5,22614000
"Merck & Co., Inc.",MRK,2006-10-06,20.31,20.63,20.24,20.54,10731520
Deere & Company,DE,2006-10-06,29.76,29.81,29.26,29.57,7370400
General Dynamics Corporation,GD,2006-10-06,48.75,49.08,48.34,49.01,1060600
