company,ticker,date,open,high,low,close,volume
Walmart,WMT,2018-07-13,25.74,26.18,25.73,26.09,19165800
Exxon Mobil,XOM,2018-07-13,58.51,59.27,58.43,58.96,8720000
Apple,APLE,2018-07-13,12.51,12.59,12.47,12.53,1055100
UnitedHealth Group,UNH,2018-07-13,228.66,231.0,228.33,230.72,2356200
McKesson,MCK,2018-07-13,128.23,129.82,127.9,128.97,814100
CVS Health,CVS,2018-07-13,53.41,54.64,53.41,53.91,5592100
AT&T,ATT.L,2018-07-13,151.5,155.0,151.5,153.75,878480
General Motors,GM,2018-07-13,35.09,35.36,34.93,35.32,5144500
Ford Motor,F,2018-07-13,7.47,7.49,7.39,7.44,36561500
Chevron,CVX,2018-07-13,89.58,90.07,89.17,89.47,3352800
Cardinal Health,CAH,2018-07-13,40.22,41.57,40.13,40.9,3035400
Costco,COST,2018-07-13,192.81,195.19,192.55,195.1,1951200
Verizon,VZ,2018-07-13,34.43,34.67,34.31,34.64,11175100
Kroger,KR,2018-07-13,23.74,24.24,23.71,23.9,6277300
General Electric,GE,2018-07-13,64.23,64.69,63.81,63.86,10121259
JPMorgan Chase,JPM,2018-07-13,87.57,87.98,85.81,86.8,21289100
Fannie Mae,FNMA,2018-07-13,1.4,1.42,1.38,1.41,1851900
Alphabet,GOOGL,2018-07-13,59.73,60.11,59.36,59.81,32612000
Home Depot,HD,2018-07-13,166.33,167.56,166.33,166.52,2308100
Bank of America Corp.,BAC,2018-07-13,24.03,24.09,23.69,23.97,75178000
Express Scripts Holding,ESH.BE,2018-07-13,2.18,2.18,2.18,2.18,0
Wells Fargo,WFC,2018-07-13,44.4,45.26,43.5,44.91,34323400
Boeing,BA,2018-07-13,333.98,338.06,333.21,337.63,2272300
Phillips 66,PSX,2018-07-13,82.37,83.36,82.26,82.97,1563300
Microsoft,MSFT,2018-07-13,96.86,98.0,96.6,97.84,24635200
Valero Energy,VLO,2018-07-13,78.72,79.54,78.38,79.26,2500000
Citigroup,C,2018-07-13,52.46,52.7,51.09,51.7,34054000
Comcast,CMCSA,2018-07-13,28.52,29.14,28.52,28.77,25167300
IBM,IBM,2018-07-13,100.82,101.19,100.37,100.44,3203480
Dell Technologies,DELL,2018-07-13,24.47,24.53,24.22,24.42,3623813
Johnson & Johnson,JNJ,2018-07-13,102.26,104.04,102.26,102.76,8250200
Freddie Mac,FMCC,2018-07-13,1.48,1.53,1.47,1.52,657300
Target,TGT,2018-07-13,62.61,63.76,62.61,63.23,2958900
Lowe's,X1G.PA,2018-07-13,229.89,230.27,229.89,230.27,156
Marathon Petroleum,MPC,2018-07-13,55.86,56.73,55.55,56.54,4884600
Procter & Gamble,PG,2018-07-13,65.07,65.39,64.92,65.25,6021300
MetLife,MET,2018-07-13,34.03,34.35,33.98,34.17,3767100
UPS,UPS,2018-07-13,81.13,81.91,80.8,81.58,1997900
PepsiCo,PEP,2018-07-13,89.75,90.64,89.7,90.56,4417100
Intel,INTC,2018-07-13,44.54,44.56,44.0,44.39,13749300
Archer Daniels Midland,ADM,2018-07-13,38.07,38.35,37.81,38.13,2402800
FedEx,FDX,2018-07-13,204.25,206.8,204.08,205.79,983400
Prudential Financial,PRU,2018-07-13,65.77,66.27,65.53,65.92,1300500
Sysco,SYY,2018-07-13,57.81,58.71,57.67,58.63,1552000
Disney,DIS,2018-07-13,104.14,106.3,103.81,106.07,8188800
Humana,HUM.ST,2018-07-13,57.74,58.51,57.36,58.03,11310
Pfizer,PFIZER.NS,2018-07-13,2226.32,2256.53,2194.78,2213.12,108749
HP,HP,2018-07-13,44.16,44.72,43.88,44.44,806600
Lockheed Martin,LMT,2018-07-13,258.32,263.11,258.18,262.18,1662500
AIG,AIG,2018-07-13,44.72,44.92,44.5,44.82,2727400
Centene,CNC,2018-07-13,66.35,67.35,66.34,67.26,2811800
Cisco Systems,CSCO,2018-07-13,35.07,35.28,32.99,33.67,50831300
HCA Healthcare,HCA,2018-07-13,98.71,99.99,98.68,99.87,1111100
Energy Transfer Equity,ET,2018-07-13,9.04,9.05,8.95,8.96,1697300
Caterpillar,CAT,2018-07-13,118.29,119.74,117.9,119.32,2838700
Morgan Stanley,MS,2018-07-13,38.18,38.43,37.7,38.18,9747600
New York Life Insurance,601336.SS,2018-07-13,35.65,35.66,35.11,35.44,7284614
Goldman Sachs Group,GS,2018-07-13,192.08,193.77,189.79,191.9,2541500
American Airlines Group,AAL,2018-07-13,35.54,36.47,35.37,36.33,10829800
Best Buy,BBY,2018-07-13,57.19,58.72,57.19,58.03,3106100
Cigna,CI,2018-07-13,158.57,159.77,158.56,159.17,700400
Charter Communications,CHTR,2018-07-13,305.09,305.96,302.3,304.84,669800
Delta Air Lines,DAL,2018-07-13,46.88,47.34,46.73,47.14,6835900
Honeywell International,HON,2018-07-13,114.3,114.84,113.71,114.04,2842213
Merck,MRK,2018-07-13,47.58,48.17,47.57,48.06,7705106
Allstate,ALL,2018-07-13,78.46,78.6,78.13,78.36,1190800
Tyson Foods,TSN,2018-07-13,54.02,54.61,54.02,54.29,1110400
United Continental Holdings,UAL,2018-07-13,70.93,72.24,70.93,72.1,3067300
Oracle,ORCL,2018-07-13,42.89,43.64,42.77,43.48,25771400
Tech Data,TECH.OL,2018-07-13,31.0,31.0,30.0,30.0,104
TIAA,TILIX,2018-07-13,17.9,17.9,17.9,17.9,0
TJX,TJX,2018-07-13,42.57,43.07,42.53,43.05,4376000
American Express,AXP,2018-07-13,91.68,91.74,90.35,91.15,3456500
Nike,NKE,2018-07-13,70.53,70.91,70.48,70.7,2963100
World Fuel Services,WFK.BE,2018-07-13,15.72,15.96,15.7,15.9,0
Exelon,EXC,2018-07-13,23.33,23.37,23.1,23.29,6689363
ConocoPhillips,COP,2018-07-13,55.59,56.53,55.58,56.08,6313300
3M,MMM,2018-07-13,128.16,129.13,127.98,128.74,1943978
Time Warner,T,2018-07-13,14.25,14.27,14.08,14.15,70635135
General Dynamics,GD,2018-07-13,163.3,164.85,162.65,162.88,1832300
USAA,UIPMX,2018-07-13,12.21,12.21,12.21,12.21,0
