company,ticker,date,open,high,low,close,volume
Ford Motor Company,F,1997-11-26,5.82,5.96,5.77,5.78,6537289
Exxon Corporation,XOM,1997-11-26,12.83,13.04,12.82,12.88,4306800
"Wal-Mart Stores, Inc.",WMT,1997-11-26,4.2,4.22,4.2,4.2,9943800
General Electric Company,GE,1997-11-26,61.19,61.98,61.14,61.61,2054550
International Business Machines Corporation,IBM,1997-11-26,26.29,26.87,26.26,26.84,10296615
AT&T Corp.,ATT.L,1997-11-26,11.45,11.45,11.45,11.45,0
Chevron Corporation,CVX,1997-11-26,14.77,14.77,14.26,14.3,2822000
"PepsiCo, Inc.",PEP,1997-11-26,18.82,18.88,18.53,18.6,2239800
"American International Group,Inc.",AIG,1997-11-26,421.3,424.71,419.47,423.4,105188
"Motorola, Inc.",MSI,1997-11-26,54.41,54.92,52.59,52.74,1801225
Lockheed Martin Corporation,LMT,1997-11-26,23.93,24.1,23.66,23.91,1974600
The Kroger Company,KR,1997-11-26,6.23,6.23,5.93,6.0,3434400
Fannie Mae,FNMA,1997-11-26,41.05,41.64,40.9,40.95,1125900
"ConAgra, Inc.",CAG,1997-11-26,10.59,10.7,10.46,10.46,1561532
The Allstate Corporation,ALL,1997-11-26,21.81,22.2,21.71,22.07,1169800
The Boeing Company,BA,1997-11-26,32.39,32.82,32.39,32.63,3478500
Johnson & Johnson,JNJ,1997-11-26,15.89,15.94,15.63,15.63,4678000
Travelers Group Inc.,TRV,1997-11-26,20.11,20.14,19.77,19.83,161000
Intel Corporation,INTC,1997-11-26,10.87,10.97,10.81,10.85,33229600
International Paper Company,IP,1997-11-26,17.36,17.36,17.09,17.13,1052259
Loews Corporation,L,1997-11-26,14.36,14.53,14.36,14.52,600000
"Merck & Co., Inc.",MRK,1997-11-26,17.06,17.19,17.0,17.08,4857061
Xerox Corporation,XRX,1997-11-26,40.86,41.69,40.66,41.58,544355
CIGNA Corporation,CI,1997-11-26,14.82,15.01,14.82,14.97,944100
The Walt Disney Company,DIS,1997-11-26,23.43,23.79,23.43,23.57,3983173
American Express Company,AXP,1997-11-26,15.77,15.96,15.77,15.78,2631555
"Caterpillar, Inc.",CAT,1997-11-26,11.76,11.87,11.7,11.7,2077800
J.P. Morgan & Co. Incorporated,JPM,1997-11-26,16.75,16.79,16.31,16.34,6136200
Digital Equipment Corporation,GEN,1997-11-26,1.06,1.15,1.06,1.14,15823200
Rockwell International Corporation,ROK,1997-11-26,8.23,8.25,7.98,8.11,738700
Minnesota Mining & Manufacturing Company,MMM,1997-11-26,18.93,19.18,18.91,18.94,1575371
McKesson Corporation,MCK,1997-11-26,44.5,45.29,44.5,44.7,215200
SYSCO Corporation,SYY,1997-11-26,5.66,5.68,5.61,5.61,1711200
Archer Daniels Midland Company,ADM,1997-11-26,9.45,9.53,9.17,9.31,1352858
Morgan Stanley Group,MS,1997-11-26,12.82,13.17,12.82,12.91,1752400
Alcoa,AA,1997-11-26,28.2,28.49,27.61,27.82,2157303
The Goodyear Tire & Rubber Company,TGT,1997-11-26,9.86,9.87,9.74,9.74,4394000
