company,ticker,date,open,high,low,close,volume
Exxon Mobil Corporation,XOM,2006-10-24,35.83,36.12,35.78,35.94,19775700
"Wal-Mart Stores, Inc.",WMT,2006-10-24,11.55,11.69,11.5,11.55,56346900
Chevron Corporation,CVX,2006-10-24,31.21,31.87,31.12,31.8,9061900
Ford Motor Company,F,2006-10-24,4.12,4.27,4.09,4.27,38016400
ConocoPhillips,COP,2006-10-24,23.91,24.5,23.89,24.39,14778900
General Electric Company,GE,2006-10-24,107.08,107.47,106.75,106.99,4556387
"Citigroup, Inc.",C,2006-10-24,335.5,336.5,333.77,335.3,1548670
"American International Group,Inc.",AIG,2006-10-24,814.28,817.21,812.45,814.89,313700
International Business Machines Corporation,IBM,2006-10-24,47.38,47.92,47.32,47.68,9646526
Bank of America Corporation,BAC,2006-10-24,36.14,36.23,35.91,36.12,14260800
Valero Energy Corporation,VLO,2006-10-24,26.53,27.16,26.42,27.16,13703553
McKesson Corporation,MCK,2006-10-24,44.65,45.06,44.19,44.99,1667800
J.P. Morgan Chase & Co.,JPM,2006-10-24,28.85,28.94,28.66,28.9,13431500
Verizon Communications Inc.,VZ,2006-10-24,12.89,13.02,12.84,12.95,11385123
"Cardinal Health, Inc.",CAH,2006-10-24,30.03,30.11,29.84,30.1,1800500
"Altria Group, Inc.",MO,2006-10-24,5.82,5.94,5.75,5.85,24625200
The Kroger Company,KR,2006-10-24,7.85,7.89,7.77,7.83,7828000
The Boeing Company,BA,2006-10-24,59.81,60.38,59.54,60.16,3815100
Costco Wholesale Corporation,COST,2006-10-24,36.01,36.16,35.72,35.92,3122300
Target Corporation,TGT,2006-10-24,36.66,36.87,36.35,36.5,4376200
Morgan Stanley,MS,2006-10-24,42.24,42.97,42.24,42.96,3223800
Johnson & Johnson,JNJ,2006-10-24,39.34,39.49,39.14,39.42,10853500
"MetLife, Inc.",MET,2006-10-24,30.31,30.43,30.22,30.41,2470307
UnitedHealth Group Incorporated,UNH,2006-10-24,39.55,39.77,39.02,39.03,7961900
AT&T Inc.,ATT.L,2006-10-24,22.12,22.12,22.12,22.12,0
Time Warner Inc.,T,2006-10-24,6.8,6.87,6.72,6.82,26672774
"The Goldman Sachs Group, Inc.",TGS,2006-10-24,2.62,2.65,2.61,2.65,14700
"Lowe's Companies, Inc.",LOW,2006-10-24,21.91,22.19,21.72,21.79,5726700
"United Parcel Service, Inc.",UPS,2006-10-24,40.38,40.66,40.36,40.52,2595500
Wells Fargo & Company,WFC,2006-10-24,21.64,21.7,21.48,21.61,7779500
Microsoft Corporation,MSFT,2006-10-24,20.04,20.04,19.83,19.94,61409600
Intel Corporation,INTC,2006-10-24,12.77,12.99,12.76,12.86,62841600
Lockheed Martin Corporation,LMT,2006-10-24,51.07,51.49,50.42,51.05,2703300
CVS Corporation,CVS,2006-10-24,20.88,21.36,20.74,20.96,6199100
"Motorola, Inc.",MSI,2006-10-24,70.41,71.53,70.32,70.98,4054422
"Caterpillar, Inc.",CAT,2006-10-24,37.68,37.99,37.33,37.46,11647100
The Allstate Corporation,ALL,2006-10-24,38.41,38.86,38.37,38.77,2536500
"PepsiCo, Inc.",PEP,2006-10-24,36.26,36.57,36.12,36.4,8868900
"Lehman Brothers Holdings, Inc.",LEHNQ,2006-10-24,21.09,21.28,21.02,21.21,21700
The Walt Disney Company,DIS,2006-10-24,25.13,25.38,25.04,25.33,6997263
"Prudential Financial, Inc.",PRU,2006-10-24,39.29,39.38,39.03,39.19,1216100
"Plains All American Pipeline, L.P.",PAA,2006-10-24,6.2,6.22,6.16,6.18,237400
Northrop Grumman Corporation,NOC,2006-10-24,41.11,41.26,40.57,40.83,2583841
Sysco Corporation,SYY,2006-10-24,19.19,19.64,19.15,19.56,3705700
American Express Company,AXP,2006-10-24,42.38,42.72,42.28,42.42,8771000
FedEx Corporation,FDX,2006-10-24,93.21,94.81,93.21,94.23,1964200
Honeywell International Inc.,HON,2006-10-24,24.52,25.09,24.52,24.94,5841140
"Johnson Controls, Inc.",JCI,2006-10-24,30.57,30.79,30.46,30.51,2949866
Best Buy Co. Inc.,BBY,2006-10-24,31.82,32.33,31.64,31.81,3618600
The Hartford Financial Services Group Inc.,HFF.BE,2006-10-24,50.07,50.07,50.07,50.07,0
"Alcoa, Inc.",AA,2006-10-24,53.28,54.43,53.06,53.92,4436205
"Tyson Foods, Inc.",TSN,2006-10-24,10.4,10.4,10.2,10.27,2502900
International Paper Company,IP,2006-10-24,15.2,15.35,15.13,15.19,2004829
"Cisco Systems, Inc.",CSCO,2006-10-24,15.85,15.96,15.72,15.83,29854800
"Federated Department Stores, Inc.",FHI,2006-10-24,12.51,12.55,12.41,12.52,486700
Weyerhaeuser Company,WY,2006-10-24,12.25,12.49,12.18,12.28,1819900
Massachusetts Financial Group,MFG.AX,2006-10-24,0.91,0.92,0.9,0.9,39327
Abbott Laboratories,ABT,2006-10-24,15.11,15.12,14.86,14.98,11007503
Comcast Corporation,CMCSA,2006-10-24,8.8,8.95,8.73,8.93,32212800
"Merck & Co., Inc.",MRK,2006-10-24,22.42,22.55,22.2,22.54,10020347
Deere & Company,DE,2006-10-24,30.3,30.47,29.49,30.32,5657000
General Dynamics Corporation,GD,2006-10-24,47.12,47.55,47.08,47.55,2131700
