company,ticker,date,open,high,low,close,volume
"Wal-Mart Stores, Inc.",WMT,2000-07-24,12.6,12.64,12.22,12.27,15137400
Exxon Mobil Corporation,XOM,2000-07-24,17.15,17.22,16.9,17.21,8316000
Ford Motor Company,F,2000-07-24,11.02,11.13,10.88,11.01,8316068
General Electric Company,GE,2000-07-24,141.43,142.57,139.96,140.94,1969770
International Business Machines Corporation,IBM,2000-07-24,56.61,57.36,55.37,55.81,7127862
"Citigroup, Inc.",C,2000-07-24,278.34,282.04,274.89,278.84,873067
AT&T Corp.,ATT.L,2000-07-24,62.85,62.85,62.85,62.85,0
Philip Morris Companies Inc.,TABAK.PR,2000-07-24,563.45,563.45,563.45,563.45,0
The Boeing Company,BA,2000-07-24,30.43,31.37,30.35,31.28,5027400
Bank of America Corporation,BAC,2000-07-24,12.4,12.71,12.28,12.48,6708400
The Kroger Company,KR,2000-07-24,7.41,7.63,7.33,7.46,3107600
"American International Group,Inc.",AIG,2000-07-24,938.7,952.04,938.7,942.65,158130
Fannie Mae,FNMA,2000-07-24,42.39,44.45,42.39,44.24,3091600
Morgan Stanley Dean Witter & Co.,MS,2000-07-24,46.49,46.98,45.67,46.19,1888200
Target,TGT,2000-07-24,17.59,17.78,17.26,17.33,3360600
"Merck & Co., Inc.",MRK,2000-07-24,25.32,26.6,25.22,26.38,14382962
Chevron Corporation,CVX,2000-07-24,15.17,15.22,14.91,14.92,4472000
"Motorola, Inc.",MSI,2000-07-24,93.56,95.15,92.29,92.29,2276870
McKesson HBOC Inc.,MCK,2000-07-24,20.72,22.57,20.72,22.21,3150800
Intel Corporation,INTC,2000-07-24,39.27,40.35,39.11,39.22,39835400
Johnson & Johnson,JNJ,2000-07-24,23.76,24.55,23.76,24.31,5676000
Costco Wholesale Corporation,COST,2000-07-24,21.59,21.59,20.92,21.17,5255000
Time Warner Inc.,T,2000-07-24,5.88,6.01,5.87,5.94,5690420
"United Parcel Service of America, Inc.",UPS,2000-07-24,28.5,28.87,28.38,28.62,930800
The Allstate Corporation,ALL,2000-07-24,13.35,13.69,13.21,13.42,2379600
Lockheed Martin Corporation,LMT,2000-07-24,13.89,14.18,13.89,13.99,1501800
"Goldman Sachs Group, Inc.",GS,2000-07-24,73.42,74.96,72.02,73.86,1457700
"Cardinal Health, Inc.",CAH,2000-07-24,21.74,22.46,21.74,22.23,988350
ConAgra,CAG,2000-07-24,6.66,6.68,6.6,6.62,716516
International Paper Company,IP,2000-07-24,13.26,13.38,13.14,13.26,1337088
Freddie Mac,FMCC,2000-07-24,34.51,35.34,34.09,35.19,3151200
"AutoNation, Inc.",AN,2000-07-24,6.62,6.69,6.31,6.5,431800
Honeywell International Inc.,HON,2000-07-24,17.74,18.43,17.68,17.87,5988821
The Walt Disney Company,DIS,2000-07-24,28.35,28.35,27.83,27.87,2980639
First Union Corporation,FHN,2000-07-24,8.52,8.7,8.52,8.67,104699
Wells Fargo & Co.,WFC,2000-07-24,10.55,10.69,10.42,10.42,5403000
Duke Energy Corporation,DUK,2000-07-24,16.96,17.09,16.75,17.06,618597
American Express Company,AXP,2000-07-24,36.71,37.02,34.81,35.36,4547812
Loews Corporation,L,2000-07-24,8.51,8.54,8.43,8.44,469800
Conoco,COP,2000-07-24,8.42,8.55,8.05,8.12,3282888
CIGNA Corporation,CI,2000-07-24,27.34,27.34,26.94,27.1,1274400
"PepsiCo, Inc.",PEP,2000-07-24,22.99,23.15,22.82,22.86,2646100
Microsoft Corporation,MSFT,2000-07-24,22.01,22.03,21.38,21.55,56165600
"Caterpillar, Inc.",CAT,2000-07-24,9.67,9.67,9.57,9.6,1660200
"UnitedHealth Group, Incorporated",UNH,2000-07-24,8.25,8.31,7.99,8.04,5619200
Xerox Corporation,XRX,2000-07-24,21.97,22.04,21.53,21.82,1081613
Electronic Data Systems Corporation,EA,2000-07-24,20.19,21.11,19.65,19.66,2071600
J.P. Morgan & Co. Incorporated,JPM,2000-07-24,25.29,25.38,24.47,24.86,3232600
CVS Corporation,CVS,2000-07-24,13.79,13.97,13.77,13.93,1482000
"Federated Department Stores, Inc.",FHI,2000-07-24,8.66,8.9,8.62,8.64,117000
Sysco Corporation,SYY,2000-07-24,10.44,10.46,10.3,10.33,818600
